,n_meta,dataset,kt
275,500,2,0.7792455965690286
276,500,2,0.7553140871028311
277,500,2,0.8488750980221053
278,500,2,0.860100985105944
279,500,2,0.7210929480661394
280,500,2,0.8751801157486635
281,500,2,0.29668717673860123
282,500,2,0.8577614161395974
283,500,2,0.8403979380746357
284,500,2,0.43963142248191983
285,500,2,0.6990486790134653
286,500,2,0.8748261383758332
287,500,2,0.6513397520494305
288,500,2,0.6188749786024116
289,500,2,0.8163553551927032
290,500,2,0.5149569414707634
291,500,2,0.8148832879316522
292,500,2,0.578365817967203
293,500,2,0.07363344706715942
294,500,2,0.1486410769519136
295,500,2,0.7324493957377428
296,500,2,0.8529995249790282
297,500,2,0.7908392085346
298,500,2,0.23897901316611786
299,500,2,0.8195941390401679
300,500,2,0.7810745846499061
301,500,2,0.8005676195990801
302,500,2,0.4289628043084129
303,500,2,0.19890972543177027
304,500,2,0.38688775415028887
305,500,2,0.7661955789501486
306,500,2,0.2914342477251372
307,500,2,0.3454007394998817
308,500,2,0.07802741467806001
309,500,2,0.03285666539296947
310,500,2,0.6769041235388708
311,500,2,0.8389309303135939
312,500,2,0.8854728461777768
313,500,2,0.846339961250644
314,500,2,0.8454133881308346
315,500,2,0.727427518253616
316,500,2,0.7878711199706888
317,500,2,0.7970752060830102
318,500,2,0.3380858494331043
319,500,2,0.8503916455544596
320,40,3,0.8541297576048672
321,40,3,0.8346743716370848
322,40,3,0.8615399698659439
323,40,3,0.856310944417299
324,40,3,0.8304332275963735
325,40,3,0.7813825049024443
326,40,3,0.8143244398352695
327,40,3,0.7929750189608958
328,40,3,0.8431513981133304
329,40,3,0.7996870233442688
330,40,3,0.8290196864821563
331,40,3,0.8427145798635489
332,40,3,0.8318343541069368
333,40,3,0.7372146018189707
334,40,3,0.8289717089344623
335,40,3,0.8186279721925837
336,40,3,0.8373856226568086
337,40,3,0.8105212440422299
338,40,3,0.803816005974349
339,40,3,0.4592506207074846
340,40,3,0.8401501215299471
341,40,3,0.8144142414612685
342,40,3,0.7981546940187277
343,40,3,0.6141880613822632
344,40,3,0.7867986067571586
345,40,3,0.7967522085661979
346,40,3,0.7316258882345118
347,40,3,0.8042074461810456
348,40,3,0.8377756581552597
349,40,3,0.7490108765510437
350,40,3,0.7884375376749544
351,40,3,0.8349788277224347
352,40,3,0.8472826572642328
353,40,3,0.8577359785169338
354,40,3,0.640709912442471
355,40,3,0.8463540307519773
356,40,3,0.8130964395336658
357,40,3,0.7784383298749594
358,40,3,0.8387393408689781
359,40,3,0.7898283976096043
360,200,3,0.7665192114555788
361,200,3,0.7919794004503794
362,200,3,0.7282575574329193
363,200,3,0.7341946041513926
364,200,3,0.7794765708309513
365,200,3,0.724880430220453
366,200,3,0.8301654398049781
367,200,3,0.7303751673457388
368,200,3,0.7616706487085567
369,200,3,0.7601029432519927
370,200,3,0.7477647273840027
371,200,3,0.8018385766737066
372,200,3,0.7250814367146318
373,200,3,0.7403489854649233
374,200,3,0.7323312475600494
375,200,3,0.7639594771962338
376,200,3,0.7804712876967212
377,200,3,0.726642071329157
378,200,3,0.8486071003760635
379,200,3,0.7662433188279654
380,200,3,0.7571164432530705
381,200,3,0.8078011291689119
382,200,3,0.7602363554779022
383,200,3,0.6489475510272897
384,200,3,0.7901392517698917
385,200,3,0.7018763205083294
386,200,3,0.7356682548115008
387,200,3,0.8059670642984341
388,200,3,0.784874371957917
389,200,3,0.6444220857513822
390,200,3,0.7885740314048264
391,200,3,0.8399256021843613
392,200,3,0.7611367877820807
393,200,3,0.6321191818707619
394,200,3,0.7883897705673776
395,200,3,0.7487312690797877
396,200,3,0.8346145678707171
397,200,3,0.7928878587960588
398,200,3,0.7436073820268357
399,200,3,0.8317665594005983
400,200,3,0.7476957465658844
401,200,3,0.8222611909645083
402,200,3,0.8403279770441932
403,200,3,0.7319320171922797
404,200,3,0.8362426980089053
405,200,3,0.7772084421235422
406,200,3,0.8412394208263465
407,200,3,0.7352386801312216
408,200,3,0.8562610359067786
409,200,3,0.7928963568252173
410,200,3,0.8422845309004822
411,200,3,0.8517788609855284
412,200,3,0.8289124418178153
413,200,3,0.7515999707548155
414,200,3,0.8567714762163814
415,200,3,0.803576265269605
416,200,3,0.8063978857278721
417,200,3,0.7775697129193821
418,200,3,0.7276458565568474
419,200,3,0.8342739457666756
420,500,3,0.8736951533789696
421,500,3,0.753856013818489
422,500,3,0.7140628205898107
423,500,3,0.7680574247440505
424,500,3,0.8414211684680928
425,500,3,0.7461717049294517
426,500,3,0.816786973232575
427,500,3,0.6825170720100622
428,500,3,0.6783271950059985
429,500,3,0.8212854975640385
430,500,3,0.7980402165844599
431,500,3,0.7823445026592832
432,500,3,0.7959832592446817
433,500,3,0.786757574092393
434,500,3,0.7161903212151007
435,500,3,0.7976660755951749
436,500,3,0.8168195878981234
437,500,3,0.7472567338729107
438,500,3,0.8107558125292645
439,500,3,0.6049788158946884
440,500,3,0.787722137868668
441,500,3,0.8145676478414693
442,500,3,0.780709825051859
443,500,3,0.7628507749563639
444,500,3,0.8113233929271402
445,500,3,0.6316458524268334
446,500,3,0.7944309346048175
447,500,3,0.569381267122049
448,500,3,0.8115319337872422
449,500,3,0.7182708397826919
450,500,3,0.5162921285721385
451,500,3,0.23861341829507338
452,500,3,0.3937054917202127
453,500,3,0.3621725842382563
454,500,3,0.3844355116532557
455,500,3,0.32843051285970326
456,500,3,0.7591072005641532
457,500,3,0.752042970306983
458,500,3,0.7497315800394125
459,500,3,0.7141946635106876
460,500,3,0.7374722570177701
461,500,3,0.4924676123376727
462,500,3,0.8701958457921052
463,500,3,0.7548570665906673
464,500,3,0.7322628789448501
465,500,3,0.7580277544977033
466,500,3,0.8077820488079642
467,500,3,0.8506303260970627
468,500,3,0.5394157016845457
469,500,3,0.364956569155173
470,500,3,0.3725395591231241
471,500,3,0.4661761035320523
472,500,3,0.5100397970419474
473,500,3,0.5107183142920665
474,500,3,0.6545388532026937
475,500,3,0.6152984131857019
476,500,3,0.4730402204897718
477,500,3,0.6263315865297623
478,500,3,0.6018393004115521
479,500,3,0.5861109373099264
480,40,4,0.7908006153976683
481,40,4,0.7871130869224079
482,40,4,0.782411117569446
483,40,4,0.7861873488471203
484,40,4,0.8431000366985534
485,40,4,0.8252065227496066
486,40,4,0.8193780330202591
487,40,4,0.8006912445203098
488,40,4,0.746587582524334
489,40,4,0.7921527886133939
490,40,4,0.821038291980699
491,40,4,0.8198296610959946
492,40,4,0.8181791605558546
493,40,4,0.7422484986263542
494,40,4,0.8127929656573205
495,40,4,0.7727719850121029
496,40,4,0.8005164853758282
497,40,4,0.7432282367173896
498,40,4,0.8288917283891398
499,40,4,0.7941285428106423
500,40,4,0.8228553028848962
501,40,4,0.8284027312326706
502,40,4,0.8095152271437345
503,40,4,0.8252540828132507
504,40,4,0.8246145435743947
505,40,4,0.7959174177405874
506,40,4,0.7982577964761022
507,40,4,0.7921320154260878
508,40,4,0.7756014942152837
509,40,4,0.7974504546570195
510,40,4,0.7971976077361795
511,40,4,0.7927524058327486
512,40,4,0.7907329163127726
513,40,4,0.845108269943553
514,40,4,0.805708033781126
515,40,4,0.8297494339006098
516,200,4,0.7840002492746426
517,200,4,0.7847458273679373
518,200,4,0.7784698651065711
519,200,4,0.7837736262633481
520,200,4,0.7846759689750759
521,200,4,0.7851230109064469
522,200,4,0.854729753432508
523,200,4,0.8420057899726354
524,200,4,0.6937947676117765
525,200,4,0.8450016785363886
526,200,4,0.8553762883695727
527,200,4,0.8544492984509179
528,200,4,0.870120833365095
529,200,4,0.8599868216758298
530,200,4,0.8624551443618268
531,200,4,0.8628680291992326
532,200,4,0.869158410241472
533,200,4,0.8235370916601755
534,200,4,0.769101569238447
535,200,4,0.773603826314148
536,200,4,0.8201261013514414
537,200,4,0.4067211621769865
538,200,4,0.7672709028798326
539,200,4,0.8119391310321658
540,200,4,0.8674546550173566
541,200,4,0.8495327691428323
542,200,4,0.8619888231509117
543,200,4,0.865084838384732
544,200,4,0.8647480696098068
545,200,4,0.769760101514186
546,200,4,0.8422087291452136
547,200,4,0.7495562999134138
548,200,4,0.4039218545693755
549,200,4,0.6823666730743845
550,200,4,0.8224102655113151
551,200,4,0.6618265044117657
552,200,4,0.5709948079194588
553,200,4,0.8660054655367659
554,200,4,0.8456947538450116
555,200,4,0.7693578617325427
556,200,4,0.41490592116743324
557,200,4,0.672320930969139
558,200,4,0.8447044970829968
559,200,4,0.6168117378231861
560,200,4,0.8091941617457932
561,200,4,0.5529367765728371
562,200,4,0.46534369475295384
563,200,4,0.8518787175107928
564,200,4,0.8515333987494672
565,200,4,0.8503676560586414
566,200,4,0.8348550280364101
567,200,4,0.8288258068771088
568,200,4,0.8586581385672546
569,200,4,0.7355435978991501
570,200,4,0.8598432318418179
571,200,4,0.13124871155999798
572,200,4,0.8097499275984694
573,200,4,0.7762020845423574
574,200,4,0.5222198065472485
575,500,4,0.8487319186414735
576,500,4,0.8373169825398434
577,500,4,0.831531241796392
578,500,4,0.8302275861173211
579,500,4,0.8462093229101254
580,500,4,0.8273036974258424
581,500,4,0.783054355974274
582,500,4,0.8597173917484421
583,500,4,0.4378322022762072
584,500,4,0.40425245609560007
585,500,4,0.8512392976670085
586,500,4,0.7672739524801978
587,500,4,0.857215242095649
588,500,4,0.8338540620755893
589,500,4,0.8579256610674041
590,500,4,0.8512034815296955
591,500,4,0.8539333946058995
592,500,4,0.8567991769420504
593,500,4,0.7718936622620485
594,500,4,0.6669877427501829
595,500,4,0.4007790707722802
596,500,4,0.8382221760499683
597,500,4,0.8242485988787489
598,500,4,0.7709521659816015
599,500,4,0.8701423571424961
600,500,4,0.8619280242401428
601,500,4,0.8556125100239199
602,500,4,0.8595357558191389
603,500,4,0.8681026769633324
604,500,4,0.8696411407375977
605,500,4,0.7899668780117723
606,500,4,0.6110962931498127
607,500,4,0.48516528327446273
608,500,4,0.7269109446669736
609,500,4,0.8628931760388466
610,500,4,0.29829018314702566
611,500,4,0.6749978222036342
612,500,4,0.7931746401227265
613,500,4,0.6411054671642638
614,500,4,0.3283272102559909
615,500,4,0.8842541602632245
616,500,4,0.6708006298961628
617,500,4,0.6774964898828084
618,500,4,0.6105137921148132
619,500,4,0.7802691649134869
620,500,4,0.4516381913012983
621,500,4,0.8293550344672294
622,500,4,0.3923046261541474
623,500,4,0.8813569025902107
624,500,4,0.4961117040257863
625,500,4,0.8524825154562217
626,500,4,0.8568992166877488
627,500,4,0.881885857089712
628,500,4,0.8694353532300865
629,500,4,0.6544581134547444
630,500,4,0.7440543215789233
631,500,4,0.8409881600868149
632,500,4,0.2128398312553137
633,500,4,0.8086001049646738
634,500,4,0.6521796031689923
