,scaling,dataset,kt
193,4,1,0.7642650413256752
194,4,1,0.8953210319089626
195,4,1,0.871279612278048
196,4,1,0.8476891662294254
197,4,1,0.8466488156037075
198,4,1,0.8462019459561966
199,4,1,0.7294198356188151
200,4,1,0.8167584490018858
201,4,1,0.83517111971803
202,4,1,0.8181456662825723
203,4,1,0.8426901196462587
204,4,1,0.8344783252577176
205,4,1,0.772163562204815
206,4,1,0.6510920932078061
207,4,1,0.8420468784094667
208,4,1,0.7234621627501281
209,4,1,0.8492693291224671
210,4,1,0.8507315503745447
211,4,1,0.8009781897149176
212,4,1,0.7265211961155574
213,4,1,0.8265308382842584
214,4,1,0.8265605861655949
215,4,1,0.7317658814076345
216,4,1,0.8495627908805006
217,4,1,0.8162213611579017
218,4,1,0.7158449292704795
219,4,1,0.7683461762144165
220,4,1,0.8381925274864022
221,4,1,0.8487809026366498
222,4,1,0.8517103408213483
223,4,1,0.7767877041036308
224,4,1,0.7237297224285256
225,4,1,0.8110219839163497
226,4,1,0.8407517716607595
227,4,1,0.8508959959253798
228,4,1,0.868014477714991
229,4,1,0.8134173302852982
230,4,1,0.7724938963554054
231,4,1,0.8509305708254649
232,4,1,0.8153509152482226
233,4,1,0.8610209794216072
234,4,1,0.8453820696690012
235,4,1,0.7912933817949694
236,4,1,0.7427931288740796
237,4,1,0.8366101284597541
238,4,1,0.7753549434294819
239,4,1,0.845203814665259
240,1,2,0.11743217804673185
241,1,2,0.1095142742485613
242,1,2,0.7891450736729424
243,1,2,0.844977464142213
244,1,2,0.8242526786837967
245,1,2,0.8216401012646856
246,1,2,0.8518814505243196
247,1,2,0.19565157192798427
248,1,2,-0.007334100960620742
249,1,2,0.7960099185103054
250,1,2,0.7241948662717551
251,1,2,0.5823445971438037
252,1,2,0.18297042779188782
253,1,2,0.27721736239066536
254,1,2,0.8214010280481916
255,1,2,0.6658930455941976
256,1,2,0.4364403452306108
257,1,2,0.3805701390412215
258,1,2,0.7767455613734617
259,1,2,0.6949021702190233
260,1,2,0.8386180900732189
261,1,2,0.753117885430332
262,1,2,0.18914930849801528
263,1,2,0.20987839428168867
264,1,2,0.49569346433162337
265,1,2,0.5183757159951488
266,1,2,-0.1283357581484019
267,1,2,0.8181555848708897
268,1,2,0.7037948982874725
269,1,2,0.4724409960743099
270,1,2,0.8055374463474957
271,1,2,0.2791233809693864
272,1,2,0.0025356075191486425
273,1,2,-0.06738874872698537
274,1,2,0.7877613817637648
275,1,2,0.669352515109085
276,1,2,0.5534457312393706
277,1,2,0.15473645355292248
278,1,2,-0.011013050946103515
279,1,2,0.29994476461893366
280,1,2,0.6248138225904756
281,1,2,0.6585277982223505
282,1,2,0.8535638530145515
283,1,2,0.4362206296816631
284,1,2,0.2643125164618411
285,1,2,0.6361267823060023
286,1,2,0.5551042536004809
287,1,2,0.27937768651035866
288,1,2,0.8246868671026775
289,1,2,0.48586296972860954
290,1,2,0.7901272908426263
291,1,2,-0.09588379204128443
292,1,2,0.6454166943132346
293,1,2,0.41388433136620667
294,1,2,0.12961055455227394
295,1,2,0.8328279834903758
296,1,2,0.6772419826768908
297,1,2,0.4864781466327081
298,1,2,0.7415485768004392
299,1,2,0.2562278344898896
300,2,2,0.8831122394041065
301,2,2,0.27554320214609573
302,2,2,0.8555244692594437
303,2,2,0.7942251552611547
304,2,2,0.87796767169386
305,2,2,0.8554167180178304
306,2,2,0.6926839544201867
307,2,2,0.5854787205182502
308,2,2,0.8812736705183203
309,2,2,0.7996174167458909
310,2,2,0.2686550135641408
311,2,2,0.7561540340744967
312,2,2,0.10051313285061979
313,2,2,0.366674836798786
314,2,2,0.8749484682344848
315,2,2,0.6505516915599061
316,2,2,0.6877489239173182
317,2,2,0.28115354027701034
318,2,2,0.35090009011933343
319,2,2,0.532203253837981
320,2,2,0.8695590769862898
321,2,2,0.7361725616755231
322,2,2,0.8259541017223568
323,2,2,0.5665721254056816
324,2,2,0.7867723517884232
325,2,2,0.525135178561649
326,2,2,0.3560132475656445
327,2,2,0.8017105525741404
328,2,2,0.8504435732392134
329,2,2,0.3230475354298022
330,2,2,0.44990639655417086
331,2,2,0.8460994079218525
332,2,2,0.2291376400753283
333,2,2,0.7997914780833953
334,2,2,0.8561966899487364
335,2,2,0.010372351600754469
336,2,2,0.5235395495827878
337,2,2,0.2984860117123268
338,2,2,0.8422919008776999
339,2,2,0.7952110934620309
340,2,2,0.7281263212381498
341,2,2,-0.10579285013548048
342,2,2,0.3535236853385709
343,2,2,0.8876704586846794
344,2,2,0.4340649769388287
345,2,2,0.8378471683429419
346,2,2,0.6525120652246436
347,2,2,0.5970923622255737
348,2,2,0.8003922027177672
349,2,2,0.7863693422365643
350,2,2,0.7194508871417824
351,2,2,0.709843112503068
352,2,2,0.2449084157108015
353,2,2,0.7617509716382329
354,2,2,0.4688885345481257
355,2,2,0.018046062232306478
356,2,2,0.6512853318856612
357,2,2,0.8574369603010126
358,2,2,0.3637172180820698
359,2,2,0.8140842573863415
360,3,2,0.8674241313914273
361,3,2,0.32958192926881075
362,3,2,0.8429058959862638
363,3,2,0.8651476158054471
364,3,2,0.857658686114436
365,3,2,0.8548978444785076
366,3,2,0.8047663528686968
367,3,2,0.8467521708995104
368,3,2,0.6757693895934475
369,3,2,0.8043571316259033
370,3,2,0.8205999258901936
371,3,2,0.8020802626556255
372,3,2,0.6692201018544881
373,3,2,0.8607602764486132
374,3,2,0.6790857630739341
375,3,2,0.8757821609427405
376,3,2,0.7486962438355731
377,3,2,0.81023190892043
378,3,2,0.851706410533831
379,3,2,0.804558065424314
380,3,2,0.7958840902400107
381,3,2,0.3583683408425421
382,3,2,0.8396962917486274
383,3,2,0.8732337032036616
384,3,2,0.8265211688677309
385,3,2,0.8392657040762274
386,3,2,0.8309089137840808
387,3,2,0.6568362556963443
388,3,2,0.7133743504226268
389,3,2,0.8087154530730366
390,3,2,0.8721502621519485
391,3,2,0.8205791308585568
392,3,2,0.7748965188459582
393,3,2,0.5549954984058629
394,3,2,0.8581086717053207
395,3,2,0.8628889092624155
396,3,2,0.8811248040852673
397,3,2,0.7799839627487134
398,3,2,0.7727728923351032
399,3,2,0.8779146017817239
400,3,2,0.6968974400161555
401,3,2,0.8810744582558794
402,3,2,0.8855900910121766
403,3,2,0.850758196730057
404,3,2,0.2970661954099555
405,3,2,0.8377041245159429
406,3,2,0.8767521596237942
407,3,2,0.8788439663253937
408,3,2,0.876033069981787
409,3,2,0.820577832687048
410,3,2,0.35926590264473945
411,3,2,0.8528989874032844
412,3,2,0.8631279610540262
413,3,2,0.862875306709862
414,3,2,0.7949930187856574
415,3,2,0.8335390569886098
416,3,2,0.23463593352524115
417,3,2,0.8334477021484258
418,3,2,0.8376727469631987
419,3,2,0.7761296274868211
420,4,2,0.8699520304330046
421,4,2,0.7990546656386774
422,4,2,0.6574432237803244
423,4,2,0.8467853383847459
424,4,2,0.8678408733888434
425,4,2,0.8597192491143102
426,4,2,0.862511056275348
427,4,2,0.8396454621376652
428,4,2,0.8619014238232249
429,4,2,0.7614695650036508
430,4,2,0.8766423902333446
431,4,2,0.8693668016082676
432,4,2,0.6690938547769999
433,4,2,0.7374765936172935
434,4,2,0.8932455556824435
435,4,2,0.865940403250859
436,4,2,0.6952825927661763
437,4,2,0.6706013562368548
438,4,2,0.8741915199887403
439,4,2,0.7761482644293675
440,4,2,0.3575148418975532
441,4,2,0.8661735206698206
442,4,2,0.8652006250572207
443,4,2,0.7601910024769929
444,4,2,0.806274959839367
445,4,2,0.8853047424275876
446,4,2,0.7420818489530899
447,4,2,0.7543721431609501
448,4,2,0.8301530456787467
449,4,2,0.6214975935168846
450,4,2,0.8790038716155166
451,4,2,0.8474298097250939
452,4,2,0.7682196798050811
453,4,2,0.5728681856586426
454,4,2,0.7872657865922499
455,4,2,0.8576493414484256
456,4,2,0.8960586693787924
457,4,2,0.7248251878036831
458,4,2,0.7803611172305112
459,4,2,0.8941670938916072
460,4,2,0.712526718355091
461,4,2,0.875095279735757
462,4,2,0.8898283841656908
463,4,2,0.866482885988988
464,4,2,0.3015644259384671
465,4,2,0.8729307113089443
466,4,2,0.8771006893200654
467,4,2,0.8506406312309106
468,4,2,0.8711777373855546
469,4,2,0.3511930589978232
470,4,2,0.8076910991952562
471,4,2,0.8715893768775668
472,4,2,0.8690413012025558
473,4,2,0.8663685846555851
474,4,2,0.851072976063438
475,4,2,0.7547393295112396
476,4,2,0.8211035991883218
477,4,2,0.826767674078372
478,4,2,0.8116336320512044
479,4,2,0.677509303672358
480,1,3,0.47248085239332155
481,1,3,0.5430196871059706
482,1,3,0.44592790496606227
483,1,3,0.49260136692698914
484,1,3,0.5568743189928346
485,1,3,0.5719781042422946
486,1,3,0.4562128030735523
487,1,3,0.6645070951277972
488,1,3,0.5866537552724641
489,1,3,0.5909288050246798
490,1,3,0.6525906447217457
491,1,3,0.6487312374128651
492,1,3,0.7521621219289608
493,1,3,0.6347023718664077
494,1,3,0.6989954629979007
495,1,3,0.6075301448829298
496,1,3,0.6327445739842272
497,1,3,0.7334422935474864
498,1,3,0.6310386469164155
499,1,3,0.6727423939966766
500,1,3,0.5892448716222546
501,1,3,0.597687696184584
502,1,3,0.8030920646470623
503,1,3,0.74360704979172
504,1,3,0.48884682627847414
505,1,3,0.48000936328716814
506,1,3,0.7718099423188686
507,1,3,0.5900709780575212
508,1,3,0.5532976650396296
509,1,3,0.6020875956103673
510,1,3,0.7007363788771843
511,1,3,0.510779897023551
512,1,3,0.763300629425518
513,1,3,0.5608533639857276
514,1,3,0.22342606679613783
515,1,3,0.5622935441251294
516,1,3,0.5196193030341721
517,1,3,0.5905711749800788
518,1,3,0.5917629538496918
519,1,3,0.6570627435834259
520,1,3,0.5103621383118271
521,1,3,0.6821216003856307
522,1,3,0.6671026247198473
523,1,3,0.5936677445587623
524,1,3,0.6689188438453993
525,1,3,0.5339601410796689
526,1,3,0.6908396107552052
527,1,3,0.5207962744714936
528,1,3,0.6660844054254396
529,1,3,0.8086741861071909
530,1,3,0.23811438165223273
531,1,3,0.5488024988698815
532,1,3,0.5149939786884408
533,1,3,0.5248954276027971
534,1,3,0.47164267803693294
535,1,3,0.6192562332507667
536,1,3,0.6599176227203913
537,1,3,0.7932374503278409
538,1,3,0.5478619667678791
539,1,3,0.2831694729423414
540,2,3,0.8193978935998829
541,2,3,0.7769655942719627
542,2,3,0.7406542927549089
543,2,3,0.7500002957854731
544,2,3,0.8241744415951751
545,2,3,0.7923959661594229
546,2,3,0.7826314780761563
547,2,3,0.8038046523929596
548,2,3,0.7491655828298034
549,2,3,0.7914260010090061
550,2,3,0.7801022268255868
551,2,3,0.7354491697743211
552,2,3,0.7354770480916748
553,2,3,0.7185860915842988
554,2,3,0.7302518252869892
555,2,3,0.7616908968143251
556,2,3,0.6153984235556182
557,2,3,0.7774885268063385
558,2,3,0.8006943381201747
559,2,3,0.7651762211981036
560,2,3,0.8248202823381127
561,2,3,0.6489475510272897
562,2,3,0.7759238804341821
563,2,3,0.7205259150282531
564,2,3,0.8162124302239242
565,2,3,0.7607671533871198
566,2,3,0.7354266774587067
567,2,3,0.7629840751138477
568,2,3,0.7657316698579335
569,2,3,0.589238478513299
570,2,3,0.8335323209315376
571,2,3,0.7961827197126875
572,2,3,0.7576029507835209
573,2,3,0.7646990600689086
574,2,3,0.8399299982806002
575,2,3,0.7131860880153457
576,2,3,0.8283068300798984
577,2,3,0.8209750604589878
578,2,3,0.7257542054376727
579,2,3,0.746033270264092
580,2,3,0.7454539024705104
581,2,3,0.4097410574497839
582,2,3,0.838461273893902
583,2,3,0.7319320171922797
584,2,3,0.8278180880553928
585,2,3,0.7754039337864199
586,2,3,0.8248321902372284
587,2,3,0.7375520294265434
588,2,3,0.8637190515603146
589,2,3,0.7966085779502885
590,2,3,0.8586056590448381
591,2,3,0.7650149261667499
592,2,3,0.8566778048375322
593,2,3,0.802868010540187
594,2,3,0.8544738370037048
595,2,3,0.7744990726822742
596,2,3,0.8091536521373291
597,2,3,0.8484161580845498
598,2,3,0.81731534542351
599,2,3,0.8009168953084338
600,3,3,0.7816293963273634
601,3,3,0.7703947267625811
602,3,3,0.7375306042655028
603,3,3,0.7982237206671617
604,3,3,0.7465540489603695
605,3,3,0.7630412474600613
606,3,3,0.8301654398049781
607,3,3,0.7303751673457388
608,3,3,0.7616706487085567
609,3,3,0.7601029432519927
610,3,3,0.7477647273840027
611,3,3,0.8018385766737066
612,3,3,0.7250814367146318
613,3,3,0.7381524212872955
614,3,3,0.7323312475600494
615,3,3,0.7639594771962338
616,3,3,0.7804712876967212
617,3,3,0.7271178614559776
618,3,3,0.8500937553414345
619,3,3,0.7662433188279654
620,3,3,0.7650347493285211
621,3,3,0.8078011291689119
622,3,3,0.7496961738147807
623,3,3,0.6489475510272897
624,3,3,0.8059727377443466
625,3,3,0.7601998301898867
626,3,3,0.7205076378724526
627,3,3,0.7386390863114387
628,3,3,0.675210313116604
629,3,3,0.8143546313554458
630,3,3,0.854596543368012
631,3,3,0.8025101228180628
632,3,3,0.7644795146555976
633,3,3,0.8464554219598721
634,3,3,0.7983466309446461
635,3,3,0.7031117738844134
636,3,3,0.8336725383228571
637,3,3,0.7990198028801336
638,3,3,0.7436073820268357
639,3,3,0.8250517371271895
640,3,3,0.8075400790879765
641,3,3,0.7510114329619199
642,3,3,0.7988493897196305
643,3,3,0.7319320171922797
644,3,3,0.7868908269829213
645,3,3,0.819659717715903
646,3,3,0.7590431034938119
647,3,3,0.7864738507649792
648,3,3,0.8537499973704236
649,3,3,0.7880497944635754
650,3,3,0.8546428385865773
651,3,3,0.8402514027574248
652,3,3,0.8145202622721417
653,3,3,0.7570116028377768
654,3,3,0.8440344817443808
655,3,3,0.7958188402191168
656,3,3,0.8191375973559337
657,3,3,0.7734125128598339
658,3,3,0.8037162339226905
659,3,3,0.8340423549403554
660,4,3,0.7665192114555788
661,4,3,0.7919794004503794
662,4,3,0.7282575574329193
663,4,3,0.7341946041513926
664,4,3,0.7794765708309513
665,4,3,0.724880430220453
666,4,3,0.8301654398049781
667,4,3,0.7303751673457388
668,4,3,0.7616706487085567
669,4,3,0.7601029432519927
670,4,3,0.7477647273840027
671,4,3,0.8018385766737066
672,4,3,0.7250814367146318
673,4,3,0.7403489854649233
674,4,3,0.7323312475600494
675,4,3,0.7639594771962338
676,4,3,0.7804712876967212
677,4,3,0.726642071329157
678,4,3,0.8486071003760635
679,4,3,0.7662433188279654
680,4,3,0.7571164432530705
681,4,3,0.8078011291689119
682,4,3,0.7602363554779022
683,4,3,0.6489475510272897
684,4,3,0.7901392517698917
685,4,3,0.7018763205083294
686,4,3,0.7356682548115008
687,4,3,0.8059670642984341
688,4,3,0.784874371957917
689,4,3,0.6444220857513822
690,4,3,0.7885740314048264
691,4,3,0.8399256021843613
692,4,3,0.7611367877820807
693,4,3,0.6321191818707619
694,4,3,0.7883897705673776
695,4,3,0.7487312690797877
696,4,3,0.8346145678707171
697,4,3,0.7928878587960588
698,4,3,0.7436073820268357
699,4,3,0.8317665594005983
700,4,3,0.7476957465658844
701,4,3,0.8222611909645083
702,4,3,0.8403279770441932
703,4,3,0.7319320171922797
704,4,3,0.8362426980089053
705,4,3,0.7772084421235422
706,4,3,0.8412394208263465
707,4,3,0.7352386801312216
708,4,3,0.8562610359067786
709,4,3,0.7928963568252173
710,4,3,0.8422845309004822
711,4,3,0.8517788609855284
712,4,3,0.8289124418178153
713,4,3,0.7515999707548155
714,4,3,0.8567714762163814
715,4,3,0.803576265269605
716,4,3,0.8063978857278721
717,4,3,0.7775697129193821
718,4,3,0.7276458565568474
719,4,3,0.8342739457666756
720,1,4,0.49048910334602913
721,1,4,0.5071197006525576
722,1,4,0.6674054441200109
723,1,4,0.5806590798253566
724,1,4,0.19590575732303978
725,1,4,0.43403318326096596
726,1,4,0.7547219843897531
727,1,4,0.6244922764555733
728,1,4,0.25775431874489313
729,1,4,0.22940256481307
730,1,4,0.5674520084541735
731,1,4,0.7651061047552572
732,1,4,0.7698070006694712
733,1,4,0.6008474270455219
734,1,4,0.3651942320800231
735,1,4,0.27178681581141434
736,1,4,0.4800007793658032
737,1,4,0.6391055634062012
738,1,4,0.16996241848610433
739,1,4,0.3689270051024784
740,1,4,0.18186111812889535
741,1,4,0.717600927161957
742,1,4,0.405372184327273
743,1,4,0.7181600070954307
744,1,4,0.6704379776018138
745,1,4,0.618262907123015
746,1,4,0.30528162262237457
747,1,4,0.7262945921056534
748,1,4,0.5673476765307631
749,1,4,0.6019664967303698
750,1,4,0.4462815152139934
751,1,4,0.6350016735333128
752,1,4,0.5371592037092447
753,1,4,0.49878840238914185
754,1,4,0.5306036666378199
755,1,4,0.46711465129904317
756,1,4,0.3975762914647383
757,1,4,0.5337418329787734
758,1,4,0.6210798341895627
759,1,4,0.5872746159274932
760,1,4,0.6715508193928944
761,1,4,0.7693599304366521
762,1,4,0.37866258999954977
763,1,4,0.588165770246134
764,1,4,0.7370257971894767
765,1,4,0.7562260603728849
766,1,4,0.261682950217902
767,1,4,0.7442630659945003
768,1,4,0.7378607083437801
769,1,4,0.396319158826126
770,1,4,0.4104430088731521
771,1,4,0.5550934392609451
772,1,4,0.30229634299824687
773,1,4,0.7628295525603362
774,1,4,0.6018913531063874
775,1,4,0.5211950002763104
776,1,4,0.5895257951079528
777,1,4,0.257569126933561
778,1,4,0.45094827406447335
779,1,4,0.20165349858392667
780,2,4,0.798385305714646
781,2,4,0.6960846525901004
782,2,4,0.8512648167956461
783,2,4,0.7202771159492477
784,2,4,0.3437240338762731
785,2,4,0.3276106089167771
786,2,4,0.8422010248821827
787,2,4,0.7408498595558763
788,2,4,0.5260230655009074
789,2,4,0.8412218724919007
790,2,4,0.7641132774948547
791,2,4,0.8330035778412143
792,2,4,0.7849358617265274
793,2,4,0.6253484071396452
794,2,4,0.873192175279407
795,2,4,0.4812584721311515
796,2,4,0.49149064103449025
797,2,4,0.8051930348295704
798,2,4,0.7404301726855672
799,2,4,0.7156714237583137
800,2,4,0.5460829194123662
801,2,4,0.8136584282476808
802,2,4,0.8188798107956012
803,2,4,0.4057000246175411
804,2,4,0.7848711943007288
805,2,4,0.6741470720100924
806,2,4,0.8371071668575791
807,2,4,0.44369781579321643
808,2,4,0.7978747467072124
809,2,4,0.7984498337192586
810,2,4,0.7676365260893976
811,2,4,0.7722570255517873
812,2,4,0.42440821793148303
813,2,4,0.8256233280236954
814,2,4,0.7044559834666612
815,2,4,0.38769481418841917
816,2,4,0.712528783478195
817,2,4,0.710907459099261
818,2,4,0.8290483098360999
819,2,4,0.6458356464960917
820,2,4,0.495259104785977
821,2,4,0.5217560247633983
822,2,4,0.6667001133888243
823,2,4,0.6855741773205248
824,2,4,0.7772040774753336
825,2,4,0.6533617457162743
826,2,4,0.7187965622432124
827,2,4,0.835883800337052
828,2,4,0.7498403882961274
829,2,4,0.6806228096999642
830,2,4,0.4933280451662358
831,2,4,0.7454025570105538
832,2,4,0.7963276804312355
833,2,4,0.7709527918146644
834,2,4,0.10397233842003926
835,2,4,0.5139880530619108
836,2,4,0.6856134335078132
837,2,4,0.8370629699774954
838,2,4,0.4162572030599304
839,2,4,0.8022508578582498
840,3,4,0.792828887943435
841,3,4,0.791667017355063
842,3,4,0.7912800405164899
843,3,4,0.7918628591086514
844,3,4,0.7939694599345223
845,3,4,0.7914930988588142
846,3,4,0.8555393772509022
847,3,4,0.8426983845048358
848,3,4,0.8456900820438199
849,3,4,0.855156523084297
850,3,4,0.855524334274923
851,3,4,0.6802888780549191
852,3,4,0.8600167752870572
853,3,4,0.8685405923365545
854,3,4,0.8627114470657022
855,3,4,0.8621179966509956
856,3,4,0.8667582986256444
857,3,4,0.8321754468377662
858,3,4,0.7849251206550825
859,3,4,0.7466351444123479
860,3,4,0.8125523624301229
861,3,4,0.54808094397703
862,3,4,0.8200890728454824
863,3,4,0.7758024993072936
864,3,4,0.8609132578275469
865,3,4,0.8464350776179013
866,3,4,0.8475313774710085
867,3,4,0.8586612527904104
868,3,4,0.8588790281264135
869,3,4,0.8568265176755746
870,3,4,0.770481099142523
871,3,4,0.7503205628915492
872,3,4,0.8348475952687285
873,3,4,0.4039218545693755
874,3,4,0.6812195874148306
875,3,4,0.8187359730660924
876,3,4,0.6556083312989623
877,3,4,0.6001398489808338
878,3,4,0.8834524234677001
879,3,4,0.8332090705580689
880,3,4,0.7790938557230384
881,3,4,0.5357422482352655
882,3,4,0.6292372611547457
883,3,4,0.6083215119147882
884,3,4,0.7424617959392245
885,3,4,0.833949055072669
886,3,4,0.5419622361804438
887,3,4,0.8250594015998648
888,3,4,0.8487350259625887
889,3,4,0.8412493374263069
890,3,4,0.8259548009496183
891,3,4,0.8469469772650879
892,3,4,0.8361322658473275
893,3,4,0.8554697783904134
894,3,4,0.8873081852030071
895,3,4,0.13028102596423197
896,3,4,0.6494226381768837
897,3,4,0.8671793114667047
898,3,4,0.8742531754810976
899,3,4,0.4970851327916645
900,4,4,0.7840002492746426
901,4,4,0.7847458273679373
902,4,4,0.7784698651065711
903,4,4,0.7837736262633481
904,4,4,0.7846759689750759
905,4,4,0.7851230109064469
906,4,4,0.854729753432508
907,4,4,0.8420057899726354
908,4,4,0.6937947676117765
909,4,4,0.8450016785363886
910,4,4,0.8553762883695727
911,4,4,0.8544492984509179
912,4,4,0.870120833365095
913,4,4,0.8599868216758298
914,4,4,0.8624551443618268
915,4,4,0.8628680291992326
916,4,4,0.869158410241472
917,4,4,0.8235370916601755
918,4,4,0.769101569238447
919,4,4,0.773603826314148
920,4,4,0.8201261013514414
921,4,4,0.4067211621769865
922,4,4,0.7672709028798326
923,4,4,0.8119391310321658
924,4,4,0.8674546550173566
925,4,4,0.8495327691428323
926,4,4,0.8619888231509117
927,4,4,0.865084838384732
928,4,4,0.8647480696098068
929,4,4,0.769760101514186
930,4,4,0.8422087291452136
931,4,4,0.7495562999134138
932,4,4,0.4039218545693755
933,4,4,0.6823666730743845
934,4,4,0.8224102655113151
935,4,4,0.6618265044117657
