	3_5	3_6	4_7	cycle
321	NA	NA	0.15823201835155487	NA
322	NA	NA	0.15753883123397827	NA
323	NA	NA	0.15048140287399292	NA
324	NA	NA	0.144940584897995	NA
325	NA	NA	0.15132048726081848	NA
326	NA	NA	0.152139812707901	NA
327	NA	NA	0.1543802171945572	NA
328	NA	NA	0.1550697237253189	NA
329	NA	NA	0.17366796731948853	NA
330	NA	NA	0.18325375020503998	NA
331	NA	NA	0.18907557427883148	NA
332	NA	NA	0.19468830525875092	NA
333	NA	NA	0.20135967433452606	NA
334	NA	NA	0.19877228140830994	NA
335	NA	NA	0.25010213255882263	NA
336	NA	0.266740620136261	NA	NA
337	NA	NA	0.2572666108608246	NA
338	NA	NA	0.25629517436027527	NA
339	NA	NA	0.2537711262702942	NA
340	NA	NA	0.25657156109809875	NA
341	NA	NA	0.25314658880233765	NA
342	NA	NA	0.24704551696777344	NA
343	NA	NA	0.2525727152824402	NA
344	NA	NA	0.26133349537849426	NA
345	NA	NA	0.2726909816265106	NA
346	NA	NA	0.2769568860530853	NA
347	NA	NA	0.32045209407806396	NA
348	NA	NA	0.3237192630767822	NA
349	NA	NA	0.31526580452919006	NA
350	NA	NA	0.31100088357925415	NA
351	NA	NA	0.3082160949707031	NA
352	NA	NA	0.3121194541454315	NA
353	NA	NA	0.3244861960411072	NA
354	NA	NA	0.33171552419662476	NA
355	NA	NA	0.34368377923965454	NA
356	NA	NA	0.3493950068950653	NA
357	NA	NA	0.34774497151374817	NA
358	NA	NA	0.3430812358856201	NA
359	NA	NA	0.34115439653396606	NA
360	NA	NA	0.3370870351791382	NA
361	NA	NA	0.33707568049430847	NA
362	NA	NA	0.3357754647731781	NA
363	NA	NA	0.33549416065216064	NA
364	NA	NA	0.3342379033565521	NA
365	NA	NA	0.3339039385318756	NA
366	NA	NA	0.3366992175579071	NA
367	NA	NA	0.3429468274116516	NA
368	NA	NA	0.3464682698249817	NA
369	NA	NA	0.3508021831512451	NA
370	NA	NA	0.3572850823402405	NA
371	NA	NA	0.3609458804130554	NA
372	NA	0.400613397359848	NA	NA
373	NA	0.4079127311706543	NA	NA
374	NA	0.4115009307861328	NA	NA
375	NA	0.4136631190776825	NA	NA
376	NA	0.4170404076576233	NA	NA
377	NA	0.4294760525226593	NA	NA
378	NA	0.43305498361587524	NA	NA
379	NA	0.4331788718700409	NA	NA
380	NA	0.4431459307670593	NA	NA
381	NA	0.4415840208530426	NA	NA
382	NA	0.42263728380203247	NA	NA
383	NA	0.4224016070365906	NA	NA
384	NA	0.42926329374313354	NA	NA
385	NA	0.4331687092781067	NA	NA
386	NA	0.43734103441238403	NA	NA
387	NA	0.431267648935318	NA	NA
388	NA	0.43366411328315735	NA	NA
389	NA	0.447851300239563	NA	NA
390	NA	0.4391896724700928	NA	NA
391	NA	0.44159039855003357	NA	NA
392	NA	0.43474093079566956	NA	NA
393	NA	0.42800697684288025	NA	NA
394	NA	0.44528263807296753	NA	NA
395	NA	0.48229026794433594	NA	NA
396	NA	0.5217684507369995	NA	NA
397	NA	0.5391688346862793	NA	NA
398	NA	0.5618636608123779	NA	NA
399	NA	0.5798932909965515	NA	NA
400	NA	0.5778555870056152	NA	NA
401	NA	0.5791552066802979	NA	NA
402	NA	0.5778630375862122	NA	NA
403	NA	0.5730839967727661	NA	NA
404	NA	0.5734209418296814	NA	NA
405	NA	0.5703722834587097	NA	NA
406	NA	0.5706275701522827	NA	NA
407	NA	0.5844388008117676	NA	NA
408	NA	0.5850838422775269	NA	NA
409	NA	0.5926727652549744	NA	NA
410	NA	0.5882773399353027	NA	NA
411	NA	0.5867748856544495	NA	NA
412	NA	0.595817506313324	NA	NA
413	NA	0.6718717217445374	NA	NA
414	NA	0.686489999294281	NA	NA
415	NA	0.7088399529457092	NA	NA
416	NA	0.7546935677528381	NA	NA
417	NA	0.7593526840209961	NA	NA
418	0.7980488538742065	NA	NA	NA
419	0.8047795295715332	NA	NA	NA
420	0.8094455599784851	NA	NA	NA
421	0.8039298057556152	NA	NA	NA
422	0.8026151061058044	NA	NA	NA
423	0.7971479892730713	NA	NA	NA
424	0.7948806285858154	NA	NA	NA
425	NA	0.7888885140419006	NA	NA
426	NA	0.7869234681129456	NA	NA
427	NA	0.7894963622093201	NA	NA
428	NA	0.789181649684906	NA	NA
429	NA	0.7803722620010376	NA	NA
430	NA	0.7875767946243286	NA	NA
431	NA	0.7866050601005554	NA	NA
432	NA	0.7833327054977417	NA	NA
433	NA	0.7874456644058228	NA	NA
434	NA	0.7945544719696045	NA	NA
435	NA	0.7936191558837891	NA	NA
436	NA	NA	0.33430933952331543	NA
437	NA	NA	0.3339378237724304	NA
438	NA	NA	0.3330684304237366	NA
439	NA	NA	0.33285194635391235	NA
440	NA	NA	0.3304220139980316	NA
441	NA	NA	0.33679890632629395	NA
442	NA	NA	0.3375832140445709	NA
443	NA	NA	0.3340901732444763	NA
444	NA	NA	0.3354490101337433	NA
445	NA	NA	0.33541926741600037	NA
446	NA	NA	0.3350481390953064	NA
447	NA	NA	0.3336781859397888	NA
448	NA	NA	0.3394069969654083	NA
449	NA	NA	0.3411371409893036	NA
450	NA	NA	0.34168606996536255	NA
451	NA	NA	0.3414137363433838	NA
452	NA	NA	0.34152334928512573	NA
453	NA	NA	0.34079450368881226	NA
454	NA	NA	0.33889085054397583	NA
455	NA	NA	0.33865049481391907	NA
456	NA	NA	0.3377188444137573	NA
457	NA	NA	0.3376609683036804	NA
458	NA	NA	0.3384783864021301	NA
459	NA	NA	0.33843371272087097	NA
460	NA	NA	0.3345412313938141	NA
461	NA	NA	0.335549920797348	NA
462	NA	NA	0.3362151086330414	NA
463	NA	NA	0.3398042917251587	NA
464	NA	NA	0.3402214050292969	NA
465	NA	NA	0.33887526392936707	NA
466	NA	NA	0.33904582262039185	NA
467	NA	NA	0.33964914083480835	NA
468	NA	NA	0.3419835865497589	NA
469	NA	NA	0.3426394760608673	NA
470	NA	NA	0.34240126609802246	NA
471	NA	NA	0.3437565863132477	NA
472	NA	NA	0.33956772089004517	NA
473	NA	NA	0.3419130742549896	NA
474	NA	NA	0.3429560959339142	NA
475	NA	NA	0.3519172966480255	NA
476	NA	NA	0.3666488826274872	NA
477	NA	NA	0.3836360275745392	NA
478	NA	NA	0.3936937749385834	NA
479	NA	NA	0.3963364362716675	NA
480	NA	NA	0.39592525362968445	NA
481	NA	NA	0.39234596490859985	NA
482	NA	NA	0.3910551071166992	NA
483	NA	NA	0.3920588493347168	NA
484	NA	NA	0.38913199305534363	NA
485	NA	NA	0.38439232110977173	NA
486	NA	NA	0.38472604751586914	NA
487	NA	NA	0.3884222209453583	NA
488	NA	NA	0.3895147144794464	NA
489	NA	NA	0.39064159989356995	NA
490	NA	NA	0.3964681625366211	NA
491	NA	NA	0.40008974075317383	NA
492	NA	NA	0.40592843294143677	NA
493	NA	NA	0.40681734681129456	NA
494	NA	NA	0.40813687443733215	NA
495	NA	NA	0.4138452708721161	NA
496	NA	NA	0.4134959876537323	NA
497	NA	NA	0.4134935140609741	NA
498	NA	0.7920821309089661	NA	NA
499	NA	0.8048754334449768	NA	NA
500	NA	0.7992056012153625	NA	NA
501	NA	0.8233023881912231	NA	NA
502	0.8275074362754822	NA	NA	NA
503	0.832804799079895	NA	NA	NA
504	0.8696366548538208	NA	NA	NA
505	0.8719409704208374	NA	NA	NA
506	0.875065803527832	NA	NA	NA
507	0.8650804758071899	NA	NA	NA
508	0.863615095615387	NA	NA	NA
509	0.8612087368965149	NA	NA	NA
510	0.8501126766204834	NA	NA	NA
511	0.8559110760688782	NA	NA	NA
512	0.8455835580825806	NA	NA	NA
513	0.8537946343421936	NA	NA	NA
514	0.8495753407478333	NA	NA	NA
515	0.8487740755081177	NA	NA	NA
516	0.84941166639328	NA	NA	NA
517	0.8469698429107666	NA	NA	NA
518	0.8389406204223633	NA	NA	NA
519	0.8460288643836975	NA	NA	NA
520	0.8448552489280701	NA	NA	NA
521	0.8435825109481812	NA	NA	NA
522	0.8576683402061462	NA	NA	NA
523	0.8560426235198975	NA	NA	NA
524	0.8831998705863953	NA	NA	NA
525	0.8908218741416931	NA	NA	NA
526	0.892662525177002	NA	NA	NA
527	0.8903453350067139	NA	NA	NA
528	0.8920272588729858	NA	NA	NA
529	0.8922162652015686	NA	NA	NA
530	0.9196398258209229	NA	NA	NA
531	0.9310183525085449	NA	NA	NA
532	0.9393735527992249	NA	NA	NA
533	0.9402123689651489	NA	NA	NA
534	0.9350041151046753	NA	NA	NA
535	0.9317305088043213	NA	NA	NA
536	0.9305015206336975	NA	NA	NA
537	0.9324955344200134	NA	NA	NA
538	0.9349667429924011	NA	NA	NA
539	0.9384885430335999	NA	NA	NA
540	0.9355707764625549	NA	NA	NA
541	0.9359748363494873	NA	NA	NA
542	0.9322723150253296	NA	NA	NA
543	0.9306443333625793	NA	NA	NA
544	0.9325798153877258	NA	NA	NA
545	0.9318519830703735	NA	NA	NA
546	0.933418333530426	NA	NA	NA
547	0.9386914372444153	NA	NA	NA
548	0.9370630383491516	NA	NA	NA
549	0.9340660572052002	NA	NA	NA
550	0.9594102501869202	NA	NA	NA
551	0.9697585701942444	NA	NA	NA
552	0.9689328074455261	NA	NA	NA
553	0.9760125279426575	NA	NA	NA
554	0.9823040962219238	NA	NA	NA
555	1.0	NA	NA	NA
556	0.9976189732551575	NA	NA	NA
557	0.9940558671951294	NA	NA	NA
558	0.9969872832298279	NA	NA	NA
559	0.9946404099464417	NA	NA	NA
560	0.9923635125160217	NA	NA	NA
561	0.9932729601860046	NA	NA	NA
562	0.9749999642372131	NA	NA	NA
563	0.9744781255722046	NA	NA	NA
564	0.9615759253501892	NA	NA	NA
565	0.9649284482002258	NA	NA	NA
566	0.9584000706672668	NA	NA	NA
567	0.9599369168281555	NA	NA	NA
568	0.9580566883087158	NA	NA	NA
569	0.9631769061088562	NA	NA	NA
570	0.963979184627533	NA	NA	NA
571	0.9616972804069519	NA	NA	NA
572	0.9646320939064026	NA	NA	NA
573	0.9705097079277039	NA	NA	NA
574	0.9679975509643555	NA	NA	NA
575	0.9773370027542114	NA	NA	NA
576	0.9743133783340454	NA	NA	NA
577	0.9662256240844727	NA	NA	NA
578	0.9639720320701599	NA	NA	NA
579	0.9684143662452698	NA	NA	NA
580	0.9669736623764038	NA	NA	NA
581	0.9672019481658936	NA	NA	NA
582	0.9648932814598083	NA	NA	NA
583	0.9641503095626831	NA	NA	NA
584	NA	0.7975607514381409	NA	NA
585	NA	0.7965977191925049	NA	NA
586	NA	0.8027109503746033	NA	NA
587	NA	0.7990128397941589	NA	NA
588	NA	0.8018900156021118	NA	NA
589	NA	0.8058986663818359	NA	NA
590	NA	0.8086329698562622	NA	NA
591	NA	0.8104516863822937	NA	NA
592	NA	0.8257077932357788	NA	NA
593	NA	0.8275488018989563	NA	NA
594	NA	0.8496800065040588	NA	NA
595	NA	0.8583410382270813	NA	NA
596	NA	0.8680354356765747	NA	NA
597	NA	0.8749274611473083	NA	NA
598	NA	0.8789110779762268	NA	NA
599	NA	0.884693443775177	NA	NA
600	NA	0.88789963722229	NA	NA
601	0.8888217806816101	NA	NA	NA
602	0.887826144695282	NA	NA	NA
603	0.8879154324531555	NA	NA	NA
604	0.8777953386306763	NA	NA	NA
605	0.8755478262901306	NA	NA	NA
606	NA	0.8694831132888794	NA	NA
607	NA	0.8667640686035156	NA	NA
608	NA	0.8686620593070984	NA	NA
609	NA	0.8663290143013	NA	NA
610	NA	0.8549827933311462	NA	NA
611	NA	0.8593076467514038	NA	NA
612	NA	0.8596073985099792	NA	NA
613	NA	0.8499886393547058	NA	NA
614	NA	0.849070131778717	NA	NA
615	NA	0.8428568840026855	NA	NA
616	NA	0.8611994981765747	NA	NA
617	NA	0.873028039932251	NA	NA
618	NA	0.8737002015113831	NA	NA
619	NA	0.8861925601959229	NA	NA
620	NA	0.8884248733520508	NA	NA
621	NA	0.892352819442749	NA	NA
622	NA	0.8962498903274536	NA	NA
623	NA	0.8963070511817932	NA	NA
624	NA	0.8922904133796692	NA	NA
625	NA	0.8934642672538757	NA	NA
626	NA	0.8846664428710938	NA	NA
627	NA	0.8810975551605225	NA	NA
628	NA	0.8811503648757935	NA	NA
629	NA	0.8795719146728516	NA	NA
630	NA	0.8755620718002319	NA	NA
631	NA	0.8804959058761597	NA	NA
632	NA	0.8739539384841919	NA	NA
633	NA	0.8707737326622009	NA	NA
634	NA	0.8700847029685974	NA	NA
635	NA	0.8677175641059875	NA	NA
636	NA	0.8666391372680664	NA	NA
637	NA	0.8672672510147095	NA	NA
638	NA	0.869666337966919	NA	NA
639	NA	0.8795055150985718	NA	NA
640	NA	0.8819816708564758	NA	NA
641	NA	0.8774945735931396	NA	NA
642	NA	0.8830693364143372	NA	NA
643	NA	0.88435959815979	NA	NA
644	NA	0.902434766292572	NA	NA
645	NA	0.9015145897865295	NA	NA
646	NA	0.9117192625999451	NA	NA
647	NA	0.9094749689102173	NA	NA
648	NA	0.9107678532600403	NA	NA
649	NA	0.9098285436630249	NA	NA
650	NA	0.9027963280677795	NA	NA
651	NA	0.901337742805481	NA	NA
652	NA	0.8953601121902466	NA	NA
653	NA	0.8894931077957153	NA	NA
654	NA	0.8858439922332764	NA	NA
655	NA	0.8830588459968567	NA	NA
656	NA	0.879964292049408	NA	NA
657	NA	NA	0.4122471213340759	NA
658	NA	NA	0.41012993454933167	NA
659	NA	NA	0.4091913402080536	NA
660	NA	NA	0.41425302624702454	NA
661	NA	NA	0.4165233373641968	NA
662	NA	NA	0.41946136951446533	NA
663	NA	NA	0.4243691861629486	NA
664	NA	NA	0.4256907105445862	NA
665	NA	NA	0.4295806586742401	NA
666	NA	NA	0.4307060241699219	NA
667	NA	NA	0.4315790832042694	NA
668	NA	NA	0.4281861484050751	NA
669	NA	NA	0.42551106214523315	NA
670	NA	NA	0.4227100610733032	NA
671	NA	NA	0.4222879409790039	NA
672	NA	NA	0.4224226474761963	NA
673	NA	NA	0.42163076996803284	NA
674	NA	NA	0.42302149534225464	NA
675	NA	NA	0.4233705401420593	NA
676	NA	NA	0.42622891068458557	NA
677	NA	NA	0.4264824688434601	NA
678	NA	NA	0.4224121570587158	NA
679	NA	NA	0.42193183302879333	NA
680	NA	NA	0.42514050006866455	NA
681	NA	NA	0.42458444833755493	NA
682	NA	NA	0.4239891469478607	NA
683	NA	NA	0.42408767342567444	NA
684	NA	NA	0.423652321100235	NA
685	NA	NA	0.42658132314682007	NA
686	NA	NA	0.4256868362426758	NA
687	NA	NA	0.431067556142807	NA
688	NA	NA	0.43519675731658936	NA
689	NA	NA	0.4359203577041626	NA
690	NA	NA	0.4359384775161743	NA
691	NA	NA	0.4352577030658722	NA
692	NA	NA	0.43413737416267395	NA
693	NA	NA	0.43756669759750366	NA
694	NA	NA	0.43674060702323914	NA
695	NA	NA	0.4374193251132965	NA
696	NA	NA	0.4400749206542969	NA
697	NA	NA	0.439375102519989	NA
698	NA	NA	0.4385952651500702	NA
699	NA	NA	0.4417238235473633	NA
700	NA	NA	0.4418664276599884	NA
701	NA	NA	0.4375769793987274	NA
702	NA	NA	0.43693292140960693	NA
703	NA	NA	0.43610435724258423	NA
704	NA	NA	0.4349968433380127	NA
705	NA	NA	0.43706002831459045	NA
706	NA	NA	0.4362322688102722	NA
707	NA	NA	0.4392199218273163	NA
708	NA	NA	0.4387139081954956	NA
709	NA	NA	0.4399094879627228	NA
