	4_8	3_6	cycle
203	NA	NA	0.05451154336333275
204	NA	NA	0.05432594567537308
205	NA	NA	0.04883204773068428
206	NA	NA	0.047662921249866486
207	NA	NA	0.05078999325633049
208	NA	NA	0.07010172307491302
209	NA	NA	0.07090587168931961
210	NA	NA	0.07028422504663467
211	NA	NA	0.07027899473905563
212	NA	NA	0.07151328772306442
213	NA	NA	0.07300803065299988
214	NA	NA	0.07346557825803757
215	NA	NA	0.07651710510253906
216	NA	NA	0.07505134493112564
217	NA	NA	0.07545574754476547
218	NA	NA	0.07848820090293884
219	NA	NA	0.0792921930551529
220	NA	NA	0.08693675696849823
221	NA	NA	0.09266290813684464
222	NA	NA	0.09023462980985641
223	NA	NA	0.08807503432035446
224	NA	NA	0.09808403253555298
225	NA	NA	0.09877628087997437
226	NA	NA	0.1000032052397728
227	NA	NA	0.12632809579372406
228	NA	NA	0.12707114219665527
229	NA	NA	0.1251881867647171
230	NA	NA	0.12795986235141754
231	NA	NA	0.1280473917722702
232	NA	NA	0.1317707896232605
233	NA	NA	0.1438107192516327
234	NA	NA	0.14900262653827667
235	NA	NA	0.14989343285560608
236	NA	NA	0.13231897354125977
237	NA	NA	0.12603364884853363
238	NA	NA	0.14068743586540222
239	NA	NA	0.14335647225379944
240	NA	NA	0.1522085815668106
241	NA	NA	0.15698088705539703
242	NA	NA	0.16260375082492828
243	NA	NA	0.15629397332668304
244	NA	NA	0.14494772255420685
245	NA	NA	0.1438083052635193
246	NA	NA	0.14517584443092346
247	NA	NA	0.14588001370429993
248	NA	NA	0.14520424604415894
249	NA	NA	0.14305248856544495
250	NA	NA	0.14212176203727722
251	NA	NA	0.14450708031654358
252	NA	NA	0.14865462481975555
253	NA	NA	0.155405655503273
254	NA	NA	0.1620739847421646
255	NA	NA	0.16715236008167267
256	NA	NA	0.17078305780887604
257	NA	NA	0.1736796647310257
258	NA	NA	0.1759122610092163
259	NA	NA	0.22134289145469666
260	NA	0.2316020280122757	NA
261	NA	0.24030041694641113	NA
262	NA	NA	0.2324669510126114
263	NA	NA	0.23716309666633606
264	NA	NA	0.23044031858444214
265	NA	NA	0.23427936434745789
266	NA	NA	0.2276795655488968
267	NA	NA	0.22864846885204315
268	NA	NA	0.21070115268230438
269	NA	NA	0.20611053705215454
270	NA	NA	0.20347744226455688
271	NA	NA	0.20741526782512665
272	NA	NA	0.2008972018957138
273	NA	NA	0.2030773162841797
274	NA	NA	0.1937539428472519
275	NA	NA	0.2214578539133072
276	NA	NA	0.2383546382188797
277	NA	NA	0.25560805201530457
278	NA	NA	0.25669020414352417
279	NA	NA	0.26936089992523193
280	NA	NA	0.25463205575942993
281	NA	NA	0.24959060549736023
282	NA	NA	0.24439337849617004
283	NA	NA	0.24045279622077942
284	NA	NA	0.24703282117843628
285	NA	NA	0.2622249126434326
286	NA	NA	0.2705702781677246
287	NA	NA	0.280258446931839
288	NA	NA	0.27394458651542664
289	NA	NA	0.27042993903160095
290	NA	NA	0.2694489657878876
291	NA	NA	0.27045249938964844
292	NA	NA	0.2698841094970703
293	NA	NA	0.27487045526504517
294	NA	NA	0.27652233839035034
295	NA	NA	0.26897692680358887
296	NA	NA	0.27095040678977966
297	NA	NA	0.2630082666873932
298	NA	NA	0.25856325030326843
299	NA	NA	0.25395479798316956
300	NA	0.5801535844802856	NA
301	NA	NA	0.31288275122642517
302	NA	NA	0.2757532596588135
303	NA	NA	0.2694041430950165
304	NA	NA	0.2574194371700287
305	NA	NA	0.24140076339244843
306	NA	NA	0.24386125802993774
307	NA	NA	0.24294732511043549
308	NA	NA	0.24526572227478027
309	NA	NA	0.24408382177352905
310	NA	NA	0.23949424922466278
311	NA	NA	0.23821140825748444
312	NA	0.3947170078754425	NA
313	NA	0.40172675251960754	NA
314	NA	0.3984643816947937	NA
315	NA	0.40061289072036743	NA
316	NA	0.3992915451526642	NA
317	NA	0.41728049516677856	NA
318	NA	0.4199885427951813	NA
319	NA	0.43086084723472595	NA
320	NA	0.4253230392932892	NA
321	NA	0.4471852779388428	NA
322	NA	0.45384278893470764	NA
323	NA	0.45093634724617004	NA
324	NA	0.43971753120422363	NA
325	NA	0.4452154338359833	NA
326	NA	0.44017845392227173	NA
327	NA	0.4456474781036377	NA
328	NA	0.43723297119140625	NA
329	NA	0.4425963759422302	NA
330	NA	0.46505361795425415	NA
331	NA	0.4824172258377075	NA
332	NA	0.49366554617881775	NA
333	NA	0.5074540376663208	NA
334	NA	0.517416775226593	NA
335	NA	0.5218372941017151	NA
336	NA	0.5198433995246887	NA
337	NA	0.5068418383598328	NA
338	NA	0.511379063129425	NA
339	NA	0.5029116272926331	NA
340	NA	0.5113717317581177	NA
341	NA	0.5423439145088196	NA
342	NA	0.5540936589241028	NA
343	NA	0.5512540936470032	NA
344	NA	0.561163604259491	NA
345	NA	0.5652974247932434	NA
346	NA	0.5700527429580688	NA
347	NA	0.5759634971618652	NA
348	NA	0.5795513391494751	NA
349	NA	0.580466628074646	NA
350	NA	0.584922730922699	NA
351	NA	0.5760947465896606	NA
352	NA	0.5744014978408813	NA
353	NA	0.5870921611785889	NA
354	NA	0.5898965001106262	NA
355	NA	0.5957174301147461	NA
356	NA	0.5993419885635376	NA
357	NA	0.5993160605430603	NA
358	NA	0.5985191464424133	NA
359	NA	0.5988079905509949	NA
360	NA	0.6060224771499634	NA
361	NA	0.6061365008354187	NA
362	NA	0.6088078022003174	NA
363	NA	0.6114601492881775	NA
364	NA	0.6146090030670166	NA
365	NA	0.6148028373718262	NA
366	NA	0.6127846837043762	NA
367	NA	0.6163974404335022	NA
368	NA	0.6312423944473267	NA
369	NA	0.6497536301612854	NA
370	NA	0.6532272100448608	NA
371	NA	0.5726718306541443	NA
372	NA	0.5795032978057861	NA
373	NA	0.5845215320587158	NA
374	NA	0.5947899222373962	NA
375	NA	0.5923351645469666	NA
376	NA	0.5939664244651794	NA
377	NA	0.614436686038971	NA
378	NA	0.6276286840438843	NA
379	NA	0.6303638815879822	NA
380	NA	0.6421571373939514	NA
381	NA	0.652229905128479	NA
382	NA	0.6508591771125793	NA
383	NA	0.6521213054656982	NA
384	NA	0.6677239537239075	NA
385	NA	0.6723350882530212	NA
386	NA	0.6750967502593994	NA
387	NA	0.672761857509613	NA
388	NA	0.6642742156982422	NA
389	NA	0.6615979671478271	NA
390	NA	0.6569973826408386	NA
391	NA	0.6621671319007874	NA
392	NA	0.6707286238670349	NA
393	NA	0.6776873469352722	NA
394	NA	0.6811063289642334	NA
395	NA	0.6772128343582153	NA
396	NA	0.6829584836959839	NA
397	NA	0.6810047626495361	NA
398	NA	0.6896719932556152	NA
399	NA	0.6969665288925171	NA
400	NA	0.70250403881073	NA
401	NA	0.7337616086006165	NA
402	NA	0.7452803254127502	NA
403	NA	0.7504217028617859	NA
404	NA	0.741877555847168	NA
405	NA	0.7372138500213623	NA
406	NA	0.7391678690910339	NA
407	NA	0.7585096955299377	NA
408	NA	0.7691493034362793	NA
409	NA	0.7739696502685547	NA
410	NA	0.7728089690208435	NA
411	NA	0.7764292359352112	NA
412	NA	0.7809403538703918	NA
413	NA	0.7858328819274902	NA
414	NA	0.8527324199676514	NA
415	NA	0.8613333106040955	NA
416	NA	0.8800551295280457	NA
417	NA	0.8840372562408447	NA
418	NA	0.8842201232910156	NA
419	NA	0.8789999485015869	NA
420	NA	0.8786701560020447	NA
421	NA	0.8866590857505798	NA
422	NA	0.8922938108444214	NA
423	NA	0.905876636505127	NA
424	NA	0.9033089876174927	NA
425	NA	0.8946774005889893	NA
426	NA	0.8999457359313965	NA
427	NA	0.6036127805709839	NA
428	NA	0.6023802161216736	NA
429	NA	0.6018508076667786	NA
430	NA	0.6116697192192078	NA
431	NA	0.6149358153343201	NA
432	NA	0.6026226878166199	NA
433	NA	0.6011306047439575	NA
434	NA	0.5858688354492188	NA
435	NA	0.5914096832275391	NA
436	NA	0.5865312814712524	NA
437	NA	0.5934144854545593	NA
438	NA	0.5967612266540527	NA
439	NA	0.6007867455482483	NA
440	NA	0.6032097339630127	NA
441	NA	0.6142176389694214	NA
442	NA	0.6246587634086609	NA
443	NA	0.6440865993499756	NA
444	0.659571647644043	NA	NA
445	NA	0.6969369649887085	NA
446	NA	0.7016312479972839	NA
447	0.7030094265937805	NA	NA
448	0.7110310196876526	NA	NA
449	0.7163652777671814	NA	NA
450	0.7206496596336365	NA	NA
451	0.7382689714431763	NA	NA
452	0.7407612800598145	NA	NA
453	0.7409743666648865	NA	NA
454	0.7530117630958557	NA	NA
455	0.7615953087806702	NA	NA
456	0.7544564604759216	NA	NA
457	0.7644056677818298	NA	NA
458	0.764238178730011	NA	NA
459	0.76343834400177	NA	NA
460	0.7529201507568359	NA	NA
461	NA	0.7562999129295349	NA
462	0.7742109894752502	NA	NA
463	0.775759220123291	NA	NA
464	0.7684126496315002	NA	NA
465	0.7735600471496582	NA	NA
466	0.7709831595420837	NA	NA
467	0.7610194087028503	NA	NA
468	0.7628728747367859	NA	NA
469	0.7582157850265503	NA	NA
470	0.7501388788223267	NA	NA
471	0.7500102519989014	NA	NA
472	0.7419096231460571	NA	NA
473	0.7377732396125793	NA	NA
474	0.7384436130523682	NA	NA
475	0.7438669204711914	NA	NA
476	0.7468580007553101	NA	NA
477	0.7483227252960205	NA	NA
478	0.7503279447555542	NA	NA
479	0.7508652806282043	NA	NA
480	0.7509583830833435	NA	NA
481	0.7560340762138367	NA	NA
482	0.7687591314315796	NA	NA
483	0.7704470753669739	NA	NA
484	0.7761577367782593	NA	NA
485	0.8101420998573303	NA	NA
486	0.8284457921981812	NA	NA
487	0.8235494494438171	NA	NA
488	0.8232852816581726	NA	NA
489	0.8208391666412354	NA	NA
490	0.8151196837425232	NA	NA
491	0.8144256472587585	NA	NA
492	0.8118575215339661	NA	NA
493	0.8086821436882019	NA	NA
494	0.7917688488960266	NA	NA
495	0.7956371903419495	NA	NA
496	0.8057453036308289	NA	NA
497	0.8144676685333252	NA	NA
498	0.8171908855438232	NA	NA
499	0.8213334679603577	NA	NA
500	NA	0.9005383849143982	NA
501	NA	0.9004009962081909	NA
502	NA	0.912326455116272	NA
503	NA	0.9076505899429321	NA
504	NA	0.9088942408561707	NA
505	NA	0.9056863188743591	NA
506	NA	0.9090255498886108	NA
507	NA	0.9204084277153015	NA
508	NA	0.9197450876235962	NA
509	NA	0.9193059206008911	NA
510	NA	0.9224050045013428	NA
511	NA	0.911952018737793	NA
512	NA	0.9131566286087036	NA
513	NA	0.9139507412910461	NA
514	NA	0.9161249995231628	NA
515	NA	0.9117365479469299	NA
516	NA	0.9005349278450012	NA
517	NA	0.8970727920532227	NA
518	NA	0.9048999547958374	NA
519	NA	0.9121960997581482	NA
520	NA	0.9195327758789062	NA
521	NA	0.9290932416915894	NA
522	NA	0.9314467906951904	NA
523	NA	0.9298630356788635	NA
524	NA	0.9349900484085083	NA
525	NA	0.9336997866630554	NA
526	NA	0.9392839074134827	NA
527	NA	0.9420132040977478	NA
528	NA	0.9473897218704224	NA
529	NA	0.950508177280426	NA
530	NA	0.949047863483429	NA
531	NA	0.9470422267913818	NA
532	NA	0.9493540525436401	NA
533	NA	0.9321933388710022	NA
534	NA	0.9337912797927856	NA
535	NA	0.9310340285301208	NA
536	NA	0.9309622645378113	NA
537	NA	0.9267544150352478	NA
538	NA	0.9189439415931702	NA
539	NA	0.9249149560928345	NA
540	NA	0.9274348616600037	NA
541	NA	0.9264469146728516	NA
542	NA	0.9341631531715393	NA
543	NA	0.9420004487037659	NA
544	NA	0.9424692392349243	NA
545	NA	0.9464348554611206	NA
546	NA	0.944902241230011	NA
547	NA	0.9562112092971802	NA
548	NA	0.9677858948707581	NA
549	NA	0.9732930660247803	NA
550	NA	0.9748777151107788	NA
551	NA	0.9731966257095337	NA
552	NA	0.9906575679779053	NA
553	NA	0.9932785034179688	NA
554	NA	0.9905810952186584	NA
555	NA	0.9908553957939148	NA
556	NA	0.9883313179016113	NA
557	NA	0.975447416305542	NA
558	NA	0.8972734808921814	NA
559	NA	0.9170201420783997	NA
560	NA	0.9147931337356567	NA
561	NA	0.9069650769233704	NA
562	NA	0.9078027009963989	NA
563	NA	0.9186999797821045	NA
564	NA	0.9190835356712341	NA
565	NA	0.9192355275154114	NA
566	NA	0.9127933382987976	NA
567	NA	0.9165325164794922	NA
568	NA	0.9088994860649109	NA
569	NA	0.9072313904762268	NA
570	NA	0.902468204498291	NA
571	NA	0.9126442074775696	NA
572	NA	0.9040080308914185	NA
573	NA	0.9187497496604919	NA
574	NA	0.923333466053009	NA
575	NA	0.9233695268630981	NA
576	NA	0.9265142679214478	NA
577	NA	0.9284606575965881	NA
578	NA	0.9348939061164856	NA
579	NA	0.9523516297340393	NA
580	NA	0.9508138298988342	NA
581	NA	0.9551867246627808	NA
582	NA	0.9551476240158081	NA
583	NA	0.950732409954071	NA
584	NA	0.9458684921264648	NA
585	NA	0.9463690519332886	NA
586	NA	0.9525854587554932	NA
587	NA	0.9613999128341675	NA
588	NA	0.9676920771598816	NA
589	NA	0.9732945561408997	NA
590	NA	0.9771234393119812	NA
591	NA	0.9755545854568481	NA
592	NA	0.9736420512199402	NA
593	NA	0.9778475761413574	NA
594	NA	0.9753807187080383	NA
595	NA	0.9718320369720459	NA
596	NA	0.9677037000656128	NA
597	NA	0.9618657827377319	NA
598	NA	0.9526690244674683	NA
599	NA	0.9400830268859863	NA
600	NA	0.9366713762283325	NA
601	NA	0.9385614991188049	NA
602	NA	0.9306618571281433	NA
603	NA	0.9267547130584717	NA
604	NA	0.9274235367774963	NA
605	NA	0.9279223084449768	NA
606	NA	0.9340590238571167	NA
607	NA	0.9448612928390503	NA
608	NA	0.9487234950065613	NA
609	NA	0.9505795240402222	NA
610	NA	0.953129768371582	NA
611	NA	0.9574806690216064	NA
612	NA	0.9743116497993469	NA
613	NA	0.998492956161499	NA
614	NA	0.999413251876831	NA
615	NA	0.9986342191696167	NA
616	NA	1.0	NA
617	NA	0.9965085983276367	NA
618	NA	0.9990379810333252	NA
619	NA	0.9955025911331177	NA
620	NA	0.9910334348678589	NA
621	NA	0.991316556930542	NA
622	NA	0.986332356929779	NA
623	NA	0.983920693397522	NA
624	NA	0.9945855140686035	NA
625	NA	0.9952492713928223	NA
626	NA	0.9950924515724182	NA
627	NA	0.9916601777076721	NA
628	NA	0.9885151386260986	NA
629	NA	0.9783235192298889	NA
630	0.8215398192405701	NA	NA
631	0.8240430355072021	NA	NA
632	0.8256024122238159	NA	NA
633	0.8245043158531189	NA	NA
634	0.8252437114715576	NA	NA
635	0.8385944962501526	NA	NA
636	0.8423501253128052	NA	NA
637	0.8381085991859436	NA	NA
638	0.8420319557189941	NA	NA
639	0.8427917957305908	NA	NA
640	0.8441991209983826	NA	NA
641	0.845822811126709	NA	NA
642	0.8445408940315247	NA	NA
643	0.84989333152771	NA	NA
644	0.850065290927887	NA	NA
645	0.8534984588623047	NA	NA
646	0.851610004901886	NA	NA
647	0.8457056879997253	NA	NA
648	0.8427284955978394	NA	NA
649	0.8378925323486328	NA	NA
650	0.8516313433647156	NA	NA
651	0.8502525687217712	NA	NA
652	0.8514731526374817	NA	NA
653	0.8566763997077942	NA	NA
654	0.8570429682731628	NA	NA
655	0.8558768630027771	NA	NA
656	0.8589277863502502	NA	NA
657	0.8654167056083679	NA	NA
658	0.8641498684883118	NA	NA
659	0.8664311766624451	NA	NA
660	0.8645457625389099	NA	NA
661	0.8656047582626343	NA	NA
662	0.8673892021179199	NA	NA
663	0.866773784160614	NA	NA
664	0.8581681251525879	NA	NA
665	0.8599033951759338	NA	NA
666	0.8603792786598206	NA	NA
667	0.8630303144454956	NA	NA
668	0.8659355640411377	NA	NA
669	0.8683048486709595	NA	NA
670	0.8736394047737122	NA	NA
671	0.8748419284820557	NA	NA
672	0.8703412413597107	NA	NA
673	0.8662582039833069	NA	NA
674	0.8618015646934509	NA	NA
675	0.8634449243545532	NA	NA
676	0.8567785024642944	NA	NA
677	0.8559750914573669	NA	NA
678	0.8543003797531128	NA	NA
679	0.8486059308052063	NA	NA
680	0.8543698191642761	NA	NA
681	0.8578357696533203	NA	NA
682	0.8557205200195312	NA	NA
683	0.8576800227165222	NA	NA
684	0.8557649254798889	NA	NA
685	0.854785680770874	NA	NA
686	0.8515923619270325	NA	NA
687	0.8504411578178406	NA	NA
688	0.8495143055915833	NA	NA
689	0.8582248687744141	NA	NA
690	0.8573523163795471	NA	NA
691	0.8609499335289001	NA	NA
692	0.85772305727005	NA	NA
693	0.8593818545341492	NA	NA
694	0.8605071902275085	NA	NA
695	0.8563814163208008	NA	NA
696	0.85508793592453	NA	NA
697	0.8567267060279846	NA	NA
698	0.8589655160903931	NA	NA
699	0.859021008014679	NA	NA
700	0.8230487704277039	NA	NA
701	0.8275049924850464	NA	NA
702	0.8288412094116211	NA	NA
703	0.8282828330993652	NA	NA
704	0.831009566783905	NA	NA
705	0.8304703831672668	NA	NA
706	0.8313390612602234	NA	NA
707	0.8316665887832642	NA	NA
708	0.8334764838218689	NA	NA
709	0.8419677019119263	NA	NA
710	0.8355953097343445	NA	NA
711	0.8363000154495239	NA	NA
712	0.8428693413734436	NA	NA
713	0.8608219623565674	NA	NA
714	0.8631681799888611	NA	NA
715	0.8582161664962769	NA	NA
716	0.8584915399551392	NA	NA
717	0.8639221787452698	NA	NA
718	0.8608580827713013	NA	NA
719	0.8638992309570312	NA	NA
720	0.8657349944114685	NA	NA
721	0.8842430710792542	NA	NA
722	0.9063075184822083	NA	NA
723	0.9100298285484314	NA	NA
724	0.9100126624107361	NA	NA
725	0.911618709564209	NA	NA
726	0.9059515595436096	NA	NA
727	0.9047950506210327	NA	NA
728	0.8954175114631653	NA	NA
729	0.8926739692687988	NA	NA
730	0.8893354535102844	NA	NA
731	0.8879796862602234	NA	NA
732	0.8962780237197876	NA	NA
733	0.9012578129768372	NA	NA
734	0.8977503180503845	NA	NA
735	0.8957459926605225	NA	NA
736	0.8895356059074402	NA	NA
737	0.879638671875	NA	NA
738	0.8755320906639099	NA	NA
739	0.8652693033218384	NA	NA
740	0.8675954937934875	NA	NA
741	0.8699313402175903	NA	NA
742	0.8703834414482117	NA	NA
743	0.8618296384811401	NA	NA
744	0.8766429424285889	NA	NA
745	0.8778164982795715	NA	NA
746	0.8789448142051697	NA	NA
747	0.8936144709587097	NA	NA
748	0.9096547961235046	NA	NA
749	0.9176861643791199	NA	NA
750	0.914117693901062	NA	NA
751	0.9095292687416077	NA	NA
752	0.9006887078285217	NA	NA
753	0.8989164233207703	NA	NA
754	0.8980939388275146	NA	NA
755	0.9047030210494995	NA	NA
756	0.9089238047599792	NA	NA
757	0.9116960167884827	NA	NA
758	0.9136878252029419	NA	NA
759	0.9084064960479736	NA	NA
760	0.9019096493721008	NA	NA
761	0.9021558165550232	NA	NA
762	0.8937280774116516	NA	NA
763	0.8943055272102356	NA	NA
764	0.8914673924446106	NA	NA
765	0.8894075751304626	NA	NA
766	0.8888423442840576	NA	NA
767	0.889906108379364	NA	NA
768	0.8902937769889832	NA	NA
769	0.8905223608016968	NA	NA
770	0.8816474080085754	NA	NA
