	4_8	4_7	3_5	3_6	cycle_1	cycle_2	cycle_3
490	NA	0.801915168762207	NA	NA	NA	NA	NA
491	NA	0.8057941794395447	NA	NA	NA	NA	NA
492	NA	0.8130617141723633	NA	NA	NA	NA	NA
493	NA	0.8144376277923584	NA	NA	NA	NA	NA
494	NA	NA	NA	0.8640263080596924	NA	NA	NA
495	NA	NA	NA	0.8616597652435303	NA	NA	NA
496	NA	NA	NA	0.8602954745292664	NA	NA	NA
497	NA	NA	NA	0.8673192858695984	NA	NA	NA
498	NA	NA	NA	0.8748766779899597	NA	NA	NA
499	NA	NA	NA	0.8953459858894348	NA	NA	NA
500	NA	NA	0.8936740159988403	NA	NA	NA	NA
501	NA	NA	0.8936688899993896	NA	NA	NA	NA
502	NA	NA	0.8935047388076782	NA	NA	NA	NA
503	NA	NA	0.8930875658988953	NA	NA	NA	NA
504	NA	NA	0.8901969790458679	NA	NA	NA	NA
505	NA	NA	0.8944615721702576	NA	NA	NA	NA
506	NA	NA	0.8899806141853333	NA	NA	NA	NA
507	NA	NA	0.8948839902877808	NA	NA	NA	NA
508	NA	NA	0.8997707962989807	NA	NA	NA	NA
509	NA	NA	0.9016693830490112	NA	NA	NA	NA
510	NA	NA	0.9023001790046692	NA	NA	NA	NA
511	NA	NA	0.9028539061546326	NA	NA	NA	NA
512	NA	NA	0.9112392067909241	NA	NA	NA	NA
513	NA	NA	0.9003306031227112	NA	NA	NA	NA
514	NA	NA	0.9229002594947815	NA	NA	NA	NA
515	NA	NA	0.9397083520889282	NA	NA	NA	NA
516	NA	NA	0.9424810409545898	NA	NA	NA	NA
517	NA	NA	0.9434413313865662	NA	NA	NA	NA
518	NA	NA	0.943343460559845	NA	NA	NA	NA
519	NA	NA	0.9361845850944519	NA	NA	NA	NA
520	NA	NA	0.9336211085319519	NA	NA	NA	NA
521	NA	NA	0.9204445481300354	NA	NA	NA	NA
522	NA	NA	0.928168535232544	NA	NA	NA	NA
523	NA	NA	0.9312834739685059	NA	NA	NA	NA
524	NA	NA	0.9352561235427856	NA	NA	NA	NA
525	NA	NA	0.9341186881065369	NA	NA	NA	NA
526	NA	NA	0.9350394606590271	NA	NA	NA	NA
527	NA	NA	0.9464324712753296	NA	NA	NA	NA
528	NA	NA	0.9629164934158325	NA	NA	NA	NA
529	NA	NA	0.9799207448959351	NA	NA	NA	NA
530	NA	NA	0.9801353812217712	NA	NA	NA	NA
531	NA	NA	0.9820558428764343	NA	NA	NA	NA
532	NA	NA	0.9832029938697815	NA	NA	NA	NA
533	NA	NA	0.988278329372406	NA	NA	NA	NA
534	NA	NA	0.9865383505821228	NA	NA	NA	NA
535	NA	NA	0.9846859574317932	NA	NA	NA	NA
536	NA	NA	0.9821933507919312	NA	NA	NA	NA
537	NA	NA	0.9788699746131897	NA	NA	NA	NA
538	NA	NA	0.9803584218025208	NA	NA	NA	NA
539	NA	NA	0.9794961810112	NA	NA	NA	NA
540	NA	NA	0.9770296812057495	NA	NA	NA	NA
541	NA	NA	0.9814115166664124	NA	NA	NA	NA
542	NA	NA	0.9839921593666077	NA	NA	NA	NA
543	NA	NA	0.9845957159996033	NA	NA	NA	NA
544	NA	NA	0.986866295337677	NA	NA	NA	NA
545	NA	NA	0.9886603355407715	NA	NA	NA	NA
546	NA	NA	0.98708176612854	NA	NA	NA	NA
547	NA	NA	0.9887239933013916	NA	NA	NA	NA
548	NA	NA	0.9898072481155396	NA	NA	NA	NA
549	NA	NA	0.9882993698120117	NA	NA	NA	NA
550	NA	NA	0.9866860508918762	NA	NA	NA	NA
551	NA	NA	0.9851842522621155	NA	NA	NA	NA
552	NA	NA	0.9849703311920166	NA	NA	NA	NA
553	NA	NA	0.9855786561965942	NA	NA	NA	NA
554	NA	NA	0.9874135851860046	NA	NA	NA	NA
555	NA	NA	0.9885666966438293	NA	NA	NA	NA
556	NA	NA	0.9865884780883789	NA	NA	NA	NA
557	NA	NA	0.9858214855194092	NA	NA	NA	NA
558	NA	NA	NA	0.8627084493637085	NA	NA	NA
559	NA	NA	NA	0.8634382486343384	NA	NA	NA
560	NA	NA	NA	0.8788849115371704	NA	NA	NA
561	NA	NA	NA	0.8775217533111572	NA	NA	NA
562	NA	NA	NA	0.886269748210907	NA	NA	NA
563	NA	NA	NA	0.8879360556602478	NA	NA	NA
564	NA	NA	NA	0.9036635756492615	NA	NA	NA
565	NA	NA	NA	0.915773332118988	NA	NA	NA
566	NA	NA	NA	0.9194148778915405	NA	NA	NA
567	NA	NA	NA	0.9253777265548706	NA	NA	NA
568	NA	NA	NA	0.9213842153549194	NA	NA	NA
569	NA	NA	NA	0.9218477010726929	NA	NA	NA
570	NA	NA	NA	0.9154509902000427	NA	NA	NA
571	NA	NA	NA	0.9148605465888977	NA	NA	NA
572	NA	NA	NA	0.9124907851219177	NA	NA	NA
573	NA	NA	NA	0.9082403182983398	NA	NA	NA
574	NA	NA	NA	0.9106509685516357	NA	NA	NA
575	NA	NA	NA	0.9107242226600647	NA	NA	NA
576	NA	NA	NA	0.9108923077583313	NA	NA	NA
577	NA	NA	NA	0.9106568098068237	NA	NA	NA
578	NA	NA	NA	0.9114255905151367	NA	NA	NA
579	NA	NA	NA	0.9098012447357178	NA	NA	NA
580	NA	NA	NA	0.9005649089813232	NA	NA	NA
581	NA	NA	NA	0.9143977165222168	NA	NA	NA
582	NA	NA	NA	0.9131186008453369	NA	NA	NA
583	NA	NA	NA	0.9153439402580261	NA	NA	NA
584	NA	NA	NA	0.9225023984909058	NA	NA	NA
585	NA	NA	NA	0.921358585357666	NA	NA	NA
586	NA	NA	NA	0.9204003810882568	NA	NA	NA
587	NA	NA	NA	0.9206369519233704	NA	NA	NA
588	NA	NA	NA	0.9220505356788635	NA	NA	NA
589	NA	NA	NA	0.9302445650100708	NA	NA	NA
590	NA	NA	NA	0.9397797584533691	NA	NA	NA
591	NA	NA	NA	0.9417305588722229	NA	NA	NA
592	NA	NA	NA	0.9387487173080444	NA	NA	NA
593	NA	NA	NA	0.9453655481338501	NA	NA	NA
594	NA	NA	NA	0.9489806294441223	NA	NA	NA
595	NA	NA	NA	0.95515376329422	NA	NA	NA
596	NA	NA	NA	0.9582780599594116	NA	NA	NA
597	NA	NA	NA	0.9605233073234558	NA	NA	NA
598	NA	NA	NA	0.9681161046028137	NA	NA	NA
599	NA	NA	NA	0.9688512086868286	NA	NA	NA
600	NA	NA	NA	0.9735466837882996	NA	NA	NA
601	NA	NA	NA	0.9745723009109497	NA	NA	NA
602	NA	NA	NA	0.9749277234077454	NA	NA	NA
603	NA	NA	NA	0.9750432968139648	NA	NA	NA
604	NA	NA	NA	0.9847775101661682	NA	NA	NA
605	NA	NA	NA	0.9828440546989441	NA	NA	NA
606	NA	NA	NA	0.9790842533111572	NA	NA	NA
607	NA	NA	NA	0.9876989722251892	NA	NA	NA
608	NA	NA	NA	0.9873062968254089	NA	NA	NA
609	NA	NA	NA	0.9897509217262268	NA	NA	NA
610	NA	NA	NA	0.9904392957687378	NA	NA	NA
611	NA	NA	NA	0.9848021864891052	NA	NA	NA
612	NA	NA	NA	0.9831998944282532	NA	NA	NA
613	NA	NA	NA	0.9840766191482544	NA	NA	NA
614	NA	NA	NA	0.9851314425468445	NA	NA	NA
615	NA	NA	NA	0.9886122345924377	NA	NA	NA
616	NA	NA	NA	0.9899568557739258	NA	NA	NA
617	NA	NA	NA	0.9913263320922852	NA	NA	NA
618	NA	NA	NA	0.992260754108429	NA	NA	NA
619	NA	NA	NA	0.9951385259628296	NA	NA	NA
620	NA	NA	NA	0.9960867166519165	NA	NA	NA
621	NA	NA	NA	0.9947037696838379	NA	NA	NA
622	NA	NA	NA	0.994062602519989	NA	NA	NA
623	NA	NA	NA	0.974624514579773	NA	NA	NA
624	NA	NA	NA	0.9945651888847351	NA	NA	NA
625	NA	NA	NA	0.9930525422096252	NA	NA	NA
626	NA	NA	NA	0.9959126114845276	NA	NA	NA
627	NA	NA	NA	1.0	NA	NA	NA
628	NA	NA	NA	0.990911066532135	NA	NA	NA
629	NA	NA	NA	0.9829789400100708	NA	NA	NA
630	NA	NA	NA	0.9811309576034546	NA	NA	NA
631	NA	0.8093589544296265	NA	NA	NA	NA	NA
632	NA	0.8181239366531372	NA	NA	NA	NA	NA
633	NA	0.8274238109588623	NA	NA	NA	NA	NA
634	NA	0.8269460201263428	NA	NA	NA	NA	NA
635	NA	0.8164317607879639	NA	NA	NA	NA	NA
636	NA	0.8197071552276611	NA	NA	NA	NA	NA
637	NA	0.838315486907959	NA	NA	NA	NA	NA
638	NA	0.8379327058792114	NA	NA	NA	NA	NA
639	NA	0.8457608819007874	NA	NA	NA	NA	NA
640	NA	0.8437409400939941	NA	NA	NA	NA	NA
641	NA	0.8426517248153687	NA	NA	NA	NA	NA
642	NA	0.8421473503112793	NA	NA	NA	NA	NA
643	NA	0.8421058654785156	NA	NA	NA	NA	NA
644	NA	0.8389865756034851	NA	NA	NA	NA	NA
645	NA	0.8273225426673889	NA	NA	NA	NA	NA
646	NA	0.8312697410583496	NA	NA	NA	NA	NA
647	NA	0.8310871124267578	NA	NA	NA	NA	NA
648	NA	0.828789234161377	NA	NA	NA	NA	NA
649	NA	0.8312940001487732	NA	NA	NA	NA	NA
650	NA	0.8327264785766602	NA	NA	NA	NA	NA
651	NA	0.8325766324996948	NA	NA	NA	NA	NA
652	NA	0.8320639133453369	NA	NA	NA	NA	NA
653	NA	0.8311492800712585	NA	NA	NA	NA	NA
654	NA	0.8234244585037231	NA	NA	NA	NA	NA
655	NA	0.8282452821731567	NA	NA	NA	NA	NA
656	NA	0.8420955538749695	NA	NA	NA	NA	NA
657	NA	0.8431909084320068	NA	NA	NA	NA	NA
658	NA	0.8429743647575378	NA	NA	NA	NA	NA
659	NA	0.8445162773132324	NA	NA	NA	NA	NA
660	NA	0.84478759765625	NA	NA	NA	NA	NA
661	NA	0.8429250121116638	NA	NA	NA	NA	NA
662	NA	0.8414546251296997	NA	NA	NA	NA	NA
663	NA	0.8414697051048279	NA	NA	NA	NA	NA
664	NA	0.8419821262359619	NA	NA	NA	NA	NA
665	NA	0.8423594236373901	NA	NA	NA	NA	NA
666	NA	0.8459667563438416	NA	NA	NA	NA	NA
667	NA	0.8507052063941956	NA	NA	NA	NA	NA
668	NA	0.8603878021240234	NA	NA	NA	NA	NA
669	NA	0.8592504858970642	NA	NA	NA	NA	NA
670	NA	0.8539766669273376	NA	NA	NA	NA	NA
671	NA	0.8548838496208191	NA	NA	NA	NA	NA
672	NA	0.8510022163391113	NA	NA	NA	NA	NA
673	NA	0.8430564999580383	NA	NA	NA	NA	NA
674	NA	0.8422507643699646	NA	NA	NA	NA	NA
675	NA	0.8377680778503418	NA	NA	NA	NA	NA
676	NA	0.8224499821662903	NA	NA	NA	NA	NA
677	NA	0.8187100291252136	NA	NA	NA	NA	NA
678	NA	0.8370228409767151	NA	NA	NA	NA	NA
679	NA	0.8423722386360168	NA	NA	NA	NA	NA
680	NA	0.8408539295196533	NA	NA	NA	NA	NA
681	NA	0.8400116562843323	NA	NA	NA	NA	NA
682	NA	0.8399415612220764	NA	NA	NA	NA	NA
683	NA	0.8407301306724548	NA	NA	NA	NA	NA
684	NA	0.8391227722167969	NA	NA	NA	NA	NA
685	NA	0.834933340549469	NA	NA	NA	NA	NA
686	NA	0.8309258222579956	NA	NA	NA	NA	NA
687	NA	0.8325414061546326	NA	NA	NA	NA	NA
688	NA	0.8330326080322266	NA	NA	NA	NA	NA
689	NA	0.8207410573959351	NA	NA	NA	NA	NA
690	NA	0.8210783004760742	NA	NA	NA	NA	NA
691	NA	0.8311886787414551	NA	NA	NA	NA	NA
692	NA	0.8514745235443115	NA	NA	NA	NA	NA
693	NA	0.8396685123443604	NA	NA	NA	NA	NA
694	NA	0.8572648167610168	NA	NA	NA	NA	NA
695	NA	0.8606758117675781	NA	NA	NA	NA	NA
696	NA	0.8615859150886536	NA	NA	NA	NA	NA
697	NA	0.8538893461227417	NA	NA	NA	NA	NA
698	NA	0.850832998752594	NA	NA	NA	NA	NA
699	NA	0.8437128663063049	NA	NA	NA	NA	NA
700	NA	0.8430142402648926	NA	NA	NA	NA	NA
701	NA	0.8362650275230408	NA	NA	NA	NA	NA
702	NA	0.8343430757522583	NA	NA	NA	NA	NA
703	NA	0.8300221562385559	NA	NA	NA	NA	NA
704	NA	0.8304147720336914	NA	NA	NA	NA	NA
705	NA	0.8148235082626343	NA	NA	NA	NA	NA
706	NA	0.8127658367156982	NA	NA	NA	NA	NA
707	NA	0.8372148275375366	NA	NA	NA	NA	NA
708	NA	0.8376466035842896	NA	NA	NA	NA	NA
709	NA	0.853082537651062	NA	NA	NA	NA	NA
710	NA	0.8613173365592957	NA	NA	NA	NA	NA
711	NA	0.8648178577423096	NA	NA	NA	NA	NA
712	NA	0.8733855485916138	NA	NA	NA	NA	NA
713	NA	0.8730958104133606	NA	NA	NA	NA	NA
714	0.8771966695785522	NA	NA	NA	NA	NA	NA
715	0.8748862147331238	NA	NA	NA	NA	NA	NA
716	0.8652318716049194	NA	NA	NA	NA	NA	NA
717	0.8469789624214172	NA	NA	NA	NA	NA	NA
718	0.8444074988365173	NA	NA	NA	NA	NA	NA
719	0.8537226915359497	NA	NA	NA	NA	NA	NA
720	0.875041127204895	NA	NA	NA	NA	NA	NA
721	0.8777155876159668	NA	NA	NA	NA	NA	NA
722	0.8757286667823792	NA	NA	NA	NA	NA	NA
723	0.8761464953422546	NA	NA	NA	NA	NA	NA
724	0.8785403370857239	NA	NA	NA	NA	NA	NA
725	0.8807593584060669	NA	NA	NA	NA	NA	NA
726	0.8944481611251831	NA	NA	NA	NA	NA	NA
727	0.8950636386871338	NA	NA	NA	NA	NA	NA
728	0.9014755487442017	NA	NA	NA	NA	NA	NA
729	0.8972952365875244	NA	NA	NA	NA	NA	NA
730	0.8938602805137634	NA	NA	NA	NA	NA	NA
731	0.8930750489234924	NA	NA	NA	NA	NA	NA
732	0.8941961526870728	NA	NA	NA	NA	NA	NA
733	0.8978995680809021	NA	NA	NA	NA	NA	NA
734	0.9015840888023376	NA	NA	NA	NA	NA	NA
735	0.8996089100837708	NA	NA	NA	NA	NA	NA
736	0.9122279286384583	NA	NA	NA	NA	NA	NA
737	0.9079224467277527	NA	NA	NA	NA	NA	NA
738	0.9129521250724792	NA	NA	NA	NA	NA	NA
739	0.9210284948348999	NA	NA	NA	NA	NA	NA
740	0.9203725457191467	NA	NA	NA	NA	NA	NA
741	0.9217916131019592	NA	NA	NA	NA	NA	NA
742	0.9232063293457031	NA	NA	NA	NA	NA	NA
743	0.9151375889778137	NA	NA	NA	NA	NA	NA
744	0.9106528759002686	NA	NA	NA	NA	NA	NA
745	0.9108660817146301	NA	NA	NA	NA	NA	NA
746	0.9092177748680115	NA	NA	NA	NA	NA	NA
747	0.9124024510383606	NA	NA	NA	NA	NA	NA
748	0.9142313599586487	NA	NA	NA	NA	NA	NA
749	0.9278796315193176	NA	NA	NA	NA	NA	NA
750	0.9255918860435486	NA	NA	NA	NA	NA	NA
751	0.9178099036216736	NA	NA	NA	NA	NA	NA
752	0.918867290019989	NA	NA	NA	NA	NA	NA
753	0.9258737564086914	NA	NA	NA	NA	NA	NA
754	0.9294913411140442	NA	NA	NA	NA	NA	NA
755	0.9314618706703186	NA	NA	NA	NA	NA	NA
756	0.9360807538032532	NA	NA	NA	NA	NA	NA
757	0.943480908870697	NA	NA	NA	NA	NA	NA
758	0.9430328607559204	NA	NA	NA	NA	NA	NA
759	0.9431905746459961	NA	NA	NA	NA	NA	NA
760	0.9436020851135254	NA	NA	NA	NA	NA	NA
761	0.9385244846343994	NA	NA	NA	NA	NA	NA
762	0.9348888993263245	NA	NA	NA	NA	NA	NA
