	4_8	4_7	3_5	3_6	cycle_1	cycle_2	cycle_3
175	NA	NA	NA	NA	NA	NA	0.34873858094215393
176	NA	NA	NA	NA	NA	NA	0.35018616914749146
177	NA	NA	NA	NA	NA	NA	0.35460811853408813
178	NA	NA	NA	NA	NA	NA	0.3555873930454254
179	NA	NA	NA	NA	NA	NA	0.35399946570396423
180	NA	NA	NA	NA	NA	NA	0.35599440336227417
181	NA	NA	NA	NA	NA	NA	0.34962382912635803
182	NA	NA	NA	NA	NA	NA	0.34559166431427
183	NA	NA	NA	NA	NA	NA	0.3425499200820923
184	NA	NA	NA	NA	NA	NA	0.34444859623908997
185	NA	NA	NA	NA	NA	NA	0.3493848145008087
186	NA	NA	NA	NA	NA	NA	0.3466843366622925
187	NA	NA	NA	NA	NA	NA	0.35120129585266113
188	NA	NA	NA	NA	NA	NA	0.354859322309494
189	NA	NA	NA	NA	NA	NA	0.35175371170043945
190	NA	NA	NA	NA	NA	NA	0.3556744456291199
191	NA	NA	NA	NA	NA	NA	0.35339418053627014
192	NA	NA	NA	NA	NA	NA	0.35609665513038635
193	NA	NA	NA	NA	NA	NA	0.35656461119651794
194	NA	NA	NA	NA	NA	NA	0.3516290485858917
195	NA	NA	NA	NA	NA	NA	0.35156309604644775
196	NA	NA	NA	NA	NA	NA	0.35336408019065857
197	NA	NA	NA	NA	NA	NA	0.34989896416664124
198	NA	NA	NA	NA	NA	NA	0.351715087890625
199	NA	NA	NA	NA	NA	NA	0.35471540689468384
200	NA	NA	NA	NA	NA	NA	0.3591797649860382
201	NA	NA	NA	NA	NA	NA	0.35699132084846497
202	NA	NA	NA	NA	NA	NA	0.35631993412971497
203	NA	NA	NA	NA	NA	NA	0.38028258085250854
204	NA	NA	NA	NA	NA	NA	0.3878546357154846
205	NA	NA	NA	NA	NA	NA	0.3874695301055908
206	NA	NA	NA	NA	NA	NA	0.3857496380805969
207	NA	NA	NA	NA	NA	NA	0.3723616302013397
208	NA	NA	NA	NA	NA	NA	0.3700372576713562
209	NA	NA	NA	NA	NA	NA	0.3612731397151947
210	NA	NA	NA	NA	NA	NA	0.35662922263145447
211	NA	NA	NA	NA	NA	NA	0.35326462984085083
212	NA	NA	NA	NA	NA	NA	0.3460189998149872
213	NA	NA	NA	NA	NA	NA	0.3450976014137268
214	NA	NA	NA	NA	NA	NA	0.34396126866340637
215	NA	NA	NA	NA	NA	NA	0.3436542749404907
216	NA	NA	NA	NA	NA	NA	0.35375839471817017
217	NA	NA	NA	NA	NA	NA	0.3584050238132477
218	NA	NA	NA	NA	NA	NA	0.3570103347301483
219	NA	NA	NA	NA	NA	NA	0.35955220460891724
220	NA	NA	NA	NA	NA	NA	0.35827207565307617
221	NA	NA	NA	NA	NA	NA	0.3517265319824219
222	NA	NA	NA	NA	NA	NA	0.3489222824573517
223	NA	NA	NA	NA	NA	NA	0.35011789202690125
224	NA	NA	NA	NA	NA	NA	0.3459719121456146
225	NA	NA	NA	NA	NA	NA	0.3406853973865509
226	NA	NA	NA	NA	NA	NA	0.34785670042037964
227	NA	NA	NA	NA	NA	NA	0.3402162492275238
228	NA	NA	NA	NA	NA	NA	0.34201136231422424
229	NA	NA	NA	NA	NA	0.3447481691837311	NA
230	NA	NA	NA	NA	NA	0.3414139747619629	NA
231	NA	NA	NA	NA	NA	0.3385064899921417	NA
232	NA	NA	NA	NA	NA	0.33228054642677307	NA
233	NA	NA	NA	NA	NA	0.3306407630443573	NA
234	NA	NA	NA	NA	NA	0.3186967372894287	NA
235	NA	NA	NA	NA	NA	0.31478482484817505	NA
236	NA	NA	NA	NA	NA	0.30551543831825256	NA
237	NA	NA	NA	NA	NA	0.3067518472671509	NA
238	NA	NA	NA	NA	NA	0.2843838930130005	NA
239	NA	NA	NA	NA	NA	0.27898529171943665	NA
240	NA	NA	NA	NA	NA	0.2676141858100891	NA
241	NA	NA	NA	NA	NA	0.2653120160102844	NA
242	NA	NA	NA	NA	NA	0.2611282467842102	NA
243	NA	NA	NA	NA	NA	0.25441521406173706	NA
244	NA	NA	NA	NA	NA	0.24719928205013275	NA
245	NA	NA	NA	NA	NA	0.24804498255252838	NA
246	NA	NA	NA	NA	NA	0.25158217549324036	NA
247	NA	NA	NA	NA	NA	0.24848812818527222	NA
248	NA	NA	NA	NA	NA	0.2515018880367279	NA
249	NA	NA	NA	NA	NA	0.24164338409900665	NA
250	NA	NA	NA	NA	NA	0.22882939875125885	NA
251	NA	NA	NA	NA	NA	0.22975650429725647	NA
252	NA	NA	NA	NA	NA	0.2325316220521927	NA
253	NA	NA	NA	NA	NA	0.23025910556316376	NA
254	NA	NA	NA	NA	NA	0.22823309898376465	NA
255	NA	NA	NA	NA	NA	0.21381491422653198	NA
256	NA	NA	NA	NA	NA	0.22290223836898804	NA
257	NA	NA	NA	NA	NA	0.23453602194786072	NA
258	NA	NA	NA	NA	NA	0.2329772263765335	NA
259	NA	NA	NA	NA	NA	0.23150044679641724	NA
260	NA	NA	NA	NA	NA	0.236573725938797	NA
261	NA	NA	NA	NA	NA	0.2425766885280609	NA
262	NA	NA	NA	NA	NA	0.23413832485675812	NA
263	NA	NA	NA	NA	NA	0.22793693840503693	NA
264	NA	NA	NA	NA	NA	0.2034939080476761	NA
265	NA	NA	NA	NA	NA	0.19215600192546844	NA
266	NA	NA	NA	NA	NA	0.18740715086460114	NA
267	NA	NA	NA	NA	NA	0.17905154824256897	NA
268	NA	NA	NA	NA	NA	0.17490297555923462	NA
269	NA	NA	NA	NA	NA	0.1744750589132309	NA
270	NA	NA	NA	NA	NA	0.17168506979942322	NA
271	NA	NA	NA	NA	NA	0.1626322716474533	NA
272	NA	NA	NA	NA	NA	0.15936653316020966	NA
273	NA	NA	NA	NA	NA	0.15176594257354736	NA
274	NA	NA	NA	NA	NA	0.15027093887329102	NA
275	NA	NA	NA	NA	NA	0.14204561710357666	NA
276	NA	NA	NA	NA	NA	0.1367790549993515	NA
277	NA	NA	NA	NA	NA	0.13629567623138428	NA
278	NA	NA	NA	NA	NA	0.13714995980262756	NA
279	NA	NA	NA	NA	NA	0.13801313936710358	NA
280	NA	NA	NA	NA	NA	0.13834817707538605	NA
281	NA	NA	NA	NA	NA	0.1386621743440628	NA
282	NA	NA	NA	NA	NA	0.13836698234081268	NA
283	NA	NA	NA	NA	NA	0.13367986679077148	NA
284	NA	NA	NA	NA	NA	0.12702308595180511	NA
285	NA	NA	NA	NA	NA	0.12985293567180634	NA
286	NA	NA	NA	NA	NA	0.12595303356647491	NA
287	NA	NA	NA	NA	NA	0.13052913546562195	NA
288	NA	NA	NA	NA	NA	0.13325902819633484	NA
289	NA	NA	NA	NA	NA	0.13421811163425446	NA
290	NA	NA	NA	NA	NA	0.13271763920783997	NA
291	NA	NA	NA	NA	NA	0.1304776668548584	NA
292	NA	NA	NA	NA	NA	0.1299707442522049	NA
293	NA	NA	NA	NA	NA	0.13032563030719757	NA
294	NA	NA	NA	NA	NA	0.1254945695400238	NA
295	NA	NA	NA	NA	NA	0.12140491604804993	NA
296	NA	NA	NA	NA	NA	0.12287714332342148	NA
297	NA	NA	NA	NA	NA	0.12080004811286926	NA
298	NA	NA	NA	NA	NA	0.1276211440563202	NA
299	NA	NA	NA	NA	NA	0.12964323163032532	NA
300	NA	0.2390211522579193	NA	NA	NA	NA	NA
301	NA	NA	NA	NA	NA	0.07894375920295715	NA
302	NA	NA	NA	NA	NA	0.08585569262504578	NA
303	NA	NA	NA	NA	NA	0.10126575827598572	NA
304	NA	NA	NA	NA	NA	0.10466230660676956	NA
305	NA	NA	NA	NA	NA	0.1467980295419693	NA
306	NA	NA	NA	NA	NA	0.15654771029949188	NA
307	NA	NA	NA	NA	NA	0.187909334897995	NA
308	NA	NA	NA	0.2322627454996109	NA	NA	NA
309	NA	NA	NA	NA	NA	0.22301366925239563	NA
310	NA	NA	NA	NA	NA	0.21668989956378937	NA
311	NA	NA	NA	NA	NA	0.19967778027057648	NA
312	NA	NA	NA	NA	NA	0.18614952266216278	NA
313	NA	NA	NA	NA	NA	0.18454934656620026	NA
314	NA	NA	NA	NA	NA	0.17455415427684784	NA
315	NA	NA	NA	0.19691655039787292	NA	NA	NA
316	NA	NA	NA	0.21935582160949707	NA	NA	NA
317	NA	NA	NA	NA	NA	0.2024870365858078	NA
318	NA	NA	NA	NA	NA	0.20017068088054657	NA
319	NA	NA	NA	NA	NA	0.21891912817955017	NA
320	NA	NA	NA	NA	NA	0.23034214973449707	NA
321	NA	NA	NA	0.24263587594032288	NA	NA	NA
322	NA	NA	NA	0.25588130950927734	NA	NA	NA
323	NA	NA	NA	0.26283326745033264	NA	NA	NA
324	NA	NA	NA	0.2773635983467102	NA	NA	NA
325	NA	NA	NA	0.2826930284500122	NA	NA	NA
326	NA	NA	NA	0.2659378945827484	NA	NA	NA
327	NA	NA	NA	0.2687147259712219	NA	NA	NA
328	NA	NA	NA	0.2853944003582001	NA	NA	NA
329	NA	NA	NA	0.30559083819389343	NA	NA	NA
330	NA	NA	NA	0.3327805697917938	NA	NA	NA
331	NA	NA	NA	0.35069704055786133	NA	NA	NA
332	NA	NA	NA	0.35960283875465393	NA	NA	NA
333	NA	NA	NA	0.37859445810317993	NA	NA	NA
334	NA	NA	NA	0.3871854245662689	NA	NA	NA
335	NA	NA	NA	0.39173245429992676	NA	NA	NA
336	NA	NA	NA	0.40468937158584595	NA	NA	NA
337	NA	NA	NA	0.40932607650756836	NA	NA	NA
338	NA	NA	NA	0.43059247732162476	NA	NA	NA
339	NA	NA	NA	0.4595547914505005	NA	NA	NA
340	NA	NA	NA	0.4762114882469177	NA	NA	NA
341	NA	NA	NA	0.4875315725803375	NA	NA	NA
342	NA	NA	NA	0.5202198624610901	NA	NA	NA
343	NA	NA	NA	0.5209212303161621	NA	NA	NA
344	NA	NA	NA	0.5186973214149475	NA	NA	NA
345	NA	NA	NA	0.5193015336990356	NA	NA	NA
346	NA	NA	NA	0.529521107673645	NA	NA	NA
347	NA	NA	NA	0.5393829941749573	NA	NA	NA
348	NA	NA	NA	0.5405058264732361	NA	NA	NA
349	NA	NA	NA	0.5502615571022034	NA	NA	NA
350	NA	NA	NA	0.5557078123092651	NA	NA	NA
351	NA	NA	NA	0.564973771572113	NA	NA	NA
352	NA	NA	NA	0.5725205540657043	NA	NA	NA
353	NA	NA	NA	0.6217933297157288	NA	NA	NA
354	NA	NA	NA	0.6220725178718567	NA	NA	NA
355	NA	NA	NA	0.6247387528419495	NA	NA	NA
356	NA	NA	NA	0.6338347792625427	NA	NA	NA
357	NA	NA	NA	0.6343824863433838	NA	NA	NA
358	NA	NA	NA	0.6398386359214783	NA	NA	NA
359	NA	NA	NA	0.6276689767837524	NA	NA	NA
360	NA	NA	NA	0.6418137550354004	NA	NA	NA
361	NA	NA	NA	0.6501184105873108	NA	NA	NA
362	NA	NA	NA	0.6621061563491821	NA	NA	NA
363	NA	NA	NA	0.6673203110694885	NA	NA	NA
364	NA	NA	NA	0.660517692565918	NA	NA	NA
365	NA	NA	NA	0.6512013077735901	NA	NA	NA
366	NA	NA	NA	0.6517539024353027	NA	NA	NA
367	NA	NA	NA	0.6531936526298523	NA	NA	NA
368	NA	NA	NA	0.669014573097229	NA	NA	NA
369	NA	NA	NA	0.71012282371521	NA	NA	NA
370	NA	NA	NA	0.7155637145042419	NA	NA	NA
371	NA	NA	NA	0.7191916704177856	NA	NA	NA
372	NA	NA	NA	0.7203596234321594	NA	NA	NA
373	NA	NA	NA	0.7241082191467285	NA	NA	NA
374	NA	NA	NA	0.7270143628120422	NA	NA	NA
375	NA	NA	NA	0.7296440005302429	NA	NA	NA
376	NA	NA	NA	0.7367159724235535	NA	NA	NA
377	NA	NA	NA	0.7394108772277832	NA	NA	NA
378	NA	NA	NA	0.7483854293823242	NA	NA	NA
379	NA	NA	NA	0.7496200799942017	NA	NA	NA
380	NA	NA	NA	0.7488822340965271	NA	NA	NA
381	NA	NA	NA	0.7534250020980835	NA	NA	NA
382	NA	NA	NA	0.7604714632034302	NA	NA	NA
383	NA	NA	NA	0.7654860019683838	NA	NA	NA
384	NA	NA	NA	0.7604855895042419	NA	NA	NA
385	NA	NA	NA	0.7692620754241943	NA	NA	NA
386	NA	NA	NA	0.7647456526756287	NA	NA	NA
387	NA	NA	NA	0.7799304127693176	NA	NA	NA
388	NA	NA	NA	0.7747288942337036	NA	NA	NA
389	NA	NA	NA	0.7655360102653503	NA	NA	NA
390	NA	NA	NA	0.758788526058197	NA	NA	NA
391	NA	NA	NA	0.7652729749679565	NA	NA	NA
392	NA	NA	NA	0.7630739212036133	NA	NA	NA
393	NA	NA	NA	0.7811322808265686	NA	NA	NA
394	NA	NA	NA	0.7788623571395874	NA	NA	NA
395	NA	NA	NA	0.7752775549888611	NA	NA	NA
396	NA	NA	NA	0.7760673761367798	NA	NA	NA
397	NA	NA	NA	0.7839605808258057	NA	NA	NA
398	NA	NA	NA	0.7892364263534546	NA	NA	NA
399	NA	NA	NA	0.7983933091163635	NA	NA	NA
400	NA	NA	NA	0.8051319718360901	NA	NA	NA
401	NA	NA	NA	0.8082975745201111	NA	NA	NA
402	NA	NA	NA	0.8116062879562378	NA	NA	NA
403	NA	NA	NA	0.820061445236206	NA	NA	NA
404	NA	NA	NA	0.8191792964935303	NA	NA	NA
405	NA	NA	NA	0.8074555993080139	NA	NA	NA
406	NA	NA	NA	0.8026683926582336	NA	NA	NA
407	NA	NA	NA	0.8227272033691406	NA	NA	NA
408	NA	NA	NA	0.8222335577011108	NA	NA	NA
409	NA	NA	NA	0.8331359028816223	NA	NA	NA
410	NA	NA	NA	0.835915207862854	NA	NA	NA
411	NA	NA	NA	0.8307126760482788	NA	NA	NA
412	NA	NA	NA	0.8268161416053772	NA	NA	NA
413	NA	NA	NA	0.8297468423843384	NA	NA	NA
414	NA	NA	NA	0.8299724459648132	NA	NA	NA
415	NA	NA	0.8325875401496887	NA	NA	NA	NA
416	NA	NA	NA	0.8311285376548767	NA	NA	NA
417	NA	NA	NA	0.8325745463371277	NA	NA	NA
418	NA	NA	NA	0.8316599130630493	NA	NA	NA
419	NA	NA	NA	0.8335860967636108	NA	NA	NA
420	NA	NA	NA	0.8307396173477173	NA	NA	NA
421	NA	NA	NA	0.8280627727508545	NA	NA	NA
422	NA	NA	NA	0.8252886533737183	NA	NA	NA
423	NA	NA	0.8326332569122314	NA	NA	NA	NA
424	NA	NA	0.8379108309745789	NA	NA	NA	NA
425	NA	NA	0.8379801511764526	NA	NA	NA	NA
426	NA	NA	NA	0.8643786311149597	NA	NA	NA
427	NA	NA	0.8635988235473633	NA	NA	NA	NA
428	NA	NA	0.8628479838371277	NA	NA	NA	NA
429	NA	NA	0.8665262460708618	NA	NA	NA	NA
430	NA	NA	0.8689582347869873	NA	NA	NA	NA
431	NA	NA	0.8726467490196228	NA	NA	NA	NA
432	NA	NA	0.8799682855606079	NA	NA	NA	NA
433	NA	NA	NA	0.8658460378646851	NA	NA	NA
434	NA	NA	NA	0.8665434718132019	NA	NA	NA
435	NA	NA	NA	0.8605071306228638	NA	NA	NA
436	NA	NA	NA	0.8656266331672668	NA	NA	NA
437	NA	NA	NA	0.8640221953392029	NA	NA	NA
438	NA	NA	NA	0.7163255214691162	NA	NA	NA
439	NA	NA	NA	0.7190117835998535	NA	NA	NA
440	NA	NA	NA	0.7351688146591187	NA	NA	NA
441	NA	NA	NA	0.7370671033859253	NA	NA	NA
442	NA	NA	NA	0.7418809533119202	NA	NA	NA
443	NA	NA	NA	0.7531937956809998	NA	NA	NA
444	NA	NA	NA	0.7482184767723083	NA	NA	NA
445	NA	NA	NA	0.748995840549469	NA	NA	NA
446	NA	NA	NA	0.7524119019508362	NA	NA	NA
447	NA	NA	NA	0.7524192333221436	NA	NA	NA
448	NA	NA	NA	0.7467242479324341	NA	NA	NA
449	NA	NA	NA	0.7384899258613586	NA	NA	NA
450	NA	NA	NA	0.7331911325454712	NA	NA	NA
451	NA	NA	NA	0.72310870885849	NA	NA	NA
452	NA	NA	NA	0.7196286916732788	NA	NA	NA
453	NA	NA	NA	0.7121314406394958	NA	NA	NA
454	NA	NA	NA	0.7084038853645325	NA	NA	NA
455	NA	NA	NA	0.7094241976737976	NA	NA	NA
456	NA	NA	NA	0.7094886898994446	NA	NA	NA
457	NA	NA	NA	0.70970618724823	NA	NA	NA
458	NA	NA	NA	0.7016218900680542	NA	NA	NA
459	NA	0.719540536403656	NA	NA	NA	NA	NA
460	NA	NA	NA	0.71773761510849	NA	NA	NA
461	NA	0.7204262018203735	NA	NA	NA	NA	NA
462	NA	0.7248367667198181	NA	NA	NA	NA	NA
463	NA	0.72873854637146	NA	NA	NA	NA	NA
464	NA	0.7333065867424011	NA	NA	NA	NA	NA
465	NA	0.7399293184280396	NA	NA	NA	NA	NA
466	NA	0.7479802966117859	NA	NA	NA	NA	NA
467	NA	0.7508367896080017	NA	NA	NA	NA	NA
468	NA	0.7561417818069458	NA	NA	NA	NA	NA
469	NA	0.7545790672302246	NA	NA	NA	NA	NA
470	NA	0.7489252090454102	NA	NA	NA	NA	NA
471	NA	0.7534120678901672	NA	NA	NA	NA	NA
472	NA	0.7417035698890686	NA	NA	NA	NA	NA
473	NA	0.7439959645271301	NA	NA	NA	NA	NA
474	NA	0.7436851859092712	NA	NA	NA	NA	NA
475	NA	0.7522453665733337	NA	NA	NA	NA	NA
476	NA	0.7655453681945801	NA	NA	NA	NA	NA
477	NA	0.7701886296272278	NA	NA	NA	NA	NA
478	NA	0.7712691426277161	NA	NA	NA	NA	NA
479	NA	0.7751603126525879	NA	NA	NA	NA	NA
480	NA	0.7837185263633728	NA	NA	NA	NA	NA
481	NA	0.7861042022705078	NA	NA	NA	NA	NA
482	NA	0.7825813889503479	NA	NA	NA	NA	NA
483	NA	0.7828571200370789	NA	NA	NA	NA	NA
484	NA	0.7861908078193665	NA	NA	NA	NA	NA
485	NA	0.7885786890983582	NA	NA	NA	NA	NA
486	0.8000736236572266	NA	NA	NA	NA	NA	NA
487	0.8028379082679749	NA	NA	NA	NA	NA	NA
488	NA	0.7986974120140076	NA	NA	NA	NA	NA
489	NA	0.8024736642837524	NA	NA	NA	NA	NA
