	4_8	4_7	cycle	3_6
156	NA	NA	0.4248591661453247	NA
157	NA	NA	0.42440661787986755	NA
158	NA	NA	0.4272143542766571	NA
159	NA	NA	0.42619433999061584	NA
160	NA	NA	0.42469391226768494	NA
161	NA	NA	0.4244763255119324	NA
162	NA	NA	0.4283013343811035	NA
163	NA	NA	0.4273928999900818	NA
164	NA	NA	0.4303984045982361	NA
165	NA	NA	0.42981967329978943	NA
166	NA	NA	0.4302296042442322	NA
167	NA	NA	0.4301198720932007	NA
168	NA	NA	0.42827552556991577	NA
169	NA	NA	0.41329559683799744	NA
170	NA	NA	0.40791797637939453	NA
171	NA	NA	0.4052543640136719	NA
172	NA	NA	0.4041210114955902	NA
173	NA	NA	0.40131676197052	NA
174	NA	NA	0.4085027575492859	NA
175	NA	NA	0.4113641083240509	NA
176	NA	NA	0.4112986922264099	NA
177	NA	NA	0.4086495339870453	NA
178	NA	NA	0.4106281101703644	NA
179	NA	NA	0.4039206802845001	NA
180	NA	NA	0.40658116340637207	NA
181	NA	NA	0.39927780628204346	NA
182	NA	NA	0.3970279395580292	NA
183	NA	NA	0.3857858180999756	NA
184	NA	NA	0.3851092755794525	NA
185	NA	NA	0.3817196488380432	NA
186	NA	NA	0.37835338711738586	NA
187	NA	NA	0.3807016909122467	NA
188	NA	NA	0.38023555278778076	NA
189	NA	NA	0.3832254111766815	NA
190	NA	NA	0.3820571005344391	NA
191	NA	NA	0.3845387101173401	NA
192	NA	NA	0.3849967420101166	NA
193	NA	NA	0.3841566741466522	NA
194	NA	NA	0.37906497716903687	NA
195	NA	NA	0.3797647953033447	NA
196	NA	NA	0.3812563419342041	NA
197	NA	NA	0.38507726788520813	NA
198	NA	NA	0.3879542648792267	NA
199	NA	NA	0.3862253427505493	NA
200	NA	NA	0.37493956089019775	NA
201	NA	NA	0.3667774200439453	NA
202	NA	NA	0.35685741901397705	NA
203	NA	NA	0.3359681963920593	NA
204	NA	NA	0.32875823974609375	NA
205	NA	NA	0.325478732585907	NA
206	NA	NA	0.3278719484806061	NA
207	NA	NA	0.32425376772880554	NA
208	NA	NA	0.3363054692745209	NA
209	NA	NA	0.34020742774009705	NA
210	NA	NA	0.3484412431716919	NA
211	NA	NA	0.3578427731990814	NA
212	NA	NA	0.3570133149623871	NA
213	NA	NA	0.3515072166919708	NA
214	NA	NA	0.3496832847595215	NA
215	NA	NA	0.34499603509902954	NA
216	NA	NA	0.345651775598526	NA
217	NA	NA	0.34486123919487	NA
218	NA	NA	0.3426738977432251	NA
219	NA	NA	0.34085026383399963	NA
220	NA	NA	0.33543047308921814	NA
221	NA	NA	0.3327871561050415	NA
222	NA	NA	0.3105330765247345	NA
223	NA	NA	0.30533939599990845	NA
224	NA	NA	0.2975931167602539	NA
225	NA	NA	0.28710728883743286	NA
226	NA	NA	0.28526565432548523	NA
227	NA	NA	0.28257691860198975	NA
228	NA	NA	0.27930599451065063	NA
229	NA	NA	0.2785687744617462	NA
230	NA	NA	0.27544930577278137	NA
231	NA	NA	0.2821345329284668	NA
232	NA	NA	0.2839087247848511	NA
233	NA	NA	0.2817896604537964	NA
234	NA	NA	0.28376832604408264	NA
235	NA	NA	0.29170963168144226	NA
236	NA	NA	0.28684210777282715	NA
237	NA	NA	0.2834082841873169	NA
238	NA	NA	0.2810739576816559	NA
239	NA	NA	0.2685854732990265	NA
240	NA	NA	0.260384738445282	NA
241	NA	NA	0.2663467824459076	NA
242	NA	NA	0.2556658983230591	NA
243	NA	NA	0.2430119812488556	NA
244	NA	NA	0.23649780452251434	NA
245	NA	NA	0.22851192951202393	NA
246	NA	NA	0.23054718971252441	NA
247	NA	NA	0.2219771146774292	NA
248	NA	NA	0.1968081146478653	NA
249	NA	NA	0.19436801970005035	NA
250	NA	NA	0.20023886859416962	NA
251	NA	NA	0.2074396014213562	NA
252	NA	NA	0.19659127295017242	NA
253	NA	NA	0.1868143081665039	NA
254	NA	NA	0.18145278096199036	NA
255	NA	NA	0.17747192084789276	NA
256	NA	NA	0.18898427486419678	NA
257	NA	NA	0.1828511655330658	NA
258	NA	NA	0.1814374029636383	NA
259	NA	NA	0.18151749670505524	NA
260	NA	NA	0.17630413174629211	NA
261	NA	NA	0.17560923099517822	NA
262	NA	NA	0.16777697205543518	NA
263	NA	NA	0.16707462072372437	NA
264	NA	NA	0.16094112396240234	NA
265	NA	NA	0.12529808282852173	NA
266	NA	NA	0.11621404439210892	NA
267	NA	NA	0.10999009013175964	NA
268	NA	NA	0.10779999941587448	NA
269	NA	NA	0.1018255352973938	NA
270	NA	NA	0.09387274086475372	NA
271	NA	NA	0.09320978075265884	NA
272	NA	NA	0.10180367529392242	NA
273	NA	NA	0.09433264285326004	NA
274	NA	NA	0.08366554975509644	NA
275	NA	NA	0.07686227560043335	NA
276	NA	NA	0.08249723166227341	NA
277	NA	NA	0.08041747659444809	NA
278	NA	NA	0.07798206061124802	NA
279	NA	NA	0.07434774190187454	NA
280	NA	NA	0.07779289782047272	NA
281	NA	NA	0.06606417149305344	NA
282	NA	NA	0.06525164842605591	NA
283	NA	NA	0.06525178998708725	NA
284	NA	NA	0.06499248743057251	NA
285	NA	NA	0.06155550479888916	NA
286	NA	NA	0.057386308908462524	NA
287	NA	NA	0.05445559322834015	NA
288	NA	NA	0.0567704439163208	NA
289	NA	NA	0.04871581494808197	NA
290	NA	NA	0.04713127389550209	NA
291	NA	NA	0.04035629332065582	NA
292	NA	NA	0.038732804358005524	NA
293	NA	NA	0.035051241517066956	NA
294	NA	NA	0.03025863878428936	NA
295	NA	NA	0.03147583454847336	NA
296	NA	NA	0.02870156615972519	NA
297	NA	NA	0.032530777156353	NA
298	NA	NA	NA	0.05288633704185486
299	NA	NA	0.05082361772656441	NA
300	0.5328201651573181	NA	NA	NA
301	0.4655071198940277	NA	NA	NA
302	NA	NA	0.14417070150375366	NA
303	NA	NA	NA	0.16256289184093475
304	NA	NA	NA	0.12434449791908264
305	NA	NA	NA	0.11849134415388107
306	NA	NA	NA	0.12390928715467453
307	NA	NA	NA	0.12642571330070496
308	NA	NA	NA	0.1339062750339508
309	NA	NA	NA	0.15318025648593903
310	NA	NA	NA	0.15771198272705078
311	NA	NA	NA	0.15862925350666046
312	NA	NA	NA	0.15439487993717194
313	NA	NA	NA	0.14299307763576508
314	NA	NA	NA	0.14892706274986267
315	NA	NA	NA	0.14934538304805756
316	NA	NA	NA	0.15081413090229034
317	NA	NA	NA	0.15662771463394165
318	NA	NA	NA	0.16030694544315338
319	NA	NA	NA	0.1627248376607895
320	NA	NA	NA	0.16375118494033813
321	NA	NA	NA	0.16073893010616302
322	NA	NA	NA	0.1590840071439743
323	NA	NA	NA	0.1636568307876587
324	NA	NA	NA	0.18215622007846832
325	NA	NA	NA	0.2088802307844162
326	NA	NA	NA	0.2145041972398758
327	NA	NA	NA	0.20992963016033173
328	NA	NA	NA	0.2209339141845703
329	NA	NA	NA	0.22990329563617706
330	NA	NA	NA	0.2507052421569824
331	NA	NA	NA	0.26981037855148315
332	NA	NA	NA	0.31218570470809937
333	NA	NA	NA	0.34613320231437683
334	NA	NA	NA	0.35211998224258423
335	NA	NA	NA	0.3699188828468323
336	NA	NA	NA	0.3669464886188507
337	NA	NA	NA	0.35013365745544434
338	NA	NA	NA	0.35756006836891174
339	NA	NA	NA	0.38321250677108765
340	NA	NA	NA	0.4368434548377991
341	NA	NA	NA	0.45186176896095276
342	NA	NA	NA	0.47379711270332336
343	NA	NA	NA	0.4802045524120331
344	NA	NA	NA	0.4889248311519623
345	NA	NA	NA	0.49157488346099854
346	NA	NA	NA	0.4886542558670044
347	NA	NA	NA	0.48673734068870544
348	NA	NA	NA	0.4867151379585266
349	NA	0.4883211851119995	NA	NA
350	NA	NA	NA	0.4988877475261688
351	NA	0.5021623969078064	NA	NA
352	NA	0.5053603649139404	NA	NA
353	NA	0.5071913599967957	NA	NA
354	NA	0.5086323618888855	NA	NA
355	NA	0.5066627264022827	NA	NA
356	NA	0.5089986324310303	NA	NA
357	NA	NA	NA	0.5118644833564758
358	NA	0.5048701763153076	NA	NA
359	NA	NA	NA	0.5055950880050659
360	NA	NA	NA	0.5070624351501465
361	NA	NA	NA	0.5114285945892334
362	NA	NA	NA	0.513096272945404
363	NA	NA	NA	0.5116137862205505
364	NA	NA	NA	0.5088891983032227
365	NA	NA	NA	0.5053354501724243
366	NA	NA	NA	0.4976808726787567
367	NA	NA	NA	0.4960288405418396
368	NA	NA	NA	0.5005941987037659
369	NA	NA	NA	0.5089910626411438
370	NA	NA	NA	0.5164878368377686
371	NA	NA	NA	0.5262442827224731
372	NA	NA	NA	0.5285325050354004
373	NA	NA	NA	0.5402791500091553
374	NA	NA	NA	0.5790708661079407
375	NA	NA	NA	0.5724292397499084
376	NA	NA	NA	0.5711553692817688
377	NA	NA	NA	0.5883818864822388
378	NA	NA	NA	0.5919588208198547
379	NA	NA	NA	0.588670015335083
380	NA	0.5843386054039001	NA	NA
381	NA	0.5766835808753967	NA	NA
382	NA	0.5840283036231995	NA	NA
383	NA	NA	NA	0.5929896235466003
384	NA	NA	NA	0.600950300693512
385	NA	NA	NA	0.6325165033340454
386	NA	NA	NA	0.6458529829978943
387	NA	NA	NA	0.6636316180229187
388	NA	NA	NA	0.6588622331619263
389	NA	NA	NA	0.660577654838562
390	NA	NA	NA	0.658660888671875
391	NA	NA	NA	0.6586269736289978
392	NA	NA	NA	0.6553499698638916
393	NA	NA	NA	0.6595458388328552
394	NA	NA	NA	0.6811336874961853
395	NA	NA	NA	0.6874876618385315
396	NA	NA	NA	0.6861306428909302
397	NA	NA	NA	0.688513457775116
398	NA	NA	NA	0.6587480902671814
399	NA	NA	NA	0.6488457322120667
400	NA	NA	NA	0.6449785232543945
401	NA	NA	NA	0.6575182676315308
402	NA	NA	NA	0.6774032711982727
403	NA	NA	NA	0.7044420838356018
404	NA	NA	NA	0.7084407806396484
405	NA	NA	NA	0.7183279991149902
406	NA	NA	NA	0.7211514115333557
407	NA	NA	NA	0.7354661226272583
408	NA	NA	NA	0.7351865172386169
409	NA	NA	NA	0.7365084886550903
410	NA	NA	NA	0.7431512475013733
411	NA	NA	NA	0.7414909601211548
412	NA	NA	NA	0.7532596588134766
413	NA	NA	NA	0.7750595808029175
414	NA	NA	NA	0.797514796257019
415	NA	NA	NA	0.806625485420227
416	NA	NA	NA	0.808009147644043
417	NA	NA	NA	0.804396390914917
418	NA	NA	NA	0.799473762512207
419	NA	NA	NA	0.7945333123207092
420	NA	NA	NA	0.8093510866165161
421	NA	NA	NA	0.8302277326583862
422	NA	NA	NA	0.8413551449775696
423	NA	NA	NA	0.8362860679626465
424	NA	NA	NA	0.833827555179596
425	NA	NA	NA	0.8751211166381836
426	NA	NA	NA	0.8825450539588928
427	NA	NA	NA	0.8831751346588135
428	NA	NA	NA	0.8748542070388794
429	NA	NA	NA	0.8883346319198608
430	NA	NA	NA	0.8964580297470093
431	NA	NA	NA	0.9037160873413086
432	NA	NA	NA	0.9063529372215271
433	NA	NA	NA	0.5156297087669373
434	NA	NA	NA	0.516357958316803
435	NA	NA	NA	0.5171830058097839
436	NA	NA	NA	0.5173484683036804
437	NA	NA	NA	0.5188504457473755
438	NA	0.5372068881988525	NA	NA
439	NA	0.5394881367683411	NA	NA
440	NA	0.5439834594726562	NA	NA
441	NA	0.5434459447860718	NA	NA
442	NA	0.5576514601707458	NA	NA
443	NA	0.5585267543792725	NA	NA
444	NA	0.5582240223884583	NA	NA
445	NA	0.5644895434379578	NA	NA
446	NA	0.5631099343299866	NA	NA
447	NA	0.5621399879455566	NA	NA
448	NA	0.5610077381134033	NA	NA
449	NA	0.5567351579666138	NA	NA
450	NA	0.5520491600036621	NA	NA
451	NA	0.5488480925559998	NA	NA
452	NA	0.5435441732406616	NA	NA
453	NA	0.5429394245147705	NA	NA
454	NA	0.5511823892593384	NA	NA
455	NA	0.5554503798484802	NA	NA
456	NA	0.5627982020378113	NA	NA
457	NA	0.5661172866821289	NA	NA
458	NA	0.5735118985176086	NA	NA
459	NA	0.5738059282302856	NA	NA
460	NA	0.5656219124794006	NA	NA
461	NA	0.5676001906394958	NA	NA
462	NA	0.5618939995765686	NA	NA
463	NA	0.5586801767349243	NA	NA
464	NA	0.5626351833343506	NA	NA
465	NA	0.563028872013092	NA	NA
466	NA	0.5657782554626465	NA	NA
467	NA	0.578411877155304	NA	NA
468	NA	0.5821011662483215	NA	NA
469	NA	0.5820377469062805	NA	NA
470	NA	0.5831172466278076	NA	NA
471	NA	0.5808537602424622	NA	NA
472	NA	0.579450249671936	NA	NA
473	NA	0.5757343769073486	NA	NA
474	NA	0.5725197196006775	NA	NA
475	NA	0.5778771042823792	NA	NA
476	NA	0.5756668448448181	NA	NA
477	NA	0.5770444273948669	NA	NA
478	NA	0.5757558345794678	NA	NA
479	NA	0.5734297633171082	NA	NA
480	NA	0.5736743807792664	NA	NA
481	NA	0.5786511898040771	NA	NA
482	NA	0.5892991423606873	NA	NA
483	NA	0.6112302541732788	NA	NA
484	NA	0.6162219643592834	NA	NA
485	NA	0.6231774687767029	NA	NA
486	NA	0.6318557262420654	NA	NA
487	NA	0.6338329911231995	NA	NA
488	NA	0.6377635598182678	NA	NA
489	NA	0.6371882557868958	NA	NA
490	NA	0.6377809047698975	NA	NA
491	NA	0.6356897354125977	NA	NA
492	NA	0.6374844908714294	NA	NA
493	NA	0.6371318101882935	NA	NA
494	NA	0.6385647058486938	NA	NA
495	NA	0.6358014941215515	NA	NA
496	NA	0.6428273916244507	NA	NA
497	NA	0.6441836357116699	NA	NA
498	NA	0.6485767960548401	NA	NA
499	NA	0.650342583656311	NA	NA
500	NA	0.6522124409675598	NA	NA
501	NA	0.6496328115463257	NA	NA
502	NA	0.6375754475593567	NA	NA
503	NA	0.6361640691757202	NA	NA
504	NA	0.6388217210769653	NA	NA
505	NA	0.6355960369110107	NA	NA
506	NA	0.6353411674499512	NA	NA
507	NA	0.6355069279670715	NA	NA
508	NA	0.6373040080070496	NA	NA
509	NA	0.6396867036819458	NA	NA
510	NA	0.6427065134048462	NA	NA
511	NA	0.6450944542884827	NA	NA
512	NA	0.6540212035179138	NA	NA
513	NA	0.6552935242652893	NA	NA
514	NA	0.647247850894928	NA	NA
515	NA	0.6563999652862549	NA	NA
516	NA	0.6570387482643127	NA	NA
517	NA	0.6583837866783142	NA	NA
518	NA	0.6588510870933533	NA	NA
519	NA	NA	NA	0.9042717218399048
520	NA	NA	NA	0.9067146182060242
521	NA	NA	NA	0.9044075012207031
522	NA	NA	NA	0.9001858234405518
523	NA	NA	NA	0.9007461071014404
524	NA	NA	NA	0.9027325510978699
525	NA	NA	NA	0.9066343307495117
526	NA	NA	NA	0.9061123132705688
527	NA	NA	NA	0.9093335270881653
528	NA	NA	NA	0.9072655439376831
529	NA	NA	NA	0.9086757898330688
530	NA	NA	NA	0.9012925028800964
531	NA	NA	NA	0.8929139375686646
532	NA	NA	NA	0.9020639061927795
533	NA	NA	NA	0.8927502632141113
534	NA	NA	NA	0.9110605120658875
535	NA	NA	NA	0.9147106409072876
536	NA	NA	NA	0.9169884324073792
537	NA	NA	NA	0.916513204574585
538	NA	NA	NA	0.9260875582695007
539	NA	NA	NA	0.9318692684173584
540	NA	NA	NA	0.9325501918792725
541	NA	NA	NA	0.9347662329673767
542	NA	NA	NA	0.9369484782218933
543	NA	NA	NA	0.9385353922843933
544	NA	NA	NA	0.9388540983200073
545	NA	NA	NA	0.9521140456199646
546	NA	NA	NA	0.9522678852081299
547	NA	NA	NA	0.9518521428108215
548	NA	NA	NA	0.9480608105659485
549	NA	NA	NA	0.9546634554862976
550	NA	NA	NA	0.9532460570335388
551	NA	NA	NA	0.9502117037773132
552	NA	NA	NA	0.9520547986030579
553	NA	NA	NA	0.9559884667396545
554	NA	NA	NA	0.9637299180030823
555	NA	NA	NA	0.9703831672668457
556	NA	NA	NA	0.9700717329978943
557	NA	NA	NA	0.9803270101547241
558	NA	NA	NA	0.9788798689842224
559	NA	NA	NA	0.997253954410553
560	NA	NA	NA	0.9992706775665283
561	NA	NA	NA	0.9972809553146362
562	NA	NA	NA	1.0
563	NA	NA	NA	0.9965388178825378
564	NA	NA	NA	0.9897212982177734
565	NA	NA	NA	0.9718978404998779
566	NA	NA	NA	0.9678043723106384
567	NA	NA	NA	0.9610795974731445
568	NA	NA	NA	0.9617347717285156
569	NA	NA	NA	0.9607462286949158
570	NA	NA	NA	0.9668594598770142
571	NA	NA	NA	0.9639319181442261
572	NA	NA	NA	0.9682481288909912
573	NA	NA	NA	0.973360538482666
574	NA	NA	NA	0.9752860069274902
575	NA	NA	NA	0.9749191403388977
576	NA	NA	NA	0.97316575050354
577	NA	NA	NA	0.9743093252182007
578	NA	NA	NA	0.9055391550064087
579	NA	NA	NA	0.9063283205032349
580	NA	NA	NA	0.8905461430549622
581	NA	NA	NA	0.8763542771339417
582	NA	NA	NA	0.8672083020210266
583	NA	NA	NA	0.8601583242416382
584	NA	NA	NA	0.8575137257575989
585	NA	NA	NA	0.8561000227928162
586	NA	NA	NA	0.8612601161003113
587	NA	NA	NA	0.8611865043640137
588	NA	NA	NA	0.8745660185813904
589	NA	NA	NA	0.8741027116775513
590	NA	NA	NA	0.8784601092338562
591	NA	NA	NA	0.8779744505882263
592	NA	NA	NA	0.8796436190605164
593	NA	NA	NA	0.8879014849662781
594	NA	NA	NA	0.8927168846130371
595	NA	NA	NA	0.9018262624740601
596	NA	NA	NA	0.9045378565788269
597	NA	NA	NA	0.9054428339004517
598	NA	NA	NA	0.9098900556564331
599	NA	NA	NA	0.9135374426841736
600	NA	NA	NA	0.9145236015319824
601	NA	NA	NA	0.9045224785804749
602	NA	NA	NA	0.906890869140625
603	NA	NA	NA	0.8966888189315796
604	NA	NA	NA	0.896285355091095
605	NA	NA	NA	0.895894467830658
606	NA	NA	NA	0.888431966304779
607	NA	NA	NA	0.8958351016044617
608	NA	NA	NA	0.9132393002510071
609	NA	NA	NA	0.9229367971420288
610	NA	NA	NA	0.9216013550758362
611	NA	NA	NA	0.9371619820594788
612	NA	NA	NA	0.9322776198387146
613	NA	NA	NA	0.9304399490356445
614	NA	NA	NA	0.9272255897521973
615	NA	NA	NA	0.9316419363021851
616	NA	NA	NA	0.9386375546455383
617	NA	NA	NA	0.9389723539352417
618	NA	NA	NA	0.9381827116012573
619	NA	NA	NA	0.9422388672828674
620	NA	NA	NA	0.9608543515205383
621	NA	NA	NA	0.9639539122581482
622	NA	NA	NA	0.9703429937362671
623	NA	NA	NA	0.9795817732810974
624	NA	NA	NA	0.9851627945899963
625	NA	NA	NA	0.9839063882827759
626	NA	NA	NA	0.9798404574394226
627	NA	NA	NA	0.9709212779998779
628	NA	NA	NA	0.9706442952156067
629	NA	NA	NA	0.9668517112731934
630	NA	NA	NA	0.9628522396087646
631	NA	NA	NA	0.9570339918136597
632	NA	NA	NA	0.9610826969146729
633	NA	NA	NA	0.9635339975357056
634	NA	NA	NA	0.9623956084251404
635	NA	NA	NA	0.9696932435035706
636	NA	NA	NA	0.9776375889778137
637	NA	NA	NA	0.9747722148895264
638	NA	NA	NA	0.967720627784729
639	NA	NA	NA	0.9717614054679871
640	NA	NA	NA	0.9675284028053284
641	NA	NA	NA	0.9696251153945923
642	NA	NA	NA	0.964300811290741
643	NA	NA	NA	0.9635753035545349
644	NA	NA	NA	0.9616016745567322
645	NA	NA	NA	0.9592865109443665
646	NA	NA	NA	0.9552574753761292
647	NA	0.6593179106712341	NA	NA
648	NA	0.6611614227294922	NA	NA
649	NA	0.6651159524917603	NA	NA
650	NA	0.6799686551094055	NA	NA
651	NA	0.6830413341522217	NA	NA
652	NA	0.6838462352752686	NA	NA
653	NA	0.6830787062644958	NA	NA
654	NA	0.6824687123298645	NA	NA
655	NA	0.6799754500389099	NA	NA
656	NA	0.6789799928665161	NA	NA
657	NA	0.6750743389129639	NA	NA
658	NA	0.6684909462928772	NA	NA
659	NA	0.6649641394615173	NA	NA
660	NA	0.669435977935791	NA	NA
661	NA	0.6774369478225708	NA	NA
662	0.680161714553833	NA	NA	NA
663	NA	0.6896188259124756	NA	NA
664	NA	0.6905518770217896	NA	NA
665	NA	0.6944522857666016	NA	NA
666	NA	0.6942991614341736	NA	NA
667	NA	0.6906658411026001	NA	NA
668	NA	0.6854430437088013	NA	NA
669	NA	0.6852303147315979	NA	NA
670	NA	0.6859316229820251	NA	NA
671	NA	0.691249430179596	NA	NA
672	NA	0.7101609706878662	NA	NA
673	NA	0.71039879322052	NA	NA
674	NA	0.715707540512085	NA	NA
675	NA	0.7165083885192871	NA	NA
676	NA	0.7151444554328918	NA	NA
677	NA	0.7156352400779724	NA	NA
678	NA	0.7109830975532532	NA	NA
679	NA	0.7012825012207031	NA	NA
680	NA	0.6884770393371582	NA	NA
681	NA	0.6977062821388245	NA	NA
682	NA	0.7118954062461853	NA	NA
683	NA	0.7119322419166565	NA	NA
684	NA	0.7118578553199768	NA	NA
685	NA	0.7115304470062256	NA	NA
686	NA	0.702805757522583	NA	NA
687	NA	0.7022348046302795	NA	NA
688	NA	0.6984111070632935	NA	NA
689	NA	0.7000726461410522	NA	NA
690	NA	0.6967446208000183	NA	NA
691	NA	0.7004920244216919	NA	NA
692	NA	0.7016332149505615	NA	NA
693	NA	0.6993958950042725	NA	NA
694	NA	0.7003040909767151	NA	NA
695	NA	0.7048723697662354	NA	NA
696	NA	0.7044147253036499	NA	NA
697	NA	0.7105123996734619	NA	NA
698	NA	0.7200336456298828	NA	NA
699	NA	0.7214006781578064	NA	NA
700	NA	0.7253082990646362	NA	NA
701	NA	0.7242801785469055	NA	NA
702	NA	0.7265798449516296	NA	NA
703	NA	0.7304962277412415	NA	NA
704	NA	0.7276055812835693	NA	NA
705	NA	0.7271453738212585	NA	NA
706	NA	0.7126087546348572	NA	NA
707	NA	0.7076992392539978	NA	NA
708	NA	0.7043850421905518	NA	NA
709	NA	0.7038794755935669	NA	NA
710	NA	0.6993994116783142	NA	NA
