	0	1	2	3
Cell_129	NA	0.5101189613342285	NA	NA
Cell_130	NA	0.5185163021087646	NA	NA
Cell_131	NA	0.5174410939216614	NA	NA
Cell_132	NA	0.5207696557044983	NA	NA
Cell_133	NA	0.5242647528648376	NA	NA
Cell_134	NA	0.5259034633636475	NA	NA
Cell_135	NA	0.5300387740135193	NA	NA
Cell_136	NA	0.5459867119789124	NA	NA
Cell_137	NA	0.5481523275375366	NA	NA
Cell_138	NA	0.5522059202194214	NA	NA
Cell_139	NA	0.5612722635269165	NA	NA
Cell_140	NA	0.5623461604118347	NA	NA
Cell_141	NA	0.5630207657814026	NA	NA
Cell_142	NA	0.5669308304786682	NA	NA
Cell_143	NA	0.5665562152862549	NA	NA
Cell_144	NA	0.5839861035346985	NA	NA
Cell_145	NA	0.5930348634719849	NA	NA
Cell_146	NA	0.5899268388748169	NA	NA
Cell_147	NA	0.5951262712478638	NA	NA
Cell_148	NA	0.6021615862846375	NA	NA
Cell_149	NA	0.6105026006698608	NA	NA
Cell_150	NA	0.6058241724967957	NA	NA
Cell_151	NA	0.6164515018463135	NA	NA
Cell_152	NA	0.621805727481842	NA	NA
Cell_153	NA	0.6223634481430054	NA	NA
Cell_154	NA	0.6273629665374756	NA	NA
Cell_155	NA	0.6246045231819153	NA	NA
Cell_156	NA	0.6267483830451965	NA	NA
Cell_157	NA	0.6262925267219543	NA	NA
Cell_158	NA	0.6294528245925903	NA	NA
Cell_159	NA	0.6335853934288025	NA	NA
Cell_160	NA	0.6350868344306946	NA	NA
Cell_161	NA	0.6435253620147705	NA	NA
Cell_162	NA	0.6492342352867126	NA	NA
Cell_163	NA	0.6422538161277771	NA	NA
Cell_164	NA	0.6448988318443298	NA	NA
Cell_165	NA	0.6539058685302734	NA	NA
Cell_166	NA	0.6701812148094177	NA	NA
Cell_167	NA	0.6912006735801697	NA	NA
Cell_168	NA	0.6956009268760681	NA	NA
Cell_169	NA	0.7186654210090637	NA	NA
Cell_170	NA	0.7545551061630249	NA	NA
Cell_171	NA	0.7581944465637207	NA	NA
Cell_172	NA	0.7490761280059814	NA	NA
Cell_173	NA	0.7556008696556091	NA	NA
Cell_174	NA	0.7589235305786133	NA	NA
Cell_175	NA	0.7638218402862549	NA	NA
Cell_176	NA	0.7598426342010498	NA	NA
Cell_177	NA	0.7646840214729309	NA	NA
Cell_178	NA	0.7658392190933228	NA	NA
Cell_179	NA	0.7634397149085999	NA	NA
Cell_180	NA	0.7600241303443909	NA	NA
Cell_181	NA	0.7606110572814941	NA	NA
Cell_182	NA	0.756881058216095	NA	NA
Cell_183	NA	0.7629225254058838	NA	NA
Cell_184	NA	0.7592917680740356	NA	NA
Cell_185	NA	0.7644748091697693	NA	NA
Cell_186	NA	0.7636562585830688	NA	NA
Cell_187	NA	0.7642861604690552	NA	NA
Cell_188	NA	0.7719364166259766	NA	NA
Cell_189	NA	0.7641119360923767	NA	NA
Cell_190	NA	0.7750992774963379	NA	NA
Cell_191	NA	0.7843215465545654	NA	NA
Cell_192	NA	0.7877439260482788	NA	NA
Cell_193	NA	0.7910600900650024	NA	NA
Cell_194	NA	0.7933099865913391	NA	NA
Cell_195	NA	0.7932897806167603	NA	NA
Cell_196	NA	0.7950116991996765	NA	NA
Cell_197	NA	0.7955213189125061	NA	NA
Cell_198	NA	0.7981105446815491	NA	NA
Cell_199	NA	0.8061466217041016	NA	NA
Cell_200	NA	0.8205110430717468	NA	NA
Cell_201	NA	0.8292009234428406	NA	NA
Cell_202	NA	0.8325789570808411	NA	NA
Cell_203	NA	0.8247785568237305	NA	NA
Cell_204	NA	0.8225445747375488	NA	NA
Cell_205	NA	0.8343424797058105	NA	NA
Cell_206	NA	0.8412769436836243	NA	NA
Cell_207	NA	0.8305345773696899	NA	NA
Cell_208	NA	0.8384157419204712	NA	NA
Cell_209	NA	0.8374660015106201	NA	NA
Cell_210	NA	0.8410688638687134	NA	NA
Cell_211	NA	0.8459304571151733	NA	NA
Cell_212	NA	0.8436311483383179	NA	NA
Cell_213	NA	0.8471802473068237	NA	NA
Cell_214	NA	0.8451167345046997	NA	NA
Cell_215	NA	0.8463934659957886	NA	NA
Cell_216	NA	0.8513695597648621	NA	NA
Cell_217	NA	0.8494454026222229	NA	NA
Cell_218	NA	0.8480436205863953	NA	NA
Cell_219	NA	0.8517507314682007	NA	NA
Cell_220	NA	0.848222017288208	NA	NA
Cell_221	NA	0.8559008240699768	NA	NA
Cell_222	NA	0.8616040945053101	NA	NA
Cell_223	NA	0.8627146482467651	NA	NA
Cell_224	NA	0.8744312524795532	NA	NA
Cell_225	NA	0.8709605932235718	NA	NA
Cell_226	NA	0.8735824227333069	NA	NA
Cell_227	NA	0.8771265149116516	NA	NA
Cell_228	NA	0.8757288455963135	NA	NA
Cell_229	NA	0.8721246123313904	NA	NA
Cell_230	NA	0.8739465475082397	NA	NA
Cell_231	NA	0.8616231679916382	NA	NA
Cell_232	NA	0.8675300478935242	NA	NA
Cell_233	NA	0.8808451890945435	NA	NA
Cell_234	NA	0.8816232681274414	NA	NA
Cell_235	NA	0.8810334205627441	NA	NA
Cell_236	NA	0.8848409652709961	NA	NA
Cell_237	NA	0.887103796005249	NA	NA
Cell_238	NA	0.8854550123214722	NA	NA
Cell_239	NA	0.8881872296333313	NA	NA
Cell_240	NA	0.8847282528877258	NA	NA
Cell_241	NA	0.8859797716140747	NA	NA
Cell_242	NA	0.8925334215164185	NA	NA
Cell_243	NA	0.9025378227233887	NA	NA
Cell_244	NA	0.8973534107208252	NA	NA
Cell_245	NA	0.9021967053413391	NA	NA
Cell_246	NA	0.9100176692008972	NA	NA
Cell_247	NA	0.9166725277900696	NA	NA
Cell_248	NA	0.9149930477142334	NA	NA
Cell_249	NA	NA	NA	0.9215697050094604
Cell_250	NA	0.9280232787132263	NA	NA
Cell_251	NA	0.927167534828186	NA	NA
Cell_252	NA	0.9296774864196777	NA	NA
Cell_253	NA	NA	NA	0.9357573390007019
Cell_254	NA	NA	NA	0.9498480558395386
Cell_255	NA	0.9460192322731018	NA	NA
Cell_256	NA	0.9628264904022217	NA	NA
Cell_257	NA	NA	NA	0.9569724798202515
Cell_258	NA	0.9551344513893127	NA	NA
Cell_259	NA	NA	NA	0.956506073474884
Cell_260	NA	NA	NA	0.9427514672279358
Cell_261	NA	NA	NA	0.9487468004226685
Cell_262	NA	NA	NA	0.940342903137207
Cell_263	NA	NA	NA	0.9489712119102478
Cell_264	NA	NA	NA	0.9525015354156494
Cell_265	NA	NA	NA	0.9560878276824951
Cell_266	NA	NA	NA	0.9553254842758179
Cell_267	NA	NA	NA	0.9771441221237183
Cell_268	NA	NA	NA	0.9769984483718872
Cell_269	NA	NA	NA	0.9781301617622375
Cell_270	NA	NA	NA	0.9750775694847107
Cell_271	NA	NA	NA	0.9802364706993103
Cell_272	NA	NA	NA	0.9777024984359741
Cell_273	NA	NA	NA	0.9789408445358276
Cell_274	NA	NA	NA	0.9790191054344177
Cell_275	NA	NA	NA	0.9681581854820251
Cell_276	NA	NA	NA	0.9758023023605347
Cell_277	NA	NA	NA	0.9773070812225342
Cell_278	NA	NA	NA	0.9749948978424072
Cell_279	NA	NA	NA	0.9793859720230103
Cell_280	NA	NA	NA	0.9732491970062256
Cell_281	NA	NA	NA	0.9866085052490234
Cell_282	NA	NA	NA	0.9839950799942017
Cell_283	NA	NA	NA	0.9858548641204834
Cell_284	NA	NA	NA	0.9861615896224976
Cell_285	NA	NA	NA	0.9882065653800964
Cell_286	NA	NA	NA	0.9902083277702332
Cell_287	NA	NA	NA	0.9892277717590332
Cell_288	NA	NA	NA	0.9870206713676453
Cell_289	NA	NA	NA	0.9800117611885071
Cell_290	NA	NA	NA	0.9755768179893494
Cell_291	NA	NA	NA	0.9704578518867493
Cell_292	NA	NA	NA	0.9709467887878418
Cell_293	NA	NA	NA	0.9728968143463135
Cell_294	NA	NA	NA	0.9751458764076233
Cell_295	NA	NA	NA	0.9678311347961426
Cell_296	NA	NA	NA	0.9692731499671936
Cell_297	NA	NA	NA	0.971480131149292
Cell_298	NA	NA	NA	0.9731196165084839
Cell_299	NA	NA	NA	0.9746385812759399
Cell_300	NA	NA	NA	0.9714730978012085
Cell_301	NA	NA	NA	0.9732555747032166
Cell_302	NA	NA	NA	0.9737476110458374
Cell_303	NA	NA	NA	0.9745092988014221
Cell_304	NA	NA	NA	0.9713397026062012
Cell_305	NA	NA	NA	0.965108335018158
Cell_306	NA	NA	NA	0.9667412042617798
Cell_307	NA	NA	NA	0.9609466791152954
Cell_308	NA	NA	NA	0.9618296027183533
Cell_309	NA	NA	NA	0.9578477740287781
Cell_310	NA	NA	NA	0.9542465806007385
Cell_311	NA	NA	NA	0.9560505151748657
Cell_312	NA	NA	NA	0.9530912637710571
Cell_313	NA	NA	NA	0.9500616192817688
Cell_314	NA	NA	NA	0.951002299785614
Cell_315	NA	NA	NA	0.9519283771514893
Cell_316	NA	NA	NA	0.9461107850074768
Cell_317	NA	NA	NA	0.9417203664779663
Cell_318	NA	NA	NA	0.944726824760437
Cell_319	NA	NA	NA	0.9441019892692566
Cell_320	NA	NA	NA	0.9356019496917725
Cell_321	NA	NA	NA	0.9400585889816284
Cell_322	NA	NA	NA	0.9372164607048035
Cell_323	NA	NA	NA	0.9366865158081055
Cell_324	NA	NA	NA	0.9373517632484436
Cell_325	NA	NA	NA	0.9379886388778687
Cell_326	NA	NA	NA	0.9304414987564087
Cell_327	NA	NA	NA	0.9384719729423523
Cell_328	NA	NA	NA	0.9363181591033936
Cell_329	NA	NA	NA	0.9315164685249329
Cell_330	NA	NA	NA	0.931508481502533
Cell_331	NA	NA	NA	0.9334107041358948
Cell_332	NA	NA	NA	0.9410139918327332
Cell_333	NA	NA	NA	0.9373719692230225
Cell_334	NA	NA	NA	0.9418482184410095
Cell_335	NA	NA	NA	0.9388816356658936
Cell_336	NA	NA	NA	0.943280041217804
Cell_337	NA	NA	NA	0.9424331188201904
Cell_338	NA	NA	NA	0.940454363822937
Cell_339	NA	NA	NA	0.9358893036842346
Cell_340	NA	NA	NA	0.9346998929977417
Cell_341	NA	NA	NA	0.9361301064491272
Cell_342	NA	NA	NA	0.9317998290061951
Cell_343	NA	NA	NA	0.9345272183418274
Cell_344	NA	NA	NA	0.9337995648384094
Cell_345	NA	NA	NA	0.9366953372955322
Cell_346	NA	NA	NA	0.9397873878479004
Cell_347	NA	NA	NA	0.9428234696388245
Cell_348	NA	NA	NA	0.9333353042602539
Cell_349	NA	NA	NA	0.9379147887229919
Cell_350	NA	NA	NA	0.9438712000846863
Cell_351	NA	NA	NA	0.9392626285552979
Cell_352	NA	NA	NA	0.945069432258606
Cell_353	NA	NA	NA	0.9417747855186462
Cell_354	NA	NA	NA	0.9453578591346741
Cell_355	NA	NA	NA	0.9421547055244446
Cell_356	NA	NA	NA	0.9354133009910583
Cell_357	NA	NA	NA	0.9320836067199707
Cell_358	NA	NA	NA	0.9318209290504456
Cell_359	NA	NA	NA	0.9347649216651917
Cell_360	NA	NA	NA	0.9361540079116821
Cell_361	NA	NA	NA	0.9307448863983154
Cell_362	NA	NA	NA	0.9285977482795715
Cell_363	NA	NA	NA	0.9351303577423096
Cell_364	NA	NA	NA	0.9324333667755127
Cell_365	NA	NA	NA	0.9330750107765198
Cell_366	NA	NA	NA	0.9281439185142517
Cell_367	NA	NA	NA	0.9299571514129639
Cell_368	NA	NA	NA	0.9247882962226868
Cell_369	NA	NA	NA	0.9257556200027466
Cell_370	NA	NA	NA	0.9133493900299072
Cell_371	NA	NA	NA	0.9163409471511841
Cell_372	NA	NA	NA	0.918785035610199
Cell_373	NA	NA	NA	0.920434832572937
Cell_374	NA	NA	NA	0.9168806672096252
Cell_375	NA	NA	NA	0.9228384494781494
Cell_376	NA	NA	NA	0.9161741137504578
Cell_377	NA	NA	NA	0.9243165850639343
Cell_378	NA	NA	NA	0.9247415661811829
Cell_379	NA	NA	NA	0.9187753796577454
Cell_380	NA	NA	NA	0.9166107773780823
Cell_381	NA	NA	NA	0.9196223616600037
Cell_382	NA	NA	NA	0.9221574068069458
Cell_383	NA	NA	NA	0.924863338470459
Cell_384	NA	NA	NA	0.9043043255805969
Cell_385	NA	NA	NA	0.8969246745109558
Cell_386	NA	NA	NA	0.9018771648406982
Cell_387	NA	NA	NA	0.8971297144889832
Cell_388	NA	NA	NA	0.8911398649215698
Cell_389	NA	NA	NA	0.8895918726921082
Cell_390	NA	NA	NA	0.8865300416946411
Cell_391	NA	NA	NA	0.8862529993057251
Cell_392	NA	NA	NA	0.8804898858070374
Cell_393	NA	NA	NA	0.8786994814872742
Cell_394	NA	NA	NA	0.8714745044708252
Cell_395	NA	NA	NA	0.8812779188156128
Cell_396	NA	NA	NA	0.8730539679527283
Cell_397	NA	NA	NA	0.8773542046546936
Cell_398	NA	NA	NA	0.8794677257537842
Cell_399	NA	NA	NA	0.8806722164154053
Cell_400	NA	NA	NA	0.8763226270675659
Cell_401	NA	NA	NA	0.8794088363647461
Cell_402	NA	NA	NA	0.8743590116500854
Cell_403	NA	NA	NA	0.8747670650482178
Cell_404	NA	NA	NA	0.8784595727920532
Cell_405	NA	NA	NA	0.8761983513832092
Cell_406	NA	NA	NA	0.8684073686599731
Cell_407	NA	NA	NA	0.8776757717132568
Cell_408	NA	NA	NA	0.8785212635993958
Cell_409	NA	NA	NA	0.8783727884292603
Cell_410	NA	NA	NA	0.8803390860557556
Cell_411	NA	NA	NA	0.8808320164680481
Cell_412	NA	NA	NA	0.8773869872093201
Cell_413	NA	NA	NA	0.8715444207191467
Cell_414	NA	NA	NA	0.8748063445091248
Cell_415	NA	NA	NA	0.870274543762207
Cell_416	NA	NA	NA	0.8618415594100952
Cell_417	NA	NA	NA	0.8515094518661499
Cell_418	NA	NA	NA	0.8392454385757446
Cell_419	NA	NA	NA	0.846153199672699
Cell_420	NA	NA	NA	0.8321079015731812
Cell_421	NA	NA	0.8248946666717529	NA
Cell_422	NA	NA	0.82087242603302	NA
Cell_423	NA	NA	0.8163854479789734	NA
Cell_424	NA	NA	0.8176068067550659	NA
Cell_425	NA	NA	0.8147014379501343	NA
Cell_426	NA	NA	0.816401481628418	NA
Cell_427	NA	NA	0.8182145357131958	NA
Cell_428	NA	NA	0.8185575604438782	NA
Cell_429	NA	NA	0.816309928894043	NA
Cell_430	NA	NA	0.8152322173118591	NA
Cell_431	NA	NA	0.8190882205963135	NA
Cell_432	NA	NA	0.8198139667510986	NA
Cell_433	NA	NA	0.8171145915985107	NA
Cell_434	NA	NA	0.8193151950836182	NA
Cell_435	NA	NA	0.8194454312324524	NA
Cell_436	NA	NA	0.8194939494132996	NA
Cell_437	NA	NA	0.8195919990539551	NA
Cell_438	NA	NA	0.8183242082595825	NA
Cell_439	NA	NA	0.8188784122467041	NA
Cell_440	NA	NA	0.8158738613128662	NA
Cell_441	NA	NA	0.8134922385215759	NA
Cell_442	NA	NA	0.8108406066894531	NA
Cell_443	NA	NA	NA	0.8099353313446045
Cell_444	NA	NA	0.8090057969093323	NA
Cell_445	NA	NA	0.8063132166862488	NA
Cell_446	NA	NA	NA	0.8145408630371094
Cell_447	NA	NA	NA	0.8150255680084229
Cell_448	NA	NA	NA	0.8177081942558289
Cell_449	NA	NA	NA	0.8177415132522583
Cell_450	NA	NA	NA	0.8190652132034302
Cell_451	NA	NA	NA	0.8204305768013
Cell_452	NA	NA	NA	0.8144884705543518
Cell_453	NA	NA	NA	0.8100114464759827
Cell_454	NA	NA	NA	0.8101966381072998
Cell_455	NA	NA	NA	0.8039723038673401
Cell_456	NA	NA	NA	0.8005471229553223
Cell_457	NA	NA	NA	0.7986363768577576
Cell_458	NA	NA	NA	0.7951852083206177
Cell_459	NA	NA	NA	0.7924036979675293
Cell_460	NA	NA	NA	0.7929211258888245
Cell_461	NA	NA	NA	0.7896607518196106
Cell_462	NA	NA	NA	0.7926861643791199
Cell_463	NA	NA	NA	0.7820741534233093
Cell_464	NA	NA	NA	0.7751906514167786
Cell_465	NA	NA	NA	0.7690290212631226
Cell_466	NA	NA	NA	0.7696080803871155
Cell_467	NA	NA	NA	0.7627642750740051
Cell_468	NA	NA	NA	0.7557417154312134
Cell_469	NA	NA	NA	0.7411140203475952
Cell_470	NA	NA	NA	0.7298619151115417
Cell_471	NA	NA	NA	0.732140302658081
Cell_472	NA	NA	NA	0.7297375798225403
Cell_473	NA	NA	NA	0.7276509404182434
Cell_474	NA	NA	NA	0.7272894978523254
Cell_475	NA	NA	NA	0.72627854347229
Cell_476	NA	NA	NA	0.7270058989524841
Cell_477	NA	NA	NA	0.7298799157142639
Cell_478	NA	NA	NA	0.7285228967666626
Cell_479	NA	NA	NA	0.7285794019699097
Cell_480	NA	NA	NA	0.7307805418968201
Cell_481	NA	NA	NA	0.7310592532157898
Cell_482	NA	NA	NA	0.7310234308242798
Cell_483	NA	NA	NA	0.7383973002433777
Cell_484	NA	NA	NA	0.7408534288406372
Cell_485	NA	NA	NA	0.7392209768295288
Cell_486	NA	NA	NA	0.7395569086074829
Cell_487	NA	NA	NA	0.7383933663368225
Cell_488	NA	NA	NA	0.735355794429779
Cell_489	NA	NA	NA	0.7324879765510559
Cell_490	NA	NA	NA	0.7348290681838989
Cell_491	NA	NA	NA	0.7317031025886536
Cell_492	NA	NA	NA	0.735506534576416
Cell_493	NA	NA	NA	0.7342395782470703
Cell_494	NA	NA	NA	0.7339146733283997
Cell_495	NA	NA	NA	0.7308937311172485
Cell_496	NA	NA	NA	0.7312523722648621
Cell_497	NA	NA	NA	0.7300985455513
Cell_498	NA	NA	NA	0.7290173172950745
Cell_499	NA	NA	NA	0.7228677868843079
Cell_500	NA	NA	NA	0.7211912870407104
Cell_501	NA	NA	NA	0.7194239497184753
Cell_502	NA	NA	NA	0.7183862328529358
Cell_503	NA	NA	NA	0.7183687090873718
Cell_504	NA	NA	NA	0.7179471850395203
Cell_505	NA	NA	NA	0.7134461998939514
Cell_506	NA	NA	NA	0.7108707427978516
Cell_507	NA	NA	NA	0.7098075747489929
Cell_508	NA	NA	NA	0.708789050579071
Cell_509	NA	NA	NA	0.7002886533737183
Cell_510	NA	NA	NA	0.6988983750343323
Cell_511	NA	NA	NA	0.6929119229316711
Cell_512	NA	NA	NA	0.6901612281799316
Cell_513	NA	NA	NA	0.684022068977356
Cell_514	NA	NA	NA	0.6814299821853638
Cell_515	NA	NA	NA	0.6815491914749146
Cell_516	NA	NA	NA	0.6821552515029907
Cell_517	NA	NA	NA	0.6785092353820801
Cell_518	NA	NA	NA	0.6760262846946716
Cell_519	NA	NA	NA	0.6776022911071777
Cell_520	NA	NA	NA	0.6744459271430969
Cell_521	NA	NA	NA	0.6771732568740845
Cell_522	NA	NA	NA	0.6644878387451172
Cell_523	NA	NA	NA	0.6597796082496643
Cell_524	NA	NA	NA	0.6547222137451172
Cell_525	NA	NA	NA	0.6484706997871399
Cell_526	NA	NA	NA	0.6379061937332153
Cell_527	NA	NA	NA	0.6421169638633728
Cell_528	NA	NA	NA	0.6340762376785278
Cell_529	NA	NA	NA	0.6390380263328552
Cell_530	NA	NA	NA	0.6157154440879822
Cell_531	NA	NA	NA	0.6088131070137024
Cell_532	NA	NA	NA	0.6058729887008667
Cell_533	NA	NA	NA	0.6006432175636292
Cell_534	NA	NA	NA	0.5994191765785217
Cell_535	NA	NA	NA	0.5995016694068909
Cell_536	NA	NA	NA	0.5977938771247864
Cell_537	NA	NA	NA	0.5970866084098816
Cell_538	NA	NA	NA	0.5972430109977722
Cell_539	NA	NA	NA	0.5923968553543091
Cell_540	NA	NA	NA	0.5931321978569031
Cell_541	NA	NA	NA	0.5889227986335754
Cell_542	NA	NA	NA	0.5904108285903931
Cell_543	NA	NA	NA	0.5925182104110718
Cell_544	NA	NA	NA	0.5930271744728088
Cell_545	NA	NA	NA	0.5813732743263245
Cell_546	NA	NA	NA	0.5720112323760986
Cell_547	NA	NA	NA	0.5746433734893799
Cell_548	NA	NA	NA	0.5725359916687012
Cell_549	NA	NA	NA	0.57119220495224
Cell_550	NA	NA	NA	0.5667352676391602
Cell_551	NA	NA	NA	0.5719285607337952
Cell_552	NA	NA	NA	0.5649130940437317
Cell_553	NA	NA	NA	0.5647537112236023
Cell_554	NA	NA	NA	0.5629510879516602
Cell_555	NA	NA	NA	0.5591508746147156
Cell_556	NA	NA	NA	0.5562325119972229
Cell_557	NA	NA	NA	0.5541209578514099
Cell_558	NA	NA	NA	0.5552858114242554
Cell_559	NA	NA	NA	0.559871256351471
Cell_560	NA	NA	NA	0.5565913915634155
Cell_561	NA	NA	NA	0.5537876486778259
Cell_562	NA	NA	NA	0.5478518009185791
Cell_563	NA	NA	NA	0.5468935966491699
Cell_564	NA	NA	NA	0.5428385138511658
Cell_565	NA	NA	NA	0.5390129685401917
Cell_566	NA	NA	NA	0.5368543267250061
Cell_567	NA	NA	NA	0.5335150957107544
Cell_568	NA	NA	NA	0.5312140583992004
Cell_569	NA	NA	NA	0.5281927585601807
Cell_570	NA	NA	NA	0.524466872215271
Cell_571	NA	NA	NA	0.5241992473602295
Cell_572	NA	NA	NA	0.5249285101890564
Cell_573	NA	NA	NA	0.5241673588752747
Cell_574	NA	NA	NA	0.5225207805633545
Cell_575	NA	NA	NA	0.5195177793502808
Cell_576	NA	NA	NA	0.5180770754814148
Cell_577	NA	NA	NA	0.5188049077987671
Cell_578	NA	NA	NA	0.5102153420448303
Cell_579	NA	NA	NA	0.5065833926200867
Cell_580	NA	NA	NA	0.5066104531288147
Cell_581	NA	NA	NA	0.5050508975982666
Cell_582	NA	NA	NA	0.5058448314666748
Cell_583	NA	NA	NA	0.5027146339416504
Cell_584	NA	NA	NA	0.5033413171768188
