	traj_0
cell1	0.8958368832448789
cell2	0.7249633326861298
cell3	0.030915567664765824
cell4	0.008825398899387686
cell5	0.030633545028238306
cell6	0.03549991929881438
cell7	0.02677637713987715
cell8	0.9611018338469512
cell9	0.035270951305650465
cell10	0.03566172485516991
cell11	0.032700101210284375
cell12	0.025089497172302386
cell13	0.9012910208253093
cell14	0.035589767316153445
cell15	0.034934796289721445
cell16	0.03454571578104088
cell17	0.028921248584038158
cell18	0.026270633409031973
cell19	0.03527561004802833
cell20	0.5756506297185578
cell21	0.032884552073101585
cell22	0.003020113859090821
cell23	0.03456035886608003
cell24	0.9900273701729486
cell25	0.023347584407907917
cell26	0.9494782379568092
cell27	0.022558253224614733
cell28	0.03449043606364999
cell29	0.02615717875542443
cell30	0.035730450126218456
cell31	0.012647404779769477
cell32	0.8449980385154701
cell33	0.9745879316160146
cell34	0.03558976553462064
cell35	0.006805333130959406
cell36	0.0314613295226768
cell37	0.006484088798354115
cell38	0.7035790113252224
cell39	0.03558976553462064
cell40	0.9407320703430745
cell41	0.02573556067245547
cell42	0.019700848122065642
cell43	0.030504919188293504
cell44	0.9072777827429114
cell45	0.026788433293457113
cell46	0.025881382668934628
cell47	0.03558977043383587
cell48	0.02427050841303299
cell49	0.010400088551802302
cell50	0.9906483034901332
cell51	0.9788395518802138
cell52	0.03571899223498919
cell53	0.028634322692499332
cell54	0.02772963419217306
cell55	0.03279187683275192
cell56	0.025620059238674775
cell57	0.7063274956082881
cell58	0.034273256393027404
cell59	0.03498960484496165
cell60	0.0035628252774800146
cell61	0.02371502394060593
cell62	0.06919541984273678
cell63	0.0036963400189518204
cell64	0.03558976553462064
cell65	0.035465054674649686
cell66	0.034204284495134775
cell67	0.9706183906902317
cell68	0.055333764634954444
cell69	0.02532246491231022
cell70	0.8103876257492699
cell71	0.03274007483584973
cell72	0.8947165326401887
cell73	0.002432088225892045
cell74	0.9593179607944687
cell75	0.9677053667453636
cell76	0.024017523532399065
cell77	0.031208530663497012
cell78	0.8362091934594962
cell79	0.7595542618631425
cell80	0.9797425817132627
cell81	0.901833864004491
cell82	0.035691160435767456
cell83	0.031976896461845435
cell84	0.5890299813490999
cell85	0.03534767163116718
cell86	0.03558976765019086
cell87	0.025513507617917597
cell88	0.02480121409198438
cell89	0.03245095865392906
cell90	0.9976220960573957
cell91	0.034127323665641696
cell92	0.025955680277461736
cell93	0.8168668623509214
cell94	0.03554764429153328
cell95	0.03564316034983324
cell96	0.03558976842961142
cell97	0.6790554457688971
cell98	0.03558977043383587
cell99	0.558377679471347
cell100	0.00217197595675428
cell101	0.9546425875785202
cell102	0.035668796835812755
cell103	0.7622864290780023
cell104	0.9693814428179202
cell105	0.031717768986080315
cell106	0.0
cell107	0.07688599867031033
cell108	0.0017635646506836107
cell109	0.027948422561625202
cell110	0.025265051763922405
cell111	0.11171785609699486
cell112	0.029713109342536997
cell113	0.0264395162309757
cell114	0.003814420879906626
cell115	0.030949479771028653
cell116	0.03213570263506999
cell117	0.02573521592588382
cell118	0.0331355810815551
cell119	0.0348707781795501
cell120	0.03308100153761179
cell121	0.026918023995976002
cell122	0.02581139026363317
cell123	0.028213056296340796
cell124	0.034631433668562805
cell125	0.9645407847650342
cell126	0.037071788491839223
cell127	0.9173023274554865
cell128	0.03134523172169931
