	traj_0
cell1	0.016749277818168297
cell2	0.01687687824665
cell3	0.4786444395823816
cell4	0.03640505314625028
cell5	0.05653781093159037
cell6	0.09489677746438627
cell7	0.05259522992000717
cell8	0.0013483397812348735
cell9	0.14943729749259285
cell10	0.040144343505361654
cell11	0.07559984091851875
cell12	0.050713611591942015
cell13	0.023736602033594973
cell14	0.8438686133714969
cell15	0.04216192292288139
cell16	0.0195035460341156
cell17	0.05355441441007876
cell18	0.5107772247670163
cell19	0.037941359282155376
cell20	0.031565107050341025
cell21	0.5371374598655025
cell22	0.05598074735487556
cell23	0.03841515297756787
cell24	0.03845544046329831
cell25	0.7519132135481766
cell26	0.05544324341114366
cell27	0.7830044628944899
cell28	0.04302097781724935
cell29	0.44874552313345906
cell30	0.9319760768648269
cell31	0.025025328878870417
cell32	0.011502608347674215
cell33	0.03704412958228374
cell34	0.038112382225361
cell35	0.03667114144248753
cell36	0.06829177821278751
cell37	0.7448491959642716
cell38	0.9872837510826749
cell39	0.011927698489147997
cell40	0.445383881192406
cell41	0.3027570159004915
cell42	0.0844537922497501
cell43	0.06768347438006593
cell44	0.31401587996872804
cell45	0.014389442101247776
cell46	0.9877505260436885
cell47	0.016589642078565094
cell48	0.9909549078475683
cell49	0.49635812116450473
cell50	0.22198541769045757
cell51	0.0990503896977213
cell52	0.4825393926321478
cell53	0.028603166173099645
cell54	0.10413624665628725
cell55	0.015505775083308315
cell56	0.2929881868480138
cell57	0.30791469876054267
cell58	0.06554745762518076
cell59	0.04119559616910956
cell60	0.9899308315700935
cell61	0.4470741786502043
cell62	0.05391711119697075
cell63	0.03884498989488092
cell64	0.026249088159001375
cell65	0.002018456490942474
cell66	0.03365466333059769
cell67	0.03774571470355647
cell68	0.8459056863959832
cell69	0.49198071185951336
cell70	0.03709227237210282
cell71	0.014479036743487638
cell72	0.07689558843542216
cell73	0.16878183119272044
cell74	0.03302956436059142
cell75	0.3147167908337532
cell76	0.7483133038328376
cell77	0.04169190724061635
cell78	0.018471701864991624
cell79	0.036566980931235164
cell80	0.03785514811101746
cell81	0.0376929857734813
cell82	0.03687636598919402
cell83	0.0416576806988713
cell84	0.0560056431233809
cell85	0.5040519609342418
cell86	0.054465210871661916
cell87	0.5206509577283767
cell88	0.03518843928413174
cell89	0.47559684075721853
cell90	0.11636152734121175
cell91	0.002909301462487999
cell92	0.03898948745716235
cell93	0.4921130178866729
cell94	0.04163609556977734
cell95	0.5763948917742014
cell96	0.6418751298936525
cell97	0.033848613683359535
cell98	0.5488802762530001
cell99	0.27955021772447586
cell100	0.025056748082873496
cell101	0.5062967171221738
cell102	0.7048016271733915
cell103	0.03492747761084946
cell104	0.8842933731006024
cell105	0.48282818746154454
cell106	0.4918031663334404
cell107	0.03411119682641825
cell108	0.807241983323892
cell109	0.0375582353854666
cell110	0.6403934067529434
cell111	0.059777486964002154
cell112	0.025895739179576157
cell113	0.03997368262955243
cell114	0.02277026417973798
cell115	0.016055245040256735
cell116	0.03368991773641875
cell117	0.054907187921403054
cell118	0.09484793379325149
cell119	0.017961363961412673
cell120	0.2937634896395959
cell121	0.0405182012354941
cell122	0.014019107378122142
cell123	0.6385987778270107
cell124	0.8000235218667981
cell125	0.31439952454703896
cell126	0.025879340324456622
cell127	0.03399159488811453
cell128	0.03823398472856872
cell129	0.08101958637398285
cell130	0.7738934102298031
cell131	0.014046288791937906
cell132	0.041590994706228526
cell133	0.9934789139091987
cell134	0.03242132052779322
cell135	0.43353844871075214
cell136	0.7419760884926976
cell137	0.30014161435512854
cell138	0.03435771047227733
cell139	0.04130622760958877
cell140	0.016185830137445
cell141	0.03436398703792739
cell142	0.04772355031883909
cell143	0.33447787788493155
cell144	0.8239518143073091
cell145	0.01694126167160081
cell146	0.7797732337913063
cell147	0.49192725367626466
cell148	0.6230561204024001
cell149	0.046937539250781785
cell150	0.34311504395543596
cell151	0.038015451937613055
cell152	0.2971439591994059
cell153	0.016397168344788406
cell154	0.018781718029920357
cell155	0.44620014113564255
cell156	0.3202868287468025
cell157	0.04945633830725289
cell158	0.5018973540757342
cell159	0.033886342513140585
cell160	0.04116459636230149
cell161	0.05116392340322049
cell162	0.0549780573463128
cell163	0.9014833532979173
cell164	0.02384274261023302
cell165	0.03738508943302299
cell166	0.19210738817636036
cell167	0.4825612405303198
cell168	0.3146799817852724
cell169	0.04117428263715187
cell170	0.06758787846928875
cell171	0.05452104912260164
cell172	0.6404431805275972
cell173	0.5802729467200928
cell174	0.9933691203957521
cell175	0.43839655684154594
cell176	0.018105943248961923
cell177	0.04167934548448095
cell178	0.48522643299389234
cell179	0.31463935143513017
cell180	0.7410017252709271
cell181	0.585722578737809
cell182	0.07641387961254607
cell183	0.0389548363680712
cell184	0.9896383413892385
cell185	0.022679776475680567
cell186	0.9557873309320266
cell187	0.04772202058404899
cell188	0.31640233888932523
cell189	0.05420426414365888
cell190	0.028006021557065587
cell191	0.2890084340094218
cell192	0.036961128084608205
cell193	0.01135105056235239
cell194	0.0167808370955419
cell195	0.31616054916773123
cell196	0.03484829813950775
cell197	0.5235696893081204
cell198	0.03535988102007324
cell199	0.05506150302311581
cell200	0.7779275482261789
cell201	0.0372721514012624
cell202	0.07766861860029935
cell203	0.03175044277556643
cell204	0.47857174034851235
cell205	0.3309387366904094
cell206	0.1218316280896524
cell207	0.03356222626078963
cell208	0.563466735926946
cell209	0.07366546378254728
cell210	0.023918675981412514
cell211	0.7497093484390019
cell212	0.616191630848617
