	0	1	2
cell144	NA	NA	0.0658486858010292
cell145	NA	NA	0.21513034403324127
cell146	NA	NA	0.09044833481311798
cell147	NA	NA	0.22272655367851257
cell148	NA	NA	0.17181244492530823
cell149	NA	NA	0.06490452587604523
cell150	NA	NA	0.16947436332702637
cell151	NA	NA	0.042426805943250656
cell152	NA	NA	0.0695994421839714
cell153	NA	NA	0.06285324692726135
cell154	NA	NA	0.17096322774887085
cell155	NA	NA	0.23989708721637726
cell156	NA	NA	0.0571802482008934
cell157	NA	NA	0.17018748819828033
cell158	NA	NA	0.056071363389492035
cell159	NA	NA	0.11827724426984787
cell160	NA	NA	0.24597929418087006
cell161	NA	NA	0.06380573660135269
cell162	NA	NA	0.23882898688316345
cell163	NA	NA	0.05397423729300499
cell164	NA	NA	0.2314007580280304
cell165	NA	NA	0.16234555840492249
cell166	NA	NA	0.23907887935638428
cell167	NA	NA	0.04633701592683792
cell168	NA	NA	0.10305875539779663
cell169	NA	NA	0.21903447806835175
cell170	NA	NA	0.0666104406118393
cell171	NA	NA	0.09049554914236069
cell172	NA	NA	0.13447876274585724
cell173	NA	NA	0.09464798122644424
cell174	NA	NA	0.09895427525043488
cell175	NA	NA	0.2476862072944641
cell176	NA	NA	0.17166589200496674
cell177	NA	NA	0.08567940443754196
cell178	NA	NA	0.05732044577598572
cell179	NA	NA	0.17120954394340515
cell180	NA	NA	0.12478885054588318
cell181	NA	NA	0.09536223858594894
cell182	NA	NA	0.06385064125061035
cell183	NA	NA	0.1947307288646698
cell184	NA	NA	0.2277873158454895
cell185	NA	NA	0.0777592658996582
cell186	NA	NA	0.023310819640755653
cell187	NA	NA	0.012687943875789642
cell188	NA	NA	0.09936465322971344
cell189	NA	NA	0.2410845160484314
cell190	NA	0.26716873049736023	NA
cell191	NA	NA	0.05026040971279144
cell192	NA	NA	0.06587531417608261
cell193	NA	NA	0.06271685659885406
cell194	NA	NA	0.047358084470033646
cell195	NA	NA	0.19124861061573029
cell196	NA	NA	0.16437701880931854
cell197	NA	NA	0.06661318242549896
cell198	NA	NA	0.06256312876939774
cell199	NA	NA	0.06240447610616684
cell200	NA	NA	0.25775644183158875
cell201	NA	NA	0.1658829301595688
cell202	NA	NA	0.06817711889743805
cell203	NA	NA	0.06819883733987808
cell204	NA	NA	0.06812383234500885
cell205	NA	NA	0.0983499139547348
cell206	NA	NA	0.05503121018409729
cell207	NA	NA	0.050047725439071655
cell208	NA	NA	0.06721051782369614
cell209	NA	0.2696172893047333	NA
cell210	NA	NA	0.06176284700632095
cell211	NA	NA	0.1942405253648758
cell212	NA	NA	0.06608846038579941
cell213	NA	NA	0.16178762912750244
cell214	NA	NA	0.06258047372102737
cell215	NA	NA	0.08392777293920517
cell216	NA	0.26598602533340454	NA
cell217	NA	NA	0.17223301529884338
cell218	NA	NA	0.06433390825986862
cell219	NA	NA	0.1285342127084732
cell220	NA	NA	0.2202707827091217
cell221	NA	NA	0.252071350812912
cell222	NA	NA	0.051357172429561615
cell223	NA	NA	0.06344424188137054
cell224	NA	NA	0.09364869445562363
cell225	NA	NA	0.0624028742313385
cell226	NA	NA	0.2342761605978012
cell227	NA	NA	0.24295763671398163
cell228	NA	NA	0.06274184584617615
cell229	NA	NA	0.23970159888267517
cell230	NA	NA	0.20023302733898163
cell231	NA	NA	0.17361170053482056
cell232	NA	NA	0.029016006737947464
cell233	NA	NA	0.22850564122200012
cell234	NA	NA	0.06358508765697479
cell235	NA	NA	0.23692484200000763
cell236	NA	NA	0.23305943608283997
cell237	NA	NA	0.1755051612854004
cell238	NA	NA	0.0656055137515068
cell239	NA	NA	0.050326962023973465
cell240	NA	NA	0.051578961312770844
cell241	NA	NA	0.04860225319862366
cell242	NA	NA	0.1706259399652481
cell243	NA	NA	0.0630054846405983
cell244	NA	NA	0.2163725197315216
cell245	NA	NA	0.2375185489654541
cell246	NA	NA	0.2145463228225708
cell247	NA	NA	0.06706205010414124
cell248	NA	NA	0.06638406217098236
cell249	NA	NA	0.1753503382205963
cell250	NA	NA	0.06784573197364807
cell251	NA	NA	0.17080359160900116
cell252	NA	NA	0.12093726545572281
cell253	NA	NA	0.06329920142889023
cell254	NA	NA	0.06686857342720032
cell255	NA	NA	0.19795352220535278
cell256	NA	NA	0.17239420115947723
cell257	NA	NA	0.04931853339076042
cell258	NA	NA	0.09177011251449585
cell259	NA	NA	0.0500580258667469
cell260	NA	0.2537880539894104	NA
cell261	NA	NA	0.048637520521879196
cell262	NA	NA	0.017872266471385956
cell263	NA	NA	0.04631124809384346
cell264	NA	NA	0.1604822874069214
cell265	NA	NA	0.12298489362001419
cell266	NA	NA	0.23981687426567078
cell267	NA	NA	0.010200465098023415
cell268	NA	NA	0.05119979381561279
cell269	NA	NA	0.2287033200263977
cell270	NA	NA	0.09964798390865326
cell271	NA	NA	0.09409624338150024
cell272	NA	NA	0.16804827749729156
cell273	NA	NA	0.11498990654945374
cell274	NA	NA	0.2568759322166443
cell275	NA	NA	0.16661760210990906
cell276	NA	NA	0.053345777094364166
cell277	NA	NA	0.19288311898708344
cell278	NA	NA	0.06461361795663834
cell279	NA	NA	0.11674366146326065
cell280	NA	NA	0.08850910514593124
cell281	NA	NA	0.022360486909747124
cell282	NA	NA	0.16613247990608215
cell283	NA	NA	0.0029103236738592386
cell284	NA	NA	0.07802877575159073
cell285	NA	NA	0.09513451159000397
cell286	NA	NA	0.06170283630490303
cell287	NA	NA	0.2272193729877472
cell288	NA	NA	0.0932830274105072
cell289	NA	NA	0.05015832930803299
cell290	NA	NA	0.06139453127980232
cell291	NA	NA	0.09896937012672424
cell292	NA	NA	0.16747979819774628
cell293	NA	NA	0.21597972512245178
cell294	NA	NA	0.06307271867990494
cell295	NA	NA	0.06914002448320389
cell296	NA	NA	0.07292146235704422
cell297	NA	NA	0.1756763458251953
cell298	NA	NA	0.09824827313423157
cell299	NA	NA	0.10366266965866089
cell300	NA	NA	0.21167202293872833
cell301	NA	NA	0.007015306036919355
cell302	NA	NA	0.08995742350816727
