	0	1	2	3	4
Cell_289	NA	0.8681016564369202	NA	NA	NA
Cell_290	NA	0.8701677322387695	NA	NA	NA
Cell_291	NA	0.8758761882781982	NA	NA	NA
Cell_292	NA	0.8805729746818542	NA	NA	NA
Cell_293	NA	0.8864833116531372	NA	NA	NA
Cell_294	NA	0.8894162178039551	NA	NA	NA
Cell_295	NA	0.8944800496101379	NA	NA	NA
Cell_296	NA	0.8949013352394104	NA	NA	NA
Cell_297	NA	0.8960151076316833	NA	NA	NA
Cell_298	NA	0.9055855870246887	NA	NA	NA
Cell_299	NA	0.898944616317749	NA	NA	NA
Cell_300	NA	0.90362948179245	NA	NA	NA
Cell_301	NA	0.9029054641723633	NA	NA	NA
Cell_302	NA	0.8986222147941589	NA	NA	NA
Cell_303	NA	0.8979965448379517	NA	NA	NA
Cell_304	NA	0.8979738354682922	NA	NA	NA
Cell_305	NA	0.9008099436759949	NA	NA	NA
Cell_306	NA	0.8977178931236267	NA	NA	NA
Cell_307	NA	0.9036197662353516	NA	NA	NA
Cell_308	NA	0.9063748717308044	NA	NA	NA
Cell_309	NA	0.9057748913764954	NA	NA	NA
Cell_310	NA	0.9138614535331726	NA	NA	NA
Cell_311	NA	0.9121061563491821	NA	NA	NA
Cell_312	NA	0.9196667075157166	NA	NA	NA
Cell_313	NA	0.9128052592277527	NA	NA	NA
Cell_314	NA	0.9164334535598755	NA	NA	NA
Cell_315	NA	0.9143894910812378	NA	NA	NA
Cell_316	NA	0.9110599756240845	NA	NA	NA
Cell_317	NA	0.9089093208312988	NA	NA	NA
Cell_318	NA	0.9084495306015015	NA	NA	NA
Cell_319	NA	0.9050885438919067	NA	NA	NA
Cell_320	NA	0.9048764705657959	NA	NA	NA
Cell_321	NA	0.903631865978241	NA	NA	NA
Cell_322	NA	0.9045697450637817	NA	NA	NA
Cell_323	NA	0.9047395586967468	NA	NA	NA
Cell_324	NA	0.9013186693191528	NA	NA	NA
Cell_325	NA	0.8999019265174866	NA	NA	NA
Cell_326	NA	0.8989438414573669	NA	NA	NA
Cell_327	NA	0.8948472142219543	NA	NA	NA
Cell_328	NA	0.8975955843925476	NA	NA	NA
Cell_329	NA	0.8970651030540466	NA	NA	NA
Cell_330	NA	0.8955875635147095	NA	NA	NA
Cell_331	NA	0.9010246396064758	NA	NA	NA
Cell_332	NA	0.9048886299133301	NA	NA	NA
Cell_333	NA	0.9011368155479431	NA	NA	NA
Cell_334	NA	0.9058151841163635	NA	NA	NA
Cell_335	NA	0.9017500281333923	NA	NA	NA
Cell_336	NA	0.9065431952476501	NA	NA	NA
Cell_337	NA	0.9053143262863159	NA	NA	NA
Cell_338	NA	0.9133248925209045	NA	NA	NA
Cell_339	NA	0.9125762581825256	NA	NA	NA
Cell_340	NA	0.9176388382911682	NA	NA	NA
Cell_341	NA	0.9149739742279053	NA	NA	NA
Cell_342	NA	0.9197752475738525	NA	NA	NA
Cell_343	NA	0.9138942956924438	NA	NA	NA
Cell_344	NA	0.9179820418357849	NA	NA	NA
Cell_345	NA	0.9209179282188416	NA	NA	NA
Cell_346	NA	0.9212672114372253	NA	NA	NA
Cell_347	NA	0.9262904524803162	NA	NA	NA
Cell_348	NA	0.9261670708656311	NA	NA	NA
Cell_349	NA	0.9287796020507812	NA	NA	NA
Cell_350	NA	0.9318411350250244	NA	NA	NA
Cell_351	NA	0.9300463795661926	NA	NA	NA
Cell_352	NA	0.9296101927757263	NA	NA	NA
Cell_353	NA	0.9240517616271973	NA	NA	NA
Cell_354	NA	0.924724817276001	NA	NA	NA
Cell_355	NA	0.9226608276367188	NA	NA	NA
Cell_356	NA	0.9196813702583313	NA	NA	NA
Cell_357	NA	0.9181200265884399	NA	NA	NA
Cell_358	NA	0.9162625670433044	NA	NA	NA
Cell_359	NA	0.9118464589118958	NA	NA	NA
Cell_360	NA	0.9097397327423096	NA	NA	NA
Cell_361	NA	0.9120050668716431	NA	NA	NA
Cell_362	NA	0.9148523807525635	NA	NA	NA
Cell_363	NA	0.9107380509376526	NA	NA	NA
Cell_364	NA	0.9153108596801758	NA	NA	NA
Cell_365	NA	0.9106361269950867	NA	NA	NA
Cell_366	NA	0.9164918661117554	NA	NA	NA
Cell_367	NA	0.9218854904174805	NA	NA	NA
Cell_368	NA	0.9160160422325134	NA	NA	NA
Cell_369	NA	0.9207196235656738	NA	NA	NA
Cell_370	NA	0.9204878807067871	NA	NA	NA
Cell_371	NA	0.9258604049682617	NA	NA	NA
Cell_372	NA	0.9239353537559509	NA	NA	NA
Cell_373	NA	0.9262254238128662	NA	NA	NA
Cell_374	NA	0.9312964677810669	NA	NA	NA
Cell_375	NA	NA	NA	NA	0.9446312189102173
Cell_376	NA	0.9385183453559875	NA	NA	NA
Cell_377	NA	0.954592227935791	NA	NA	NA
Cell_378	NA	0.9570444226264954	NA	NA	NA
Cell_379	NA	0.9482935070991516	NA	NA	NA
Cell_380	NA	0.9558818340301514	NA	NA	NA
Cell_381	NA	0.9652553796768188	NA	NA	NA
Cell_382	NA	0.9639586210250854	NA	NA	NA
Cell_383	NA	NA	NA	NA	0.9726337194442749
Cell_384	NA	NA	NA	NA	0.9664525985717773
Cell_385	NA	NA	NA	NA	0.9766799807548523
Cell_386	NA	NA	NA	NA	0.9705966114997864
Cell_387	NA	NA	NA	NA	0.9784306287765503
Cell_388	NA	NA	NA	NA	0.9679982662200928
Cell_389	NA	NA	NA	NA	0.9673188328742981
Cell_390	NA	NA	NA	NA	0.9768990278244019
Cell_391	NA	NA	NA	NA	0.9678047895431519
Cell_392	NA	NA	NA	NA	0.9676644206047058
Cell_393	NA	NA	NA	NA	0.972157895565033
Cell_394	NA	NA	NA	NA	0.9789405465126038
Cell_395	NA	NA	NA	NA	0.9797335267066956
Cell_396	NA	NA	NA	NA	0.9792737364768982
Cell_397	NA	NA	NA	NA	0.9768416881561279
Cell_398	NA	NA	NA	NA	0.9831786155700684
Cell_399	NA	NA	NA	NA	0.9782989025115967
Cell_400	NA	NA	NA	NA	0.9824866652488708
Cell_401	NA	NA	NA	NA	0.9791804552078247
Cell_402	NA	NA	NA	NA	0.9776403903961182
Cell_403	NA	NA	NA	NA	0.9764752984046936
Cell_404	NA	NA	NA	NA	0.9763068556785583
Cell_405	NA	NA	NA	NA	0.9753478765487671
Cell_406	NA	NA	NA	NA	0.9766521453857422
Cell_407	NA	NA	NA	NA	0.9691523909568787
Cell_408	NA	NA	NA	NA	0.9651264548301697
Cell_409	NA	NA	NA	NA	0.9638195037841797
Cell_410	NA	NA	NA	NA	0.9665586948394775
Cell_411	NA	NA	NA	NA	0.9652699828147888
Cell_412	NA	NA	NA	NA	0.970103919506073
Cell_413	NA	NA	NA	NA	0.9695602059364319
Cell_414	NA	NA	NA	NA	0.9651362895965576
Cell_415	NA	NA	NA	NA	0.9716813564300537
Cell_416	NA	NA	NA	NA	0.9716262817382812
Cell_417	NA	NA	NA	NA	0.9817855954170227
Cell_418	NA	NA	NA	NA	0.9781121611595154
Cell_419	NA	NA	NA	NA	0.9747787714004517
Cell_420	NA	NA	NA	NA	0.9817198514938354
Cell_421	NA	NA	NA	NA	0.9810774326324463
Cell_422	NA	NA	NA	NA	0.9868232607841492
Cell_423	NA	NA	NA	NA	0.9818940758705139
Cell_424	NA	NA	NA	NA	0.9881912469863892
Cell_425	NA	NA	NA	NA	0.981728732585907
Cell_426	NA	NA	NA	NA	0.986552357673645
Cell_427	NA	NA	NA	NA	0.9809899926185608
Cell_428	NA	NA	NA	NA	0.9804812669754028
Cell_429	NA	NA	NA	NA	0.9862551093101501
Cell_430	NA	NA	NA	NA	0.9753155708312988
Cell_431	NA	NA	NA	NA	0.9781578183174133
Cell_432	NA	NA	NA	NA	0.9785208106040955
Cell_433	NA	NA	NA	NA	0.9754400253295898
Cell_434	NA	NA	NA	NA	0.9769550561904907
Cell_435	NA	NA	NA	NA	0.9761788249015808
Cell_436	NA	NA	NA	NA	0.9800750613212585
Cell_437	NA	NA	NA	NA	0.9704194068908691
Cell_438	NA	NA	NA	NA	0.9752526879310608
Cell_439	NA	NA	NA	NA	0.9731533527374268
Cell_440	NA	NA	NA	NA	0.9821332693099976
Cell_441	NA	NA	NA	NA	0.9778825640678406
Cell_442	NA	NA	NA	NA	0.9803685545921326
Cell_443	NA	NA	NA	NA	0.9746233820915222
Cell_444	NA	NA	NA	NA	0.9800198674201965
Cell_445	NA	NA	NA	NA	0.9804524779319763
Cell_446	NA	NA	NA	NA	0.9770491719245911
Cell_447	NA	NA	NA	NA	0.9751829504966736
Cell_448	NA	NA	NA	NA	0.972143828868866
Cell_449	NA	NA	NA	NA	0.9753378033638
Cell_450	NA	NA	NA	NA	0.9743129014968872
Cell_451	NA	NA	NA	NA	0.9786891341209412
Cell_452	NA	NA	NA	NA	0.9766898155212402
Cell_453	NA	NA	NA	NA	0.9774090647697449
Cell_454	NA	NA	NA	NA	0.9663287997245789
Cell_455	NA	NA	NA	NA	0.9775569438934326
Cell_456	NA	NA	NA	NA	0.9777179956436157
Cell_457	NA	NA	NA	NA	0.9724043011665344
Cell_458	NA	NA	NA	NA	0.9685306549072266
Cell_459	NA	NA	NA	NA	0.9758334755897522
Cell_460	NA	NA	NA	NA	0.9757654070854187
Cell_461	NA	NA	NA	NA	0.9773156046867371
Cell_462	NA	NA	NA	NA	0.9796280264854431
Cell_463	NA	NA	NA	NA	0.9750005006790161
Cell_464	NA	NA	NA	NA	0.9848195314407349
Cell_465	NA	NA	NA	NA	0.9885857105255127
Cell_466	NA	NA	NA	NA	0.987978994846344
Cell_467	NA	NA	NA	NA	0.9903989434242249
Cell_468	NA	NA	NA	NA	0.9939755201339722
Cell_469	NA	NA	NA	NA	0.9987245202064514
Cell_470	NA	NA	NA	NA	1.0
Cell_471	NA	NA	NA	NA	0.9976157546043396
Cell_472	NA	NA	NA	NA	0.9957616329193115
Cell_473	NA	NA	NA	NA	0.995246171951294
Cell_474	NA	NA	NA	NA	0.9877201318740845
Cell_475	NA	NA	NA	NA	0.9827749729156494
Cell_476	NA	NA	NA	NA	0.9767763018608093
Cell_477	NA	NA	NA	NA	0.9756976366043091
Cell_478	NA	NA	NA	NA	0.9741348028182983
Cell_479	NA	NA	NA	NA	0.9691627025604248
Cell_480	NA	NA	NA	NA	0.9678419828414917
Cell_481	NA	NA	NA	NA	0.9664487838745117
Cell_482	NA	NA	NA	NA	0.9688458442687988
Cell_483	NA	NA	NA	NA	0.9685255885124207
Cell_484	NA	NA	NA	NA	0.9622138142585754
Cell_485	NA	NA	NA	NA	0.963530421257019
Cell_486	NA	NA	NA	NA	0.9646084308624268
Cell_487	NA	NA	NA	NA	0.9752727150917053
Cell_488	NA	NA	NA	NA	0.9674885869026184
Cell_489	NA	NA	NA	NA	0.9700391888618469
Cell_490	NA	NA	NA	NA	0.9761591553688049
Cell_491	NA	NA	NA	NA	0.9692418575286865
Cell_492	NA	NA	NA	NA	0.9753301739692688
Cell_493	NA	NA	NA	NA	0.9708818793296814
Cell_494	NA	NA	NA	NA	0.9740556478500366
Cell_495	NA	NA	NA	NA	0.967400074005127
Cell_496	NA	NA	NA	NA	0.9677479267120361
Cell_497	NA	NA	NA	NA	0.9675856232643127
Cell_498	NA	NA	NA	NA	0.9741573929786682
Cell_499	NA	NA	NA	NA	0.9764188528060913
Cell_500	NA	NA	NA	NA	0.9792467355728149
Cell_501	NA	NA	NA	NA	0.981682300567627
Cell_502	NA	NA	NA	NA	0.9784444570541382
Cell_503	NA	NA	NA	NA	0.985228419303894
Cell_504	NA	NA	NA	NA	0.9806075692176819
Cell_505	NA	NA	NA	NA	0.978367805480957
Cell_506	NA	NA	NA	NA	0.9781067967414856
Cell_507	NA	NA	NA	NA	0.975394070148468
Cell_508	NA	NA	NA	NA	0.9655229449272156
Cell_509	NA	NA	NA	NA	0.9664751887321472
Cell_510	NA	NA	NA	NA	0.9605335593223572
Cell_511	NA	NA	NA	NA	0.9485970735549927
Cell_512	NA	NA	NA	NA	0.9502807259559631
Cell_513	NA	NA	NA	NA	0.9483288526535034
Cell_514	NA	NA	NA	NA	0.9460120797157288
Cell_515	NA	NA	NA	NA	0.9491005539894104
Cell_516	NA	NA	NA	NA	0.938683271408081
Cell_517	NA	NA	NA	NA	0.9443325996398926
Cell_518	NA	NA	NA	NA	0.9351406097412109
