	traj_0
Cell_1	0.44977728869351896
Cell_2	0.44595975172045066
Cell_3	0.44881312265350903
Cell_4	0.4402777894906573
Cell_5	0.4497870056952387
Cell_6	0.44299456801593373
Cell_7	0.4525857941868043
Cell_8	0.4525857941868043
Cell_9	0.44884445148846924
Cell_10	0.4487009659220119
Cell_11	0.4396944983907939
Cell_12	0.4350308759484056
Cell_13	0.45267018885327726
Cell_14	0.447425931819841
Cell_15	0.4527389419536005
Cell_16	0.4483822909259953
Cell_17	0.4541876010596787
Cell_18	0.4525857941868043
Cell_19	0.45279607992585785
Cell_20	0.4541876010596787
Cell_21	0.4525857941868043
Cell_22	0.4525857941868043
Cell_23	0.4525857941868043
Cell_24	0.4424980029475281
Cell_25	0.4525857941868043
Cell_26	0.44299966113869804
Cell_27	0.4481620501087479
Cell_28	0.44563185701551666
Cell_29	0.45183121149893224
Cell_30	0.4417631936271611
Cell_31	0.4407806264191496
Cell_32	0.44411323193442215
Cell_33	0.44003265109688655
Cell_34	0.4369715811388324
Cell_35	0.4346454533222674
Cell_36	0.40853960045895094
Cell_37	0.4174529644933216
Cell_38	0.4081075598724819
Cell_39	0.411823054232352
Cell_40	0.40712082913500786
Cell_41	0.4147539880607674
Cell_42	0.41797157330908546
Cell_43	0.41708487501222
Cell_44	0.39777732060594206
Cell_45	0.39288765257520053
Cell_46	0.4052943372731403
Cell_47	0.3998231804293228
Cell_48	0.4098326059560756
Cell_49	0.39062388782875257
Cell_50	0.3878906254000275
Cell_51	0.3964867382850595
Cell_52	0.3794107476996721
Cell_53	0.38101905207094655
Cell_54	0.36582729226737964
Cell_55	0.3804505187972561
Cell_56	0.3757925723895809
Cell_57	0.37457092011396653
Cell_58	0.3676561360167561
Cell_59	0.36412207445553524
Cell_60	0.3571868903493155
Cell_61	0.35673510991783514
Cell_62	0.3675762021013061
Cell_63	0.3673474002370974
Cell_64	0.3711219675517342
Cell_65	0.35863463266305906
Cell_66	0.3560671284859425
Cell_67	0.36785478139932126
Cell_68	0.3624199857580621
Cell_69	0.36731886621281423
Cell_70	0.3671580875797478
Cell_71	0.3651334403957709
Cell_72	0.3648298085857738
Cell_73	0.36690999815709724
Cell_74	0.3663080245627497
Cell_75	0.36451679400339954
Cell_76	0.37106610231828596
Cell_77	0.36992494841597084
Cell_78	0.3727960972355342
Cell_79	0.3697665951031029
Cell_80	0.3729963377792527
Cell_81	0.3733958161292332
Cell_82	0.37391567298312584
Cell_83	0.37357306984874
Cell_84	0.3767164010403712
Cell_85	0.37965945114815386
Cell_86	0.3781954171926946
Cell_87	0.38114983775762895
Cell_88	0.3847568925313117
Cell_89	0.3830981586576307
Cell_90	0.3840740560956296
Cell_91	0.3822995032155696
Cell_92	0.3867353784735078
Cell_93	0.3857001719080703
Cell_94	0.378583507501454
Cell_95	0.38443981667141447
Cell_96	0.3806052059630079
Cell_97	0.3631098709086704
Cell_98	0.3623216769028393
Cell_99	0.358943494653113
Cell_100	0.3584594771450957
Cell_101	0.35194894309076585
Cell_102	0.3502861899875817
Cell_103	0.34775141900833195
Cell_104	0.34127655164666554
Cell_105	0.3358797072643844
Cell_106	0.33316640566634664
Cell_107	0.3289383611082617
Cell_108	0.32613524796810445
Cell_109	0.334789261549829
Cell_110	0.325586690031494
Cell_111	0.32613524796810445
Cell_112	0.3253072411107082
Cell_113	0.3188128321988118
Cell_114	0.3188128321988118
Cell_115	0.3101255638947465
Cell_116	0.31413872305196605
Cell_117	0.29875960511430255
Cell_118	0.3030430199363727
Cell_119	0.3042373904810676
Cell_120	0.283668279680808
Cell_121	0.278585226410664
Cell_122	0.283668279680808
Cell_123	0.2796080168467203
Cell_124	0.25190936758794347
Cell_125	0.24327623164796403
Cell_126	0.23337082029246373
Cell_127	0.23550562337144193
Cell_128	0.20550793721710664
Cell_129	0.24063013329602834
Cell_130	0.2003260182852258
Cell_131	0.20498851868049128
Cell_132	0.1892342666658403
Cell_133	0.19446880430351327
Cell_134	0.1892342666658403
Cell_135	0.1873556557545
Cell_136	0.17168996526163716
